,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
13367,30-00600,44,2,6,0,1,0,N,1,1,16.3,N,N,5,10800.0,2,82,N,2,2,1,2,39,30
15323,32-00405,56,1,4,0,2,2,3,1,1,7990.5,570,2,7,85000.0,8,419,N,2,2,2,2,38,38
8875,24-01004,62,1,1,0,1,0,4,1,1,4187.9,7970,12,11,372000.0,9,501,N,2,2,2,2,47,47
23159,32-00405,12,1,N,0,2,0,6,1,2,7990.5,N,N,3,N,N,129,N,2,2,2,2,170,82
5887,17-03529,49,2,6,0,2,0,2,1,1,15097.5,N,N,7,0.0,0,64,N,2,2,2,2,258,290
15727,32-00405,63,2,5,0,1,0,3,1,1,7990.5,5593,6,6,10500.0,2,501,N,2,2,2,2,71,50
16339,36-04010,26,1,6,0,2,0,4,1,1,50441.6,7860,11,10,55000.0,7,286,N,2,2,2,2,108,123
21752,51-51255,33,1,1,0,1,1,3,1,1,11224.3,770,3,9,75000.0,7,501,N,2,2,2,2,69,79
8392,24-01004,51,2,2,0,2,N,N,2,0,4187.9,N,N,5,15200.0,3,N,N,1,1,2,2,26,0
6769,17-03529,61,2,6,0,2,0,N,1,1,15097.5,7890,11,7,48200.0,6,364,N,2,2,2,2,75,75
15288,32-00405,55,2,4,1,1,0,5,1,1,7990.5,8660,14,3,35000.0,5,155,N,2,2,2,2,160,161
9698,24-01004,70,1,1,0,1,0,2,1,1,4187.9,9470,16,11,209700.0,9,501,N,2,2,2,2,11,10
22401,51-51255,53,1,1,0,1,1,3,1,1,11224.3,7390,10,9,204000.0,9,501,5,2,2,2,2,65,64
18489,38-00100,66,2,1,0,1,0,2,1,1,73.0,N,N,5,5400.0,1,426,N,2,2,2,2,53,53
15977,36-03710,29,1,6,0,2,N,N,2,0,52864.7,N,N,6,0.0,0,N,N,2,2,2,2,71,0
12591,29-01901,50,1,6,0,2,0,N,1,1,5434.8,N,N,9,17000.0,3,129,N,2,2,2,2,50,50
19432,38-00100,17,2,6,0,1,3,4,1,1,73.0,8680,14,4,500.0,0,117,N,2,2,2,2,16,33
6225,17-03529,54,2,4,0,2,0,N,1,2,15097.5,7860,11,10,100000.0,8,501,N,2,2,2,2,120,120
22383,51-01301,29,2,6,0,1,0,2,1,1,11162.8,7390,10,9,44100.0,6,335,N,2,2,2,2,116,223
11240,26-02702,19,2,6,0,2,0,2,1,2,4817.2,8680,14,7,1000.0,1,246,N,2,2,2,2,661,421
11290,26-02702,76,1,3,0,1,0,N,1,2,4817.2,8590,14,9,34600.0,5,285,N,2,2,2,2,67,66
14480,30-00600,59,2,4,0,1,0,N,1,1,16.3,N,N,5,0.0,0,0,N,2,2,2,2,40,39
11831,28-01100,58,2,4,0,2,0,2,1,2,2674.3,8770,15,10,38800.0,7,292,N,2,2,2,2,87,87
6716,17-03529,23,1,6,0,1,0,N,1,2,15097.5,190,0,9,6000.0,1,45,N,2,2,2,2,44,45
219,01-01301,80,2,1,0,2,0,2,1,1,2731.2,N,N,8,14400.0,3,271,N,2,2,2,2,58,58
21947,51-51255,40,1,1,0,2,4,6,1,2,11224.3,6680,8,10,100000.0,8,299,N,2,2,2,2,420,420
6352,17-03531,65,2,6,0,2,0,2,1,1,11171.6,8191,12,10,100000.0,8,501,N,2,2,2,2,74,73
9034,24-01004,15,1,6,0,1,1,3,1,2,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,82,60
23758,06-08507,13,1,N,0,9,2,4,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,103,100
11342,26-02702,27,1,6,0,1,0,N,1,1,4817.2,7680,10,9,150000.0,9,501,N,2,2,1,2,82,83
20878,51-01301,23,1,6,0,1,0,N,1,2,11162.8,7390,10,9,70000.0,7,501,N,2,2,2,2,81,82
11452,28-01100,16,2,6,0,2,0,3,1,1,2674.3,N,N,4,0.0,0,0,N,2,2,2,2,85,63
10966,26-02702,52,2,1,0,1,3,5,1,1,4817.2,5170,6,10,100000.0,9,501,N,2,2,2,2,329,309
3275,08-00803,25,1,6,0,1,0,N,1,2,3393.2,7870,11,9,36000.0,5,274,N,2,2,2,2,43,43
15270,32-00405,21,1,6,0,2,0,6,1,1,7990.5,5170,6,4,0.0,0,319,N,2,2,2,2,170,110
5627,17-03531,22,1,6,0,2,0,3,1,1,11171.6,8660,14,7,20000.0,3,501,N,2,2,2,2,142,119
11535,28-01100,67,1,1,0,2,0,4,1,2,2674.3,N,N,4,13000.0,3,138,N,2,2,2,2,91,91
5604,17-03531,53,2,4,0,2,0,2,1,1,11171.6,6991,9,7,13000.0,3,253,N,2,2,2,2,245,245
1092,06-07502,32,2,6,0,1,0,N,1,1,33632.6,5593,6,10,80000.0,8,501,N,2,2,2,2,60,59
22995,51-01301,69,2,1,0,1,0,2,1,1,11162.8,7390,10,10,28000.0,4,501,N,2,2,2,2,64,71
6249,17-03529,52,2,6,0,2,0,N,1,2,15097.5,7470,10,9,39000.0,5,295,N,2,2,2,2,58,58
13099,29-01901,57,2,6,0,2,0,N,1,1,5434.8,N,N,5,20000.0,4,151,N,2,2,2,2,162,150
2168,06-08507,48,1,1,0,6,2,6,1,1,3305.1,6490,8,11,150600.0,9,501,N,2,2,2,2,40,39
10588,26-02702,20,1,6,0,1,N,N,3,0,4817.2,N,N,7,30000.0,5,N,N,2,2,2,2,41,0
1228,06-08507,36,2,1,0,6,1,3,1,1,3305.1,7870,11,12,70000.0,7,501,N,2,2,2,2,53,57
1678,06-07502,16,1,6,0,6,1,3,1,2,33632.6,N,N,4,0.0,0,111,N,2,2,2,2,88,102
22199,51-51255,53,2,6,2,1,0,N,1,2,11224.3,4971,6,8,13600.0,3,102,N,2,2,2,2,119,119
17885,38-00100,17,2,6,1,1,3,6,1,2,73.0,4971,6,4,5200.0,1,301,N,2,2,2,2,26,188
10129,24-01004,54,2,2,0,1,1,3,1,1,4187.9,8660,14,5,14000.0,2,106,N,2,2,2,2,85,51
5481,17-03531,34,2,1,0,2,3,5,1,2,11171.6,8470,13,8,9810.0,2,114,N,2,2,2,2,76,76
12714,29-01901,31,2,5,0,2,3,4,1,2,5434.8,7980,12,7,32000.0,5,124,N,2,2,2,2,98,98
3288,08-00803,49,1,1,0,1,1,3,1,1,3393.2,7071,9,9,50000.0,6,243,N,2,2,2,2,50,50
19173,38-00100,76,1,1,0,1,0,2,1,1,73.0,180,0,5,-1070.0,0,83,N,2,2,2,2,19,20
12856,29-01901,19,1,6,0,2,1,3,1,2,5434.8,9920,18,6,0.0,0,11,N,2,2,2,2,61,77
5425,17-03529,36,2,5,0,2,0,N,1,2,15097.5,7071,9,7,30200.0,5,228,N,2,2,2,2,367,366
82,01-01301,30,2,6,0,2,N,N,2,0,2731.2,N,N,5,9400.0,2,N,N,1,2,2,2,16,0
9833,24-01004,35,1,1,0,1,1,3,1,1,4187.9,7970,12,12,195000.0,9,501,N,2,2,2,2,57,57
12358,29-01901,30,2,6,0,2,N,N,3,0,5434.8,5391,6,6,0.0,0,0,N,1,2,2,2,10,0
17799,38-00100,30,1,1,0,1,1,3,1,1,73.0,370,1,8,120000.0,9,501,N,2,2,2,2,93,94
3631,08-00803,18,2,6,0,1,1,4,1,1,3393.2,N,N,4,0.0,0,501,N,2,2,2,2,200,213
292,01-01301,16,1,6,0,2,0,8,1,1,2731.2,N,N,4,0.0,0,129,N,1,2,2,2,65,36
26711,28-01100,0,2,N,0,2,5,6,1,1,2674.3,N,N,N,N,N,N,N,N,N,2,2,75,65
16660,36-04010,28,2,4,0,2,1,2,1,2,50441.6,6070,7,8,40500.0,6,231,N,2,2,2,2,289,289
8313,19-01700,55,1,6,0,2,0,N,1,2,3572.3,7870,11,7,42000.0,6,317,N,2,2,2,2,248,248
11802,28-01100,28,2,6,0,2,0,N,1,2,2674.3,7860,11,9,36000.0,7,273,N,2,2,2,2,307,306
17765,38-00100,20,2,6,0,1,N,N,3,0,73.0,9680,17,7,24000.0,4,N,N,2,2,2,2,159,0
21237,51-01301,31,1,1,0,1,0,2,1,2,11162.8,3590,4,9,105100.0,8,501,N,2,2,2,2,90,90
24987,13-04600,6,1,N,0,2,0,7,1,2,3670.4,N,N,2,N,N,208,N,2,2,2,2,103,78
1984,06-07502,28,2,6,0,1,0,2,1,2,33632.6,6672,8,9,115000.0,8,501,N,2,2,2,2,125,100
23416,36-03710,13,1,N,4,2,1,3,1,2,52864.7,N,N,3,N,N,71,N,2,2,2,2,91,80
14870,32-00405,23,1,6,0,1,N,N,2,0,7990.5,8680,14,5,0.0,0,N,N,2,2,2,2,72,0
5022,13-04600,83,2,6,0,2,0,3,1,1,3670.4,N,N,5,12000.0,3,501,N,2,2,2,1,84,70
17699,36-04010,37,1,1,0,2,1,3,1,2,50441.6,7680,10,7,21000.0,4,131,N,2,2,2,2,251,251
21696,51-01301,67,2,1,0,1,0,2,1,1,11162.8,7270,10,11,217000.0,9,501,N,2,2,2,1,87,87
19213,38-00100,16,1,6,0,1,2,3,1,1,73.0,N,N,4,0.0,0,34,N,2,2,2,2,92,111
5842,17-03529,65,1,6,0,2,0,N,1,1,15097.5,N,N,10,79200.0,8,501,N,2,2,2,2,149,149
4046,13-04600,58,1,6,0,2,N,N,2,0,3670.4,770,3,5,6000.0,2,N,N,2,1,2,2,60,0
9177,24-01004,56,1,1,0,1,1,3,1,1,4187.9,7270,10,10,552200.0,9,501,N,2,2,2,2,54,53
24484,38-00100,2,2,N,0,3,0,6,1,2,73.0,N,N,N,N,N,37,N,N,N,2,2,35,29
6061,17-03529,74,1,3,0,2,0,2,1,2,15097.5,N,N,8,10800.0,2,501,N,2,1,2,2,122,123
4394,13-04600,16,2,6,0,2,3,4,1,2,3670.4,8680,14,4,11600.0,3,162,N,2,2,2,2,148,109
20616,40-00200,59,1,6,0,3,0,2,1,1,90.7,8191,12,9,48000.0,7,370,N,2,2,2,2,170,170
19769,40-00200,30,1,6,0,3,0,N,1,1,90.7,8590,14,5,40500.0,7,307,N,2,2,2,2,78,78
6275,17-03531,58,1,1,0,2,0,4,1,1,11171.6,N,N,7,0.0,0,152,N,1,1,2,2,74,53
19584,38-00100,66,1,1,0,1,0,2,1,1,73.0,N,N,8,299100.0,9,501,N,2,2,2,2,33,32
16743,36-04010,28,2,1,0,2,0,5,1,1,50441.6,7490,10,10,55000.0,7,501,N,2,2,2,2,46,48
21968,51-01301,47,2,4,0,6,0,N,1,2,11162.8,8191,12,11,516000.0,9,501,N,2,2,2,2,126,161
26955,30-00600,10,1,N,0,1,3,5,1,1,16.3,N,N,3,N,N,470,N,2,2,2,2,102,78
3871,08-00803,24,1,6,0,6,0,N,1,2,3393.2,5275,6,9,0.0,0,0,N,2,2,2,2,72,72
10048,24-01004,22,1,6,4,1,0,4,1,1,4187.9,5170,6,7,170.0,1,501,N,2,2,2,2,121,95
23135,32-00405,6,2,N,0,1,3,4,1,2,7990.5,N,N,2,N,N,214,N,1,2,2,2,83,66
22365,51-51255,79,2,6,0,1,0,2,1,2,11224.3,9590,16,9,115000.0,8,501,N,2,2,2,2,64,64
11725,28-01100,27,1,6,0,2,0,3,1,1,2674.3,4870,6,7,33300.0,6,256,N,2,2,2,2,165,180
23899,06-08507,11,1,N,0,1,3,5,1,2,3305.1,N,N,3,N,N,501,N,2,2,2,2,58,63
3685,08-00803,39,2,6,0,1,0,N,1,2,3393.2,6970,9,11,253900.0,9,501,N,2,2,2,2,100,100
15146,32-00405,21,1,6,0,2,0,2,1,2,7990.5,5170,6,7,1200.0,1,210,N,2,2,2,2,46,44
4870,13-04600,58,1,4,0,2,0,3,1,2,3670.4,N,N,6,0.0,0,0,N,2,2,2,2,91,85
8404,24-01004,90,2,2,0,1,N,N,2,0,4187.9,N,N,8,0.0,0,N,N,1,2,2,2,65,0
4288,13-04600,19,1,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,32,0
20100,40-00200,52,2,1,0,1,0,2,1,1,90.7,9470,16,7,23000.0,5,400,N,2,2,2,2,81,93
20702,51-51255,27,1,6,0,2,N,N,2,0,11224.3,4971,6,8,48000.0,6,N,N,2,2,2,2,114,0
16410,36-04010,55,1,6,0,2,0,N,1,2,50441.6,4170,5,5,30000.0,5,228,N,2,2,2,2,105,105
4840,13-04600,57,1,6,0,2,0,4,1,1,3670.4,2870,4,4,4000.0,1,30,N,2,1,2,2,128,88
8818,24-01004,23,2,6,0,1,0,3,1,1,4187.9,7290,10,9,2400.0,1,501,N,2,2,2,2,86,68
13093,29-01901,26,2,6,0,2,0,6,1,1,5434.8,1070,4,7,0.0,0,180,N,1,2,2,2,58,39
23793,06-08507,11,2,N,0,1,2,4,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,39,38
9902,24-01004,36,1,1,0,1,4,6,1,1,4187.9,6870,9,9,555000.0,9,501,N,2,2,2,2,14,14
1262,06-08507,16,1,6,0,6,3,7,1,1,3305.1,N,N,4,0.0,0,394,N,2,2,2,2,72,66
23535,36-03710,7,1,N,4,1,2,3,1,2,52864.7,N,N,3,N,N,65,N,2,2,2,2,188,148
22088,51-01301,25,1,6,0,1,0,N,1,2,11162.8,9380,16,9,56000.0,6,426,N,2,2,2,2,57,58
17031,36-04010,62,2,4,0,2,0,3,1,2,50441.6,N,N,7,1500.0,1,290,N,2,2,2,2,177,177
22418,51-51255,41,2,6,0,1,2,3,1,1,11224.3,7380,10,10,93000.0,8,501,N,2,2,2,2,74,79
12110,28-01100,58,2,3,0,2,0,N,1,2,2674.3,N,N,4,0.0,0,0,N,2,2,2,2,32,39
15410,32-00405,53,2,5,1,1,0,4,1,2,7990.5,8660,14,6,34200.0,5,300,N,2,2,2,2,177,177
14313,30-00600,53,2,1,0,1,1,3,1,1,16.3,180,0,8,30000.0,5,395,N,2,2,2,2,8,7
3077,08-00803,37,2,1,0,1,1,3,1,1,3393.2,8980,15,9,15000.0,3,296,N,2,2,2,2,85,77
24024,06-07502,3,1,N,0,9,3,5,1,1,33632.6,N,N,1,N,N,412,N,N,N,2,2,191,188
1969,06-08507,55,1,1,0,6,1,4,1,1,3305.1,9480,16,11,571000.0,9,501,N,2,2,2,2,60,60
21598,51-51255,59,2,1,0,2,0,2,1,2,11224.3,N,N,5,0.0,0,177,N,2,2,2,2,210,210
10491,26-02702,18,2,6,0,1,N,N,3,0,4817.2,N,N,5,32000.0,5,N,N,2,2,2,2,111,0
19026,38-00100,54,1,4,0,1,3,4,1,1,73.0,2070,4,5,28200.0,4,109,N,2,2,2,2,86,86
20461,40-00200,49,1,1,0,1,0,2,1,2,90.7,N,N,4,8400.0,2,149,N,2,1,1,2,52,58
7643,19-01700,59,1,5,0,1,0,N,1,1,3572.3,770,3,5,48000.0,7,365,N,2,2,2,2,95,95
15530,32-00405,54,2,1,0,1,0,4,1,2,7990.5,5580,6,9,21000.0,4,179,N,2,2,1,2,84,81
13823,30-00600,73,2,3,0,1,0,N,1,2,16.3,N,N,5,21390.0,4,176,N,2,2,1,2,97,96
17412,36-03710,57,2,1,4,8,0,3,1,2,52864.7,9920,18,4,0.0,0,78,N,2,2,2,2,94,94
26217,24-01004,12,1,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,66,63
17554,36-03710,32,1,6,0,2,0,N,1,2,52864.7,7860,11,7,7500.0,2,57,N,2,2,2,2,125,126
4929,13-04600,44,1,6,0,2,0,2,1,2,3670.4,6070,7,5,28100.0,5,437,N,2,2,2,1,224,224
17742,38-00100,18,1,6,0,1,N,N,3,0,73.0,5470,6,5,1900.0,1,N,N,1,2,2,2,41,0
24715,40-00200,1,2,N,0,1,1,2,1,2,90.7,N,N,N,N,N,0,N,N,N,2,2,37,61
11765,28-01100,22,2,2,0,2,0,6,1,1,2674.3,8191,12,7,16600.0,4,357,N,2,2,2,2,147,112
6674,17-03529,72,1,4,0,2,1,5,1,2,15097.5,2670,4,10,14100.0,3,51,N,2,2,2,2,42,65
20389,40-00200,77,1,1,0,1,0,2,1,1,90.7,N,N,9,69000.0,8,501,5,1,1,2,2,36,38
7785,19-01700,38,2,4,0,2,5,7,1,2,3572.3,1180,4,1,3800.0,1,10,N,2,2,2,2,331,331
25541,19-01700,3,2,N,0,1,2,4,1,1,3572.3,N,N,1,N,N,501,N,N,N,2,2,100,104
4725,13-04600,81,2,3,0,2,0,N,1,2,3670.4,N,N,4,8800.0,2,71,N,2,1,2,2,35,35
16991,36-03710,67,1,4,0,2,0,N,1,1,52864.7,N,N,6,1500.0,1,12,N,2,2,2,2,346,346
11666,28-01100,69,2,1,0,2,0,2,1,1,2674.3,8660,14,4,37500.0,7,295,N,2,2,2,2,19,24
5893,17-03531,24,1,6,0,2,0,3,1,1,11171.6,7390,10,8,5000.0,1,389,N,2,2,2,2,100,65
13896,30-00600,60,2,1,1,1,0,2,1,1,16.3,9160,15,7,0.0,0,224,N,2,1,2,2,42,42
2427,06-07502,32,1,6,0,1,0,N,1,2,33632.6,7460,10,7,230000.0,9,501,N,2,2,2,2,101,101
10279,24-01004,33,1,6,4,8,1,2,1,2,4187.9,8970,15,4,8500.0,2,48,N,2,2,2,2,115,114
20345,40-00200,77,2,1,0,3,0,2,1,1,90.7,N,N,6,9600.0,2,159,N,2,1,2,2,19,12
19611,40-00200,55,2,4,0,1,N,N,3,0,90.7,N,N,7,8500.0,2,64,N,1,2,2,2,12,0
23723,36-03710,3,2,N,2,9,3,4,1,2,52864.7,N,N,1,N,N,62,N,N,N,2,2,101,91
9888,24-01004,50,2,1,4,1,1,3,1,1,4187.9,N,N,9,0.0,0,501,N,2,2,2,2,102,91
17838,38-00100,45,1,1,0,1,3,5,1,1,73.0,770,3,9,134000.0,9,501,N,2,2,2,2,42,54
12141,28-01100,33,1,6,0,1,0,N,1,1,2674.3,6991,9,9,38000.0,7,289,N,2,2,2,2,107,84
3656,08-00803,66,2,1,0,1,0,2,1,1,3393.2,7380,10,9,10800.0,2,380,N,2,2,2,2,104,104
11348,28-01100,28,1,6,0,2,N,N,2,0,2674.3,N,N,7,8400.0,2,N,N,1,2,1,1,89,0
15534,32-00405,54,1,1,0,1,0,2,1,1,7990.5,5470,6,9,60000.0,7,501,N,2,2,2,2,48,60
10640,26-02702,64,2,6,0,1,0,N,1,1,4817.2,9090,15,10,32000.0,5,244,N,2,2,2,2,75,76
23622,36-04010,5,2,N,0,2,2,8,1,2,50441.6,N,N,2,N,N,501,N,2,2,2,2,122,162
4107,13-04600,19,2,6,4,2,N,N,3,0,3670.4,6380,7,9,17300.0,3,N,N,2,2,2,2,82,0
18184,38-00100,45,1,1,0,1,1,3,1,1,73.0,3070,4,5,0.0,0,204,N,2,2,2,2,51,148
22938,51-01301,23,1,6,0,6,0,N,1,1,11162.8,7290,10,10,57030.0,6,430,N,2,2,2,2,57,57
19167,38-00100,56,1,1,0,1,0,2,1,1,73.0,570,2,7,110000.0,9,501,N,2,2,2,2,129,129
99,01-01301,69,2,3,0,2,0,N,1,1,2731.2,N,N,5,37000.0,6,305,N,2,2,2,2,69,69
25601,51-51255,7,1,N,0,9,4,6,1,1,11224.3,N,N,3,N,N,501,N,2,2,2,2,111,128
5529,17-03529,43,2,6,0,6,0,N,1,2,15097.5,7870,11,10,80000.0,8,501,N,2,2,2,2,46,45
4865,13-04600,83,2,3,0,2,0,2,1,1,3670.4,N,N,5,17000.0,3,97,N,2,2,2,2,32,32
25382,19-01700,10,1,N,0,1,2,6,1,1,3572.3,N,N,3,N,N,183,N,2,2,2,2,457,705
4372,13-04600,63,2,1,0,2,0,2,1,1,3670.4,8270,12,6,31000.0,5,456,N,2,2,2,2,65,45
12330,28-01100,35,1,4,0,1,0,N,1,2,2674.3,7270,10,11,40000.0,7,301,N,2,2,2,2,40,41
26688,28-01100,10,2,N,0,2,2,5,1,1,2674.3,N,N,3,N,N,215,N,2,2,2,2,73,56
14433,30-00600,68,1,1,0,1,0,2,1,1,16.3,7860,11,9,37600.0,6,345,N,2,1,2,2,105,105
8795,24-01004,89,2,1,0,1,0,2,1,1,4187.9,N,N,9,100600.0,8,501,N,2,2,2,2,45,50
22457,51-01301,50,2,1,0,6,2,4,1,1,11162.8,N,N,9,0.0,0,501,N,2,2,2,2,50,37
15265,32-00405,77,2,3,0,2,0,6,1,1,7990.5,N,N,5,15000.0,3,319,N,2,2,2,2,110,110
11598,28-01100,34,1,1,0,6,3,5,1,1,2674.3,8191,12,11,50000.0,8,331,N,2,2,2,2,26,26
7106,17-03529,70,2,3,0,2,0,N,1,2,15097.5,7860,11,10,37700.0,5,310,N,2,2,2,1,201,201
15846,32-00405,15,2,6,1,8,2,4,1,1,7990.5,N,N,3,0.0,0,186,N,2,2,2,2,63,71
6472,17-03531,36,1,1,0,2,2,4,1,1,11171.6,9370,16,7,100000.0,8,501,N,2,2,2,2,605,605
9362,24-01004,40,2,1,0,8,2,4,1,1,4187.9,8080,12,10,25000.0,4,501,N,2,2,2,2,112,117
394,01-01301,37,2,4,0,2,1,3,1,1,2731.2,9170,15,8,24000.0,5,129,N,2,2,2,2,84,83
24075,06-08507,9,2,N,0,1,0,8,1,1,3305.1,N,N,3,N,N,501,N,2,2,2,2,57,63
6164,17-03529,49,2,3,0,2,0,N,1,2,15097.5,8680,14,4,10600.0,2,80,N,2,1,1,2,186,186
7183,17-03529,51,2,1,0,1,1,3,1,1,15097.5,7870,11,9,104000.0,9,501,N,2,2,2,2,42,52
22295,51-01301,49,1,1,0,1,2,4,1,1,11162.8,6970,9,9,300000.0,9,501,N,2,2,2,2,92,95
3409,08-00803,36,2,1,0,1,2,4,1,1,3393.2,7860,11,10,60000.0,7,501,N,2,2,2,2,76,76
7913,19-01700,90,1,3,0,1,0,3,1,1,3572.3,N,N,7,19500.0,3,501,N,1,2,2,2,128,152
4284,13-04600,28,1,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,80,0
9111,24-01004,59,2,6,4,1,0,2,1,1,4187.9,9170,15,10,79000.0,7,501,N,2,2,2,2,45,45
4036,08-00803,35,1,1,0,1,1,3,1,1,3393.2,7470,10,9,100000.0,8,501,N,2,2,2,2,62,99
23483,36-03710,2,2,N,2,1,0,4,1,1,52864.7,N,N,N,N,N,37,N,N,N,2,2,145,113
19208,38-00100,68,1,4,0,1,0,2,1,1,73.0,N,N,5,16100.0,3,210,N,1,2,2,1,31,30
11636,28-01100,30,1,6,0,2,0,4,1,1,2674.3,4870,6,5,33300.0,6,254,N,2,2,2,2,76,40
18262,38-00100,34,2,4,0,1,0,3,1,1,73.0,7860,11,10,45000.0,6,501,N,2,2,2,2,36,22
8976,24-01004,25,1,1,0,6,0,2,1,2,4187.9,7870,11,10,3000.0,1,17,N,2,2,2,2,58,58
25401,19-01700,14,2,N,1,1,5,8,1,2,3572.3,N,N,4,N,N,182,N,2,2,2,2,162,176
8777,24-01004,75,1,1,0,6,0,2,1,1,4187.9,7870,11,12,565000.0,9,501,N,2,2,2,2,110,110
17434,36-04010,29,2,6,0,6,0,3,1,2,50441.6,7270,10,9,62000.0,7,501,N,2,2,2,2,53,70
26068,24-01004,14,2,N,1,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,48,34
15490,32-00405,36,2,4,0,1,2,3,1,1,7990.5,7860,11,10,45000.0,6,219,N,2,2,2,2,70,70
661,06-07502,23,1,6,0,1,N,N,3,0,33632.6,8680,14,7,17600.0,3,132,N,1,2,2,2,8,0
2618,06-08507,17,1,6,0,6,2,4,1,1,3305.1,N,N,4,0.0,0,501,N,2,2,2,2,53,46
22351,51-51255,30,1,6,0,1,0,N,1,1,11224.3,9590,16,9,74000.0,7,501,4,2,2,2,2,86,86
8001,19-01700,42,2,6,0,1,1,3,1,2,3572.3,N,N,1,900.0,0,4,N,1,1,2,2,111,111
11090,26-02702,50,2,1,0,6,3,5,1,1,4817.2,3370,4,9,160000.0,9,501,N,2,2,2,2,60,60
5366,17-03529,67,1,6,0,2,3,5,1,2,15097.5,7780,10,7,102300.0,9,381,N,2,2,2,2,51,51
