,Unnamed: 0,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,PUMA
77,7582,12,2,6,1,2,0,3,1,1,N,N,7,93934,4,348,N,2,2,2,2,86,37,48-02101
78,8918,34,1,1,1,1,2,2,1,2,7860,6,10,35470,8,385,N,2,2,2,2,40,74,48-02507
79,2782,59,2,N,0,1,0,3,1,1,8770,6,3,156428,9,318,N,2,1,2,2,189,150,48-02515
80,4759,39,2,1,0,2,0,2,1,1,6890,4,2,156106,5,369,N,2,2,2,1,15,36,48-02516
81,8469,48,1,N,1,1,0,2,1,1,8680,3,7,116541,5,368,5,2,1,2,2,310,406,48-02510
82,8807,35,1,N,1,2,1,4,1,1,N,12,4,N,6,362,N,2,2,1,2,20,75,48-02515
83,6460,20,1,N,1,1,2,N,1,1,N,N,8,N,8,125,N,2,2,2,2,345,73,48-02102
84,8267,85,2,1,0,2,0,4,1,1,7860,10,4,95461,9,319,N,1,2,2,2,368,46,48-02515
85,5042,9,2,N,0,1,2,N,1,1,7860,N,5,-6300,5,219,N,2,2,2,2,123,111,48-02101
86,7570,18,1,1,1,1,3,6,1,1,N,N,7,N,N,501,N,2,2,2,1,36,111,48-02510
87,6338,70,1,6,0,1,0,2,1,1,6290,14,7,-6300,3,367,N,2,1,1,1,12,79,48-02516
88,319,53,2,1,1,2,2,2,1,1,N,6,5,73055,4,501,N,2,2,2,2,143,15,48-02102
89,8528,30,1,6,0,1,3,8,1,1,770,11,3,163272,N,425,N,2,2,2,2,20,60,48-02101
90,4762,55,1,6,0,2,1,5,1,1,7860,N,5,49763,0,372,N,2,2,2,2,53,264,48-02102
91,2187,1,2,2,1,1,3,N,1,2,N,13,3,N,N,196,N,2,2,2,2,56,0,48-02101
92,7775,18,2,1,1,1,0,2,1,1,N,N,5,7750,6,164,N,2,2,2,2,18,36,48-02102
93,8554,79,1,1,0,1,0,2,1,1,4880,12,4,208800,N,501,N,2,2,2,2,8,121,48-02102
94,7801,70,2,N,1,1,2,5,1,2,N,7,5,93724,7,275,N,2,2,2,2,97,95,48-02102
95,8570,64,1,4,0,6,0,3,1,1,N,6,N,N,0,376,N,N,2,2,2,93,69,48-02101
96,3068,37,2,1,0,1,0,2,1,1,8590,12,11,-6300,N,284,N,2,2,2,2,39,24,48-02101
97,6381,19,2,3,1,1,2,N,1,1,9390,4,9,30586,6,286,N,2,2,1,2,217,28,48-02515
98,2240,11,2,6,0,1,2,2,1,1,N,N,7,110284,8,461,N,2,2,2,2,74,41,48-02102
99,5768,37,2,1,0,1,0,4,1,2,9070,N,9,86075,4,321,N,2,2,2,2,65,88,48-02101
100,8070,0,2,1,1,1,2,N,1,1,7860,10,9,-6300,N,233,N,2,1,2,2,125,99,48-02510
101,6637,7,1,6,1,1,0,2,2,1,8670,N,11,-6300,7,149,N,N,2,2,2,47,69,48-02515
102,8004,37,2,1,0,1,1,2,1,1,N,N,7,178696,N,405,N,2,2,2,2,61,42,48-02516
103,3870,63,2,1,0,2,0,4,1,2,8590,6,7,-6300,8,341,N,2,2,2,2,349,150,48-02507
104,1072,62,1,6,1,1,2,N,2,2,3580,10,5,50877,8,346,N,2,1,2,2,278,33,48-02507
105,7215,25,1,1,0,1,0,4,1,1,8590,11,9,51792,5,329,N,2,2,2,2,12,154,48-02101
106,6335,17,1,4,4,2,0,7,1,1,3580,11,4,N,8,500,N,2,2,2,2,31,83,48-02101
107,1444,10,1,6,0,2,0,N,1,1,8191,4,5,49991,2,501,N,2,2,2,1,26,74,48-02510
108,7385,52,1,1,0,1,0,2,1,1,7890,7,9,44854,N,112,N,2,2,2,2,88,66,48-02516
109,1630,30,2,1,1,1,2,4,1,2,N,11,5,38598,7,205,N,2,2,2,2,94,74,48-02102
110,6811,53,2,6,0,1,3,N,1,1,6870,12,4,67700,9,233,N,2,2,2,2,70,73,48-02510
111,2591,70,2,4,0,2,2,4,1,2,770,6,9,13391,9,97,N,2,2,2,2,69,52,48-02510
112,101,13,2,1,0,2,0,4,1,2,770,4,7,-6300,6,401,N,2,2,1,1,91,49,48-02507
113,8660,30,2,N,1,2,0,4,1,1,7860,N,9,N,4,446,N,2,1,2,2,92,64,48-02507
114,311,16,2,1,0,1,0,2,1,1,8090,7,6,78413,9,501,N,2,2,2,1,80,24,48-02510
115,2674,49,1,6,1,1,0,2,1,1,8191,12,7,-6300,4,334,N,2,2,1,2,40,78,48-02102
116,1926,48,1,6,0,1,0,4,2,0,770,10,8,78449,8,278,5,N,1,2,2,71,203,48-02507
117,2665,64,1,6,0,1,0,3,1,2,8680,6,1,393,6,234,N,2,2,2,2,54,43,48-02101
118,7886,70,2,6,0,1,0,N,2,1,7071,12,7,-6300,7,338,N,2,2,2,2,91,72,48-02507
119,8810,42,2,1,0,2,0,4,1,1,N,6,6,-6300,9,231,N,2,1,2,2,82,69,48-02101
120,5920,35,2,N,0,1,4,2,1,1,770,11,5,120030,3,501,N,2,2,2,2,102,29,48-02510
121,7531,50,2,N,0,1,2,6,1,2,7870,12,9,114181,6,230,N,N,2,2,2,112,36,48-02510
122,6883,25,2,N,1,1,0,3,1,1,7860,5,4,56770,9,384,N,2,1,2,2,24,48,48-02102
123,3954,60,2,1,0,1,0,4,1,2,N,6,3,101830,3,501,N,N,2,2,2,17,29,48-02101
124,3945,39,1,N,1,2,1,N,1,2,7680,3,4,-6300,N,129,N,N,2,2,2,95,113,48-02102
125,3129,69,2,6,0,2,0,2,1,2,8370,6,9,-3586,6,382,N,2,2,2,2,31,188,48-02102
126,969,60,1,1,0,2,0,4,1,0,5391,10,3,-6300,6,82,N,2,2,2,2,84,65,48-02507
127,7893,53,2,1,0,1,0,N,1,2,8470,3,10,34872,7,348,N,2,2,2,2,38,16,48-02102
128,6267,6,1,6,0,1,0,3,1,1,4270,11,9,156964,8,501,N,2,2,2,2,109,35,48-02102
129,2144,66,2,N,0,1,0,2,1,1,N,N,9,N,3,501,N,2,2,2,1,57,71,48-02516
130,8156,6,1,1,0,1,0,3,1,1,N,N,5,65529,9,462,N,N,2,2,2,22,10,48-02102
131,4461,35,1,4,0,1,1,4,1,2,170,N,7,117514,3,269,N,2,2,2,2,45,70,48-02515
132,5420,40,2,6,4,1,1,4,1,1,5391,11,3,-6300,0,459,N,2,2,2,2,45,95,48-02507
133,7901,9,1,6,0,2,0,3,1,1,6890,12,3,58355,3,374,N,2,2,2,2,107,66,48-02102
134,9151,19,1,1,1,1,2,3,1,1,N,11,7,59491,7,302,N,2,2,2,2,405,149,48-02516
135,7307,59,1,6,1,1,0,N,1,1,N,7,10,-6300,9,223,N,2,2,2,2,118,225,48-02101
136,66,78,1,N,0,1,0,2,1,1,N,N,4,N,7,349,N,2,2,2,2,106,213,48-02102
137,9222,41,2,N,0,1,0,4,1,0,1990,3,9,N,8,350,N,2,2,2,2,37,69,48-02516
138,7937,60,2,6,0,1,2,4,1,2,770,4,N,N,0,99,N,N,1,2,2,88,56,48-02516
139,95,65,1,6,0,1,2,N,1,1,3380,12,3,N,N,466,N,2,N,2,2,60,88,48-02510
140,8834,69,1,1,1,1,2,4,1,1,6070,13,9,31093,3,495,N,2,2,2,2,74,57,48-02507
141,4587,20,1,6,1,1,2,3,1,2,7270,6,5,44709,6,235,N,N,2,2,2,75,34,48-02510
142,1773,59,2,6,0,1,2,4,1,1,N,10,7,127015,0,288,N,2,2,2,2,80,42,48-02101
143,3380,30,2,N,0,2,2,5,1,1,9160,4,9,N,7,211,N,2,1,2,2,35,102,48-02510
144,5992,29,2,1,0,1,2,6,1,2,6390,15,10,105540,3,293,N,2,2,2,2,12,0,48-02102
145,5043,81,2,N,0,2,2,2,1,1,770,10,9,46774,N,236,N,N,2,2,2,73,97,48-02510
146,3750,2,2,1,0,1,0,2,1,1,8191,N,9,-6300,1,447,N,2,1,1,2,60,34,48-02516
147,9141,73,1,N,0,1,0,N,1,2,770,N,3,85022,6,421,N,2,2,2,2,50,115,48-02515
148,3539,69,1,1,1,1,0,2,1,1,N,N,7,87673,9,339,N,2,1,2,2,59,52,48-02510
149,7456,69,2,1,0,1,0,3,1,1,8370,2,9,-1045,8,394,N,2,2,2,2,12,36,48-02102
150,1324,30,2,3,0,1,0,2,1,1,7860,N,9,-6300,7,304,N,2,2,2,2,90,99,48-02101
151,4501,37,2,1,0,1,2,2,1,1,N,3,3,46923,4,501,N,2,2,2,2,66,19,48-02510
152,544,6,2,1,1,1,0,N,1,1,7590,10,7,2853,5,501,5,2,2,2,2,355,153,48-02101
153,8816,11,2,N,1,2,3,6,1,2,7860,6,3,N,9,236,N,2,2,2,2,69,86,48-02515
154,5489,38,2,N,2,1,2,3,1,2,7860,6,10,N,0,441,N,2,1,2,2,35,64,48-02516
155,5130,30,1,1,1,1,1,8,1,1,N,7,10,N,N,166,N,2,2,1,1,176,427,48-02516
156,6019,66,2,N,1,1,1,13,1,1,8780,7,1,N,4,149,N,2,2,2,2,79,68,48-02102
157,3313,42,1,6,0,1,1,5,2,2,7970,4,8,31823,N,379,N,2,1,2,1,14,47,48-02102
158,4922,10,2,4,0,1,0,2,1,1,7860,11,3,89829,5,255,N,N,2,2,2,65,140,48-02101
159,1480,59,1,6,4,1,1,N,1,2,770,6,9,-6300,N,81,N,N,1,2,1,70,51,48-02516
160,1424,4,1,3,0,1,0,2,1,1,N,6,5,13573,4,175,N,2,2,2,2,42,142,48-02510
161,8765,13,2,2,0,1,2,6,1,2,N,N,8,N,9,253,N,2,2,2,2,153,195,48-02101
162,40,20,1,N,0,1,3,5,2,2,N,12,6,N,8,202,N,2,1,2,2,8,95,48-02516
163,8548,56,1,N,0,1,0,2,1,1,8680,10,5,N,6,436,N,2,2,2,2,70,23,48-02510
164,868,3,1,6,0,1,2,5,1,2,N,6,10,218414,0,416,N,2,2,2,2,76,15,48-02101
165,3780,47,1,N,0,1,0,N,1,2,7860,12,9,8368,9,208,N,2,2,2,2,24,54,48-02102
166,2227,69,1,N,0,1,2,3,1,2,N,6,3,110266,8,501,N,N,1,2,2,64,88,48-02516
167,8674,49,1,N,0,1,1,2,1,2,5080,4,5,28159,3,294,N,2,2,2,2,89,64,48-02510
168,1846,34,2,6,0,1,0,5,1,1,3580,12,9,107768,9,365,N,N,2,2,1,75,40,48-02102
169,7330,5,1,6,0,1,0,5,1,1,5391,6,1,15134,N,277,N,2,1,2,1,51,39,48-02510
170,7033,74,2,6,0,2,2,3,1,1,7870,14,3,127198,8,444,N,2,2,2,2,28,63,48-02515
171,2045,9,2,1,0,1,0,6,1,1,8180,10,6,20795,6,141,N,2,2,2,2,39,82,48-02101
172,4174,18,1,1,0,1,1,3,1,1,7860,6,9,129738,N,501,N,2,2,2,2,126,150,48-02102
173,6331,34,1,6,0,2,2,N,1,1,7970,12,9,113985,1,501,N,1,2,2,2,63,97,48-02102
174,3451,61,1,N,0,1,0,3,1,2,7870,6,3,N,6,239,N,1,1,2,2,177,22,48-02101
175,8611,67,1,3,1,1,0,3,1,1,6170,10,4,19313,5,437,N,2,1,1,2,93,81,48-02507
176,7686,46,2,1,1,1,2,4,1,1,N,N,9,62427,N,260,N,N,2,2,2,59,16,48-02510
177,7009,39,1,1,0,2,2,2,1,2,9090,11,9,N,7,445,N,2,1,2,2,78,78,48-02510
178,2050,7,2,6,1,2,2,4,1,1,8590,10,5,-6300,6,378,N,2,2,2,2,113,13,48-02510
179,1312,7,1,4,0,1,0,3,1,1,7870,6,9,53325,N,0,N,2,1,2,2,419,203,48-02507
180,1621,72,2,2,0,1,0,N,1,2,9370,12,4,-4021,7,296,N,1,2,2,2,149,131,48-02510
181,7442,48,2,4,0,1,2,7,1,1,8470,4,8,59564,7,418,N,2,2,2,2,75,73,48-02102
182,1109,69,1,N,1,1,2,N,1,1,N,4,3,45407,7,267,N,2,2,2,2,41,31,48-02102
183,4760,36,1,1,0,1,0,2,1,1,7780,11,5,638,4,472,N,2,2,2,1,75,273,48-02510
184,2114,29,1,6,1,2,3,4,1,1,7860,N,4,N,N,229,N,N,1,1,2,111,91,48-02507
185,7526,59,2,6,0,1,0,N,1,1,N,10,5,14616,N,211,N,2,2,2,2,83,53,48-02102
186,711,64,1,1,1,1,0,2,1,2,770,13,3,90255,3,216,N,2,1,2,2,73,0,48-02102
187,1482,16,1,6,1,1,2,4,1,1,770,N,5,149858,N,501,N,2,2,2,2,366,34,48-02516
188,3321,75,2,1,0,1,0,4,1,2,4195,16,6,N,8,84,N,2,2,2,2,215,353,48-02507
189,6869,72,1,1,1,1,1,5,1,1,5275,N,9,114372,6,501,N,2,2,2,2,98,93,48-02510
190,2660,35,2,1,0,1,0,3,1,1,6991,N,9,45317,N,197,N,2,2,2,1,81,54,48-02102
191,3570,50,2,1,0,1,2,N,1,1,N,9,5,29907,4,501,N,2,2,2,2,87,111,48-02515
192,7704,48,2,6,0,2,2,3,1,2,8680,N,4,N,6,262,N,2,1,2,2,124,194,48-02102
193,7360,30,2,6,0,2,0,4,1,1,770,10,5,9079,7,211,N,2,2,2,2,75,68,48-02102
194,2226,11,2,1,0,1,1,3,1,1,N,9,5,112369,0,357,N,2,2,2,2,38,77,48-02102
195,8089,78,2,N,0,1,2,N,2,1,N,N,4,N,9,240,N,N,1,2,1,177,195,48-02507
196,2003,25,1,6,0,1,1,2,1,2,N,6,7,927,2,249,N,2,2,2,2,32,69,48-02101
197,4725,24,1,N,0,1,0,2,1,1,8191,4,6,70740,9,412,N,2,2,2,2,59,174,48-02102
198,289,7,1,N,0,1,1,N,1,2,4971,10,N,N,N,294,N,2,2,2,2,68,75,48-02510
199,1475,5,1,1,1,1,0,3,1,1,7690,12,3,125042,6,501,N,2,2,2,2,183,66,48-02510
200,6099,78,2,6,0,8,2,5,1,1,8370,14,5,30106,8,458,5,N,2,1,2,130,78,48-02510
201,5144,31,1,6,0,2,0,3,1,0,7860,N,3,110347,0,415,N,2,2,2,2,25,35,48-02515
202,5674,12,2,6,0,6,0,3,1,2,N,6,7,62899,8,320,N,2,2,2,1,80,79,48-02510
203,1672,18,1,1,1,1,3,7,1,1,N,11,9,75018,5,212,N,2,1,2,2,254,23,48-02507
204,9122,48,2,1,1,1,2,3,1,1,6390,9,8,103375,9,339,N,2,2,2,2,66,70,48-02510
205,1705,50,1,6,0,2,0,3,1,1,5170,14,9,45361,7,501,N,2,2,2,2,9,126,48-02102
206,1326,64,1,6,0,6,2,2,1,2,N,6,5,N,8,249,N,2,N,2,2,50,73,48-02516
207,8105,10,2,1,0,1,1,4,1,1,7860,4,6,135024,0,501,N,2,2,2,2,52,51,48-02101
208,1173,5,1,6,1,2,0,N,1,1,8680,7,3,73526,8,501,N,2,2,2,1,150,53,48-02507
209,1142,46,1,6,0,1,0,2,1,1,N,6,5,80032,N,224,N,N,1,2,2,20,27,48-02102
210,8433,46,1,6,0,1,0,2,1,0,6890,11,4,126605,6,501,N,2,2,1,2,16,63,48-02510
211,7899,47,2,N,1,1,0,6,1,1,7860,N,3,-6300,0,163,N,2,2,2,2,66,47,48-02516
212,8997,67,1,1,1,1,0,2,1,1,8270,7,5,51090,3,501,N,N,2,2,2,50,184,48-02515
213,2158,22,2,6,1,1,11,N,1,1,7860,4,4,N,2,351,N,N,2,2,2,89,45,48-02101
214,3180,55,2,6,0,6,2,2,1,1,4690,10,3,67439,9,451,N,2,1,2,2,15,99,48-02102
215,6462,4,1,1,0,2,0,5,1,1,N,11,4,145423,N,501,N,2,2,2,2,46,44,48-02516
216,8749,69,2,3,0,1,4,8,1,1,N,5,5,49859,6,501,N,2,2,2,2,20,89,48-02507
217,369,78,1,6,0,1,2,2,1,1,9290,N,5,-6300,0,249,N,2,2,2,2,75,188,48-02507
218,591,43,2,3,0,2,2,5,1,1,7860,11,4,120874,6,278,N,2,2,1,2,128,105,48-02510
219,4297,43,1,6,0,1,0,N,1,1,N,N,5,52918,4,459,N,1,2,2,2,49,321,48-02515
220,8901,56,2,1,0,2,2,3,2,1,8680,6,4,86660,8,326,N,N,2,2,2,68,24,48-02507
221,7899,42,1,2,1,2,0,3,2,2,7860,10,3,109484,6,501,N,2,2,2,1,39,142,48-02102
222,1710,52,1,1,0,1,2,3,1,2,8191,4,4,-6300,9,396,N,2,2,2,2,38,83,48-02510
223,1954,48,2,6,0,1,0,4,1,1,7870,10,9,-2257,9,365,N,N,1,2,2,260,19,48-02102
224,1984,52,2,1,1,1,0,N,1,1,7380,6,3,145473,6,501,N,2,2,2,1,32,82,48-02510
225,6377,57,1,N,1,1,2,4,1,1,7860,6,8,N,8,375,5,2,1,2,2,66,56,48-02510
226,1919,70,2,6,0,1,0,2,1,1,7860,N,5,8610,7,241,N,N,2,1,2,200,150,48-02507
227,3605,19,1,N,0,1,0,2,1,2,N,15,9,87378,5,203,N,2,2,2,2,7,69,48-02102
228,7542,53,2,1,1,1,0,4,1,1,N,7,7,N,N,363,N,N,2,2,2,22,159,48-02507
229,2378,43,2,1,1,1,2,N,1,1,6170,6,7,12808,7,492,N,2,2,2,2,129,22,48-02510
230,8793,39,1,6,1,1,2,2,1,2,7980,12,3,N,8,17,5,2,2,2,2,48,57,48-02102
231,4463,52,1,6,0,2,0,7,2,2,6070,6,3,81765,N,349,N,2,1,2,2,16,40,48-02510
232,4738,58,2,N,0,1,2,2,1,1,7970,11,9,-1615,2,317,5,2,2,2,2,72,54,48-02507
233,5272,66,2,1,0,1,2,4,1,1,6170,7,9,-6300,5,169,N,2,2,2,1,166,9,48-02507
234,7968,2,2,1,0,1,0,2,1,1,7270,11,9,96134,2,501,N,2,2,2,2,106,34,48-02102
235,6400,4,2,1,0,1,2,2,1,1,8191,14,5,72568,6,302,N,2,2,2,2,25,42,48-02516
236,5503,51,2,1,0,2,0,3,1,2,N,11,6,-6300,8,242,N,2,2,1,2,70,53,48-02102
237,1330,47,2,6,0,2,0,5,1,1,N,N,9,49998,8,501,N,2,1,2,1,56,186,48-02515
238,6045,4,2,6,0,1,0,3,1,1,4795,N,10,17222,2,289,N,2,2,2,2,373,70,48-02507
239,5274,26,2,1,0,1,2,2,2,2,N,6,4,-6300,9,238,N,2,2,2,2,72,52,48-02102
240,9234,40,1,1,0,1,2,4,1,2,7860,4,5,-6300,7,475,N,2,2,2,2,111,61,48-02515
241,7067,11,1,1,0,1,3,3,1,1,9170,9,10,85298,6,477,N,2,2,2,2,39,18,48-02102
242,4585,34,2,1,0,1,2,N,1,1,9920,14,3,65385,9,501,N,2,2,2,2,421,81,48-02510
243,7649,9,2,1,0,2,0,N,1,2,8180,9,5,-6300,1,339,N,2,2,2,2,70,39,48-02102
244,456,32,2,N,1,2,0,3,1,1,8680,9,4,75964,0,501,5,2,2,2,2,547,141,48-02510
245,1274,66,1,6,1,1,0,7,1,1,8191,4,5,96029,N,437,N,2,1,2,2,42,25,48-02507
246,6672,73,2,6,0,1,2,7,1,1,N,6,3,-6300,5,241,N,2,2,2,2,34,77,48-02102
