SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,4,0,25-00503,66,0,2,463,2973
1,N,1,1,9,0,25-02800,3,2,4,500,6929
1,1,1,1,2,0,25-00503,57,0,2,274,3483
2,1,1,1,8,0,25-01300,64,2,4,500,4327
1,6,1,1,5,0,25-00703,34,0,N,86,4406
1,1,1,1,2,0,25-02800,82,0,N,96,4360
1,6,1,1,2,0,25-01300,19,0,3,500,1994
1,1,1,1,7,0,25-01000,52,3,5,500,4835
1,1,1,0,0,0,25-00703,83,N,N,500,453
2,1,1,1,9,0,25-02800,52,3,N,473,463
1,N,1,1,9,0,25-02800,34,2,4,500,7212
2,1,1,1,2,0,25-01000,80,0,2,499,730
1,1,1,1,2,0,25-00703,37,0,5,375,4903
2,1,1,1,7,0,25-01300,68,1,2,272,1955
2,4,6,2,4,0,25-00503,52,1,2,170,7027
1,1,9,1,7,0,25-00503,20,0,5,500,3214
1,1,1,2,2,0,25-02800,55,0,5,500,3225
1,N,1,1,N,0,25-01000,5,2,4,500,7094
1,6,1,1,3,0,25-00503,66,0,N,266,6113
2,1,1,1,2,0,25-00503,36,0,2,383,1648
1,1,1,1,3,0,25-02800,68,0,2,500,4255
2,N,6,2,9,0,25-00503,11,3,4,501,7329
2,1,1,0,N,0,25-00703,77,1,N,466,535
2,1,1,1,4,0,25-00703,83,0,2,370,5940
2,4,1,2,8,0,25-01000,35,1,2,500,1800
1,6,1,1,2,0,25-02800,63,0,6,370,737
1,3,1,1,2,0,25-00703,80,N,N,98,339
2,4,1,1,2,0,25-00503,36,0,2,94,3252
2,4,1,1,4,0,25-00703,57,0,3,500,3311
2,N,1,1,8,0,25-00703,53,0,4,501,6935
2,N,1,1,9,0,25-01000,5,2,4,501,6146
2,N,1,1,9,0,25-00503,17,3,4,500,7078
2,1,1,1,0,0,25-00503,54,2,4,379,1743
2,5,6,2,0,0,25-00703,18,1,3,275,4753
1,6,1,1,2,0,25-00703,5,3,5,500,7082
1,6,1,1,9,0,25-02800,40,0,N,500,4743
2,1,1,1,9,0,25-02800,53,0,N,500,489
2,4,1,1,7,0,25-00503,66,0,2,501,4327
2,6,1,1,7,0,25-00703,52,0,N,465,5467
1,N,1,1,9,0,25-00503,4,2,4,500,6960
2,1,1,1,8,0,25-02800,31,1,3,387,6148
1,6,1,1,2,0,25-00703,81,1,2,500,2072
2,1,1,1,5,0,25-00503,56,0,N,501,1697
1,1,1,1,7,0,25-02800,81,0,N,500,5935
2,1,1,1,6,0,25-02800,65,0,2,500,5904
2,6,1,1,2,0,25-00703,19,0,3,98,849
1,1,1,1,4,0,25-01300,54,0,2,501,4396
2,1,1,2,0,0,25-00503,50,0,2,150,5195
1,1,1,2,9,0,25-00703,36,1,4,499,5919
1,N,1,1,7,0,25-02800,50,1,3,500,1572
2,1,1,1,8,0,25-02800,32,0,4,501,6382
2,4,1,1,2,0,25-02800,36,0,3,39,706
1,6,1,1,6,0,25-01300,65,0,2,51,3073
2,1,1,1,5,0,25-00703,69,0,2,500,2948
1,1,1,1,9,0,25-01000,55,0,2,500,5374
2,1,1,1,7,0,25-01300,53,0,2,500,5920
2,1,1,1,6,0,25-01300,68,0,2,384,4712
2,1,1,1,4,0,25-01300,55,0,2,499,5361
2,N,1,1,9,0,25-02800,4,3,5,500,7051
1,4,1,1,8,0,25-00703,68,0,N,501,661
1,6,1,1,0,0,25-00703,20,0,N,501,731
1,6,1,2,N,0,25-00703,19,0,N,500,4715
1,1,1,1,1,0,25-02800,55,0,2,380,1720
2,1,6,1,9,0,25-00503,36,0,4,501,4424
2,N,1,1,N,0,25-00503,19,2,5,98,7245
1,1,1,1,8,0,25-00703,68,0,4,501,5957
2,4,1,1,0,0,25-01000,67,0,N,500,2164
2,4,1,1,9,0,25-02800,81,0,N,500,6236
2,1,1,1,8,0,25-01300,64,0,2,500,6155
1,1,1,1,0,0,25-01300,33,2,4,500,4883
1,1,1,1,5,0,25-00703,69,0,2,501,2990
1,1,1,1,8,0,25-01000,49,0,2,501,3821
2,1,1,1,0,0,25-01300,49,0,4,500,4529
1,1,1,1,7,0,25-01000,71,0,2,500,4447
1,1,1,1,7,0,25-01000,52,0,2,500,633
2,6,1,2,0,0,25-00503,8,2,3,295,4318
2,1,1,2,2,0,25-01000,8,2,4,266,564
2,N,1,2,9,0,25-01000,6,3,4,499,7307
2,6,1,1,4,0,25-01300,63,0,N,139,5388
1,5,1,1,9,0,25-00703,52,0,N,500,649
2,1,1,1,5,0,25-00703,54,0,2,500,3491
1,6,1,1,8,0,25-01300,35,0,N,500,6010
2,1,6,1,2,0,25-01000,80,0,4,140,1727
2,1,1,0,5,0,25-00703,56,3,2,500,4411
2,1,1,1,9,0,25-01000,34,0,2,500,2584
2,1,9,1,6,0,25-00703,66,0,2,500,718
2,1,1,1,5,0,25-00503,80,0,N,501,5500
1,N,9,2,N,0,25-00703,6,N,4,159,6880
2,6,1,2,4,0,25-02800,17,0,N,454,5114
2,1,1,1,6,0,25-01300,35,0,N,257,5976
2,N,1,2,9,0,25-01000,6,1,4,259,6163
1,6,1,2,0,0,25-00703,18,0,6,287,5979
2,6,1,1,0,0,25-01000,15,2,4,263,6263
2,1,1,1,5,0,25-00703,55,2,4,399,4325
2,N,1,1,6,0,25-02800,36,0,5,501,3468
2,1,1,1,4,0,25-02800,64,0,N,163,537
1,1,1,1,6,0,25-01000,34,3,5,469,1655
1,1,1,1,7,0,25-00503,67,0,2,501,609
1,1,1,1,7,0,25-00503,19,0,2,501,5051
2,6,1,1,2,0,25-00703,38,3,6,500,1897
1,1,1,1,4,0,25-00503,83,0,2,501,1754
2,6,1,1,4,0,25-00703,55,0,4,500,4780
2,6,1,0,2,0,25-00703,66,N,N,90,397
1,1,1,1,8,0,25-00703,57,0,2,501,4605
1,1,1,1,6,0,25-01000,38,0,2,501,644
1,6,1,0,2,0,25-00703,6,N,N,93,395
2,1,1,1,2,0,25-00503,51,0,2,161,5915
1,1,1,1,8,0,25-00703,67,0,2,500,1679
2,1,1,1,8,0,25-00503,56,0,3,500,655
1,6,1,1,8,0,25-00703,31,0,3,500,2066
2,1,6,1,2,0,25-01300,34,0,2,267,1931
1,1,1,1,2,0,25-01300,52,N,3,275,3004
1,4,1,1,6,0,25-01300,67,0,2,501,5966
2,1,1,1,3,0,25-01300,51,0,2,156,6281
1,1,6,1,8,0,25-00503,54,0,2,501,1818
1,1,1,1,1,0,25-00703,64,0,2,500,2370
2,1,1,2,6,0,25-01300,66,0,2,500,585
1,6,6,1,7,0,25-01300,16,0,N,501,1721
2,3,6,2,8,0,25-00703,82,0,N,112,257
2,6,1,1,2,0,25-02800,67,0,2,246,4824
1,1,1,1,3,0,25-02800,79,0,2,37,3286
2,1,1,1,8,0,25-01300,54,1,3,500,3380
2,3,1,1,2,0,25-00703,38,3,5,229,3499
2,1,1,2,4,0,25-01000,83,0,N,163,3177
2,1,1,1,5,0,25-00703,57,0,2,499,1716
1,1,1,1,7,0,25-00503,68,0,2,47,829
2,1,1,2,8,0,25-00703,83,0,4,500,4852
2,1,1,1,2,0,25-01300,54,1,3,468,4802
2,6,2,1,6,0,25-00703,50,0,N,268,4127
1,1,1,1,4,0,25-01300,39,1,3,38,4403
2,1,1,1,5,0,25-00703,56,0,N,373,1654
1,1,1,1,5,0,25-01000,33,1,3,501,6220
2,6,1,2,2,0,25-02800,39,0,2,259,1980
1,1,1,1,4,0,25-00503,20,0,2,501,5247
1,6,1,1,0,0,25-00703,68,0,N,500,427
1,1,6,1,6,0,25-00703,52,2,4,467,7064
2,1,1,0,0,0,25-01300,34,N,4,501,517
2,6,1,1,8,0,25-00703,52,2,3,501,7000
2,1,1,1,2,0,25-01300,33,2,4,500,3355
2,1,1,1,8,0,25-01300,36,1,2,500,5936
1,1,1,1,9,0,25-01000,37,1,3,386,4866
2,1,1,1,5,0,25-01300,56,0,2,500,2468
1,6,1,2,2,0,25-00703,54,N,N,279,369
1,1,1,1,8,0,25-01300,51,2,4,500,5889
1,1,1,1,4,0,25-00703,82,0,2,500,3287
2,6,1,1,0,0,25-00703,20,1,3,500,3077
1,N,6,2,N,0,25-00503,5,1,3,501,7179
2,1,1,2,5,0,25-00503,65,0,2,27,3857
2,1,6,1,4,0,25-01300,16,0,2,501,1947
1,1,1,1,0,4,25-00503,15,1,4,392,737
1,N,1,1,8,0,25-00703,50,0,3,500,4832
2,6,1,2,2,0,25-02800,51,0,N,371,834
1,1,1,1,8,0,25-00703,55,0,3,500,4226
2,N,1,1,N,0,25-01000,14,3,3,500,6927
1,6,1,1,9,4,25-00503,6,0,5,501,6172
2,1,1,1,0,0,25-02800,53,3,5,373,1984
2,1,1,1,8,0,25-00703,52,0,2,500,1742
1,1,1,2,6,0,25-00503,20,0,2,370,3196
1,1,1,1,8,0,25-02800,69,0,2,500,3945
2,1,1,2,2,0,25-00503,53,0,N,165,1769
2,4,1,1,2,0,25-00703,66,4,6,454,6115
1,1,1,1,0,0,25-02800,18,0,2,500,4645
1,6,1,2,6,0,25-01300,29,0,3,470,1686
1,N,1,1,9,0,25-00703,17,1,3,500,5958
2,1,1,2,2,0,25-01300,64,0,3,500,1826
2,N,1,1,9,0,25-00703,6,2,4,500,7247
2,4,1,1,7,0,25-00503,67,0,N,264,3910
1,6,1,1,4,0,25-00703,36,0,3,501,3222
2,4,1,1,0,0,25-01000,35,1,N,51,479
2,1,1,1,0,0,25-00703,6,2,4,274,4882
1,1,1,1,8,0,25-00703,65,0,2,501,6112
1,1,1,1,1,0,25-02800,82,0,2,500,599
2,1,1,1,5,0,25-00503,65,0,2,500,3665
1,6,1,1,2,0,25-01300,18,0,4,500,2736
1,1,1,1,7,0,25-00703,34,2,4,501,6161
2,1,1,2,4,0,25-01300,36,1,6,306,3275
2,1,6,1,0,0,25-00703,37,N,5,500,5481
2,1,1,1,2,0,25-00703,81,4,2,500,1914
1,1,1,1,8,0,25-01000,38,2,3,500,5371
2,N,1,1,9,0,25-01300,3,2,4,288,7444
1,1,1,1,2,0,25-01300,83,0,2,500,4743
2,6,1,1,0,0,25-02800,5,N,N,462,2262
1,1,1,1,6,0,25-01300,33,0,5,482,5779
2,6,6,1,0,0,25-01300,31,0,N,501,647
2,1,1,1,7,0,25-00703,55,1,3,500,663
2,1,1,1,0,0,25-01300,53,1,3,500,3185
2,1,1,1,8,0,25-02800,51,2,4,501,1948
1,N,1,1,N,0,25-02800,7,2,6,501,7189
2,6,1,1,7,0,25-01300,54,0,4,500,5099
2,1,1,1,8,0,25-00703,18,0,2,501,5233
1,1,6,1,0,0,25-00503,31,0,2,280,3442
1,N,1,1,N,0,25-00703,4,1,3,500,6947
2,1,1,1,3,0,25-00703,69,0,2,500,5904
2,6,1,1,5,0,25-02800,34,0,N,165,2599
1,1,1,1,0,0,25-00703,20,2,4,500,4757
2,4,1,1,7,0,25-01000,64,0,2,390,1767
1,N,1,1,N,0,25-00703,5,2,4,500,7249
2,1,1,1,8,0,25-00703,53,0,2,499,3559
2,1,1,1,4,0,25-01300,53,0,2,501,3538
2,N,1,1,9,0,25-00703,4,2,4,501,7212
2,6,1,2,6,0,25-00503,19,0,2,499,1768
2,N,1,2,N,0,25-00703,7,2,4,478,7187
2,N,1,1,9,0,25-01300,15,2,4,186,7348
1,1,1,1,8,0,25-01300,52,2,4,500,1707
1,6,1,1,8,0,25-00703,34,2,4,500,736
2,1,1,1,7,0,25-02800,70,0,2,500,5777
2,1,9,1,4,0,25-01000,50,0,3,500,3185
2,6,1,1,1,0,25-02800,17,1,3,501,594
1,1,1,1,9,0,25-00703,68,0,2,500,2211
2,4,1,2,6,0,25-00503,33,0,N,501,1899
2,4,1,1,6,0,25-00703,65,0,2,500,5730
2,N,1,1,N,0,25-00503,8,2,4,464,7141
2,1,1,1,9,0,25-01300,49,2,4,500,6979
2,1,1,1,6,0,25-02800,66,0,2,500,6232
1,6,1,1,0,4,25-00703,8,2,4,500,7053
1,4,1,1,1,0,25-01300,53,1,4,501,1829
1,N,1,1,1,0,25-00503,53,2,5,500,805
2,1,1,1,8,0,25-00703,64,0,2,500,5102
2,1,1,1,6,0,25-02800,35,0,3,500,5977
1,1,1,1,9,0,25-00703,64,0,2,500,5926
1,1,6,1,5,0,25-02800,65,0,2,369,5841
1,N,1,1,N,0,25-01000,3,2,4,500,7313
1,1,1,1,7,0,25-00503,56,0,4,463,3277
2,1,1,1,3,0,25-00703,53,0,5,389,7000
1,1,1,1,4,0,25-02800,58,0,N,500,2446
1,4,1,1,7,0,25-00703,37,0,N,500,3219
2,6,1,1,2,0,25-00703,66,0,2,361,3193
1,4,1,1,7,0,25-01300,77,0,N,500,624
2,4,1,1,2,0,25-02800,68,0,3,500,5722
1,6,1,1,0,0,25-00703,53,N,N,96,627
1,4,1,1,8,0,25-00703,67,0,2,501,5814
2,N,1,1,N,0,25-01300,15,2,4,501,7057
1,1,1,2,3,0,25-01000,83,0,2,501,3944
1,1,1,1,0,0,25-01300,84,3,4,391,4039
1,1,1,2,6,0,25-02800,52,N,3,500,661
1,1,1,1,3,0,25-00703,82,0,2,500,5666
2,1,1,1,8,0,25-01000,37,2,4,501,1784
1,1,1,1,3,0,25-00503,54,0,3,500,1717
1,6,6,1,2,0,25-01300,36,2,4,478,4393
2,1,1,1,6,0,25-01000,58,0,3,372,3636
2,N,1,1,N,0,25-00503,17,2,4,500,6957
2,1,1,1,4,0,25-00703,17,1,3,500,1936
2,6,1,2,5,0,25-00703,70,0,2,242,5796
2,1,6,0,0,0,25-02800,35,4,6,501,1575
2,1,1,1,8,0,25-01300,36,0,N,474,5924
2,6,1,1,1,0,25-01300,54,0,N,264,4768
1,1,1,1,7,0,25-00703,79,0,2,500,2679
2,3,2,1,3,0,25-01300,20,0,6,269,496
1,N,1,1,N,0,25-01000,5,2,3,500,5295
1,3,1,2,4,0,25-01300,82,0,N,500,1733
1,N,1,1,N,0,25-00503,5,2,4,500,7154
2,N,1,0,0,0,25-01000,4,N,4,501,6857
2,1,1,1,0,0,25-00703,65,1,3,500,6213
1,1,1,1,2,0,25-00703,63,0,2,500,580
2,1,1,1,9,0,25-00703,40,2,N,501,846
1,4,1,1,2,0,25-01300,55,0,N,500,2447
2,1,1,1,8,0,25-01000,55,0,2,501,5976
1,6,1,0,9,0,25-00703,64,N,N,94,581
1,1,1,1,8,0,25-00703,83,0,2,500,1882
1,N,1,1,9,0,25-00703,15,1,4,501,7096
2,1,1,1,7,0,25-01000,81,0,2,500,6087
1,6,6,1,2,0,25-02800,81,0,7,391,6026
2,1,1,1,2,0,25-01300,7,2,4,371,7250
2,1,1,1,2,0,25-00703,49,0,4,267,6345
1,1,1,1,6,0,25-01300,77,0,2,500,4178
2,1,1,1,8,0,25-00703,68,0,2,501,1775
2,6,1,1,2,0,25-02800,17,0,4,500,2069
1,1,1,1,7,0,25-00703,66,0,2,500,1960
1,6,1,1,2,0,25-00703,41,2,4,500,5764
2,N,1,2,9,0,25-00703,7,2,4,16,1992
1,1,1,1,9,0,25-00503,53,0,3,500,3405
2,1,1,1,6,0,25-00503,18,1,3,500,2099
1,1,1,1,5,0,25-00703,54,0,2,501,1766
1,1,1,1,2,0,25-00703,36,2,3,180,3740
1,1,1,2,2,0,25-00703,38,0,2,92,4526
1,1,1,2,0,0,25-00703,52,0,2,500,3722
2,4,1,0,2,0,25-01000,22,N,N,99,448
1,1,1,1,2,0,25-02800,67,0,5,392,2091
1,1,1,1,4,0,25-00703,86,0,2,260,3056
1,1,1,1,2,0,25-01000,19,0,4,16,4571
1,1,1,1,4,0,25-00703,37,0,2,468,5998
2,N,1,1,9,0,25-00503,15,3,4,501,7158
1,1,1,1,8,0,25-00703,82,0,2,500,4455
1,1,1,1,5,0,25-01300,36,0,3,500,3190
2,1,1,1,2,0,25-02800,81,0,2,500,4081
1,N,1,1,9,0,25-01300,5,2,4,501,7089
1,6,1,1,8,0,25-01000,55,0,4,500,4118
2,6,1,1,4,0,25-02800,63,0,2,500,4697
2,1,1,1,6,0,25-00503,56,0,2,501,3908
1,1,1,1,8,0,25-00503,38,0,3,500,4114
2,6,1,1,7,0,25-01000,55,0,2,501,1668
1,4,1,1,6,0,25-01300,36,0,N,500,4255
1,6,1,1,9,0,25-01000,21,2,4,501,1774
1,1,2,1,9,0,25-02800,52,0,2,500,4747
2,6,1,1,2,0,25-00503,35,0,4,98,6046
2,6,1,1,2,0,25-02800,64,0,N,501,777
1,1,1,2,7,0,25-01300,64,0,N,500,6051
2,1,9,1,2,0,25-00703,52,0,2,500,4832
2,6,1,1,0,0,25-01300,18,0,3,277,587
2,4,1,2,5,0,25-00703,69,0,2,259,1708
2,N,1,1,N,0,25-02800,12,2,4,247,7164
1,1,1,1,8,0,25-00703,34,0,4,363,5967
2,1,1,2,5,0,25-00703,63,0,2,500,1741
2,6,1,2,2,0,25-00703,19,0,4,95,4563
1,1,1,1,6,0,25-00703,64,0,2,501,6146
1,1,1,1,8,0,25-00503,54,0,4,501,1738
2,6,6,1,6,0,25-00503,33,0,N,501,815
2,N,6,1,9,0,25-00503,4,2,4,500,6987
1,1,1,1,7,0,25-00503,65,0,2,501,5846
2,4,1,1,9,0,25-01300,53,0,N,500,3078
1,1,1,1,6,0,25-01000,35,0,6,500,1813
2,1,1,1,8,0,25-00703,62,0,4,500,6068
2,1,1,1,0,0,25-01300,66,0,3,500,6035
1,1,1,1,7,0,25-00703,65,0,2,500,607
2,6,6,1,0,0,25-00703,80,1,N,500,5983
2,N,1,1,9,0,25-00703,4,2,4,51,7015
2,1,1,1,5,0,25-01000,35,1,N,472,3249
2,N,1,1,0,0,25-01300,54,1,4,501,4142
1,6,1,1,6,0,25-00703,68,0,N,384,1846
1,1,1,1,7,0,25-00503,81,0,N,500,4216
1,1,1,1,5,0,25-00703,57,0,2,501,4492
2,1,1,1,0,0,25-00503,3,1,4,500,3406
2,1,1,1,0,0,25-01300,55,0,3,501,1784
1,1,1,1,0,0,25-00703,51,1,2,501,6103
2,1,2,1,2,0,25-01300,65,0,N,189,6072
1,1,1,1,2,0,25-02800,67,0,2,28,6189
1,4,1,1,5,0,25-02800,64,0,2,500,4426
2,6,1,1,2,0,25-00503,24,0,3,169,1789
1,N,1,2,N,0,25-00503,2,2,4,501,7228
2,6,1,1,0,0,25-00703,32,2,4,466,5954
1,3,1,1,1,0,25-01300,83,0,2,166,5802
1,1,6,2,8,0,25-00503,35,0,4,500,3808
2,6,1,1,5,0,25-00703,68,0,3,501,4796
2,1,1,1,6,0,25-01000,53,0,4,500,5863
2,1,1,1,7,0,25-01300,35,2,4,381,6120
1,1,2,2,N,0,25-00703,7,2,6,257,7244
1,6,1,1,7,0,25-00703,77,0,4,500,7170
1,6,1,2,8,0,25-01300,54,0,5,500,4671
1,1,1,1,6,0,25-02800,56,0,3,500,6028
1,1,1,1,7,0,25-02800,19,1,4,500,1943
1,1,1,1,8,0,25-01300,65,0,5,501,3835
1,N,9,1,N,0,25-00503,5,2,5,245,7082
1,N,1,1,9,0,25-00503,6,2,4,500,7205
1,1,1,1,6,0,25-00703,51,1,5,501,1709
1,1,6,1,4,0,25-00703,51,0,2,272,3497
1,1,1,1,5,0,25-01300,84,0,2,501,6112
2,6,1,1,5,0,25-01300,39,0,N,263,1753
2,4,1,2,6,0,25-01000,69,0,N,381,3834
1,1,1,1,0,0,25-01000,52,1,3,91,5854
1,1,1,1,4,0,25-00503,55,0,4,500,5243
2,6,1,1,0,0,25-01000,19,0,N,500,6070
1,1,1,1,1,0,25-00703,52,0,4,500,735
1,4,1,1,2,0,25-01300,69,0,2,500,5000
1,1,1,1,7,0,25-01300,65,0,2,500,1914
1,1,1,1,2,0,25-02800,66,0,2,500,1803
1,1,1,1,8,0,25-00703,67,0,3,500,4163
1,1,1,1,5,0,25-01000,66,0,3,500,720
1,1,1,2,6,0,25-01300,68,0,2,467,662
1,1,1,1,2,0,25-02800,53,0,2,375,1981
2,1,1,1,2,0,25-00703,66,0,2,500,687
2,3,1,2,2,0,25-00703,84,N,N,135,6931
1,1,1,1,6,0,25-00703,58,0,N,500,6049
2,1,1,1,9,0,25-00703,59,4,2,500,4483
1,1,1,1,0,0,25-01300,32,0,2,500,803
2,1,1,1,4,0,25-01000,82,0,2,500,1744
2,1,1,1,0,0,25-00703,37,2,4,500,3553
2,4,1,1,1,0,25-00703,19,2,6,260,7101
2,N,1,1,N,0,25-00703,4,2,4,501,7150
1,4,1,1,4,0,25-01300,67,0,3,501,3619
1,3,1,1,8,0,25-01300,53,0,2,500,3632
1,1,1,1,2,0,25-01300,67,0,N,91,4818
2,1,1,2,2,0,25-02800,36,3,N,297,555
2,6,1,1,3,0,25-00503,55,0,4,501,2089
2,N,1,1,9,0,25-02800,5,2,4,501,7083
2,1,1,1,2,0,25-00503,66,0,2,160,1926
2,N,9,1,1,0,25-00503,6,1,4,168,7225
2,1,1,2,5,0,25-01000,55,0,2,29,1661
1,6,1,1,5,0,25-02800,19,0,N,375,2406
1,N,1,1,9,0,25-00503,17,1,4,500,7065
2,6,1,2,4,0,25-00703,17,1,5,148,7372
2,4,1,0,0,0,25-00703,16,2,3,467,668
2,6,1,1,5,0,25-01300,19,0,N,N,3609
2,1,1,1,8,0,25-00703,80,0,2,500,3295
1,1,1,1,2,0,25-00703,82,0,2,500,6191
1,6,1,1,1,0,25-00703,17,0,4,500,5424
2,1,1,1,2,0,25-02800,46,0,4,458,4356
2,1,6,1,6,0,25-00503,35,3,4,380,3319
2,2,1,1,6,0,25-00703,82,0,7,372,5911
2,3,1,1,4,0,25-01300,79,0,N,500,1947
2,1,1,1,7,0,25-01000,53,0,3,500,659
2,N,1,1,0,0,25-00703,16,2,4,385,7157
2,6,1,1,4,0,25-01000,39,0,N,500,4457
2,6,1,1,5,0,25-02800,65,N,N,501,3100
2,1,1,1,7,0,25-01000,77,0,3,463,4491
1,N,1,1,N,0,25-01000,5,2,3,500,7099
2,N,1,1,0,0,25-00503,5,2,4,500,7334
2,N,1,1,N,0,25-00503,6,0,4,474,5349
1,1,1,1,4,0,25-02800,65,0,2,501,676
2,6,1,1,N,0,25-02800,55,2,3,500,1505
1,4,1,1,2,0,25-00703,34,2,4,389,810
2,N,1,1,6,0,25-01300,54,1,3,500,3510
2,4,1,1,2,0,25-00703,40,0,6,269,764
1,2,1,1,8,0,25-02800,52,0,4,500,5631
2,6,1,1,7,0,25-01000,80,0,2,462,811
1,1,1,1,6,0,25-00703,69,0,2,500,1529
2,6,1,1,N,0,25-01300,6,2,5,283,6988
2,1,1,2,5,0,25-00503,61,0,4,376,3216
1,6,1,1,1,0,25-02800,8,0,4,501,671
1,6,1,1,0,0,25-00703,16,2,4,39,7133
