SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,1,1,1,3,9,33,1,N,2
2,1,1,1,4,10,81,1,N,2
2,6,3,1,0,4,16,1,N,2
1,N,1,1,N,N,2,1,N,2
2,N,1,1,N,2,4,1,N,2
2,1,1,1,4,7,52,1,N,2
1,6,1,1,6,7,29,1,N,2
2,1,1,1,0,10,37,1,N,2
1,4,3,0,3,5,51,3,N,2
2,1,1,1,6,9,61,1,N,2
2,1,2,1,7,10,59,1,N,2
1,6,2,1,1,4,57,1,N,2
2,6,1,2,2,7,21,1,N,2
2,1,6,2,8,10,33,1,N,2
2,6,2,1,3,5,53,1,N,2
2,N,1,1,N,N,0,1,N,2
2,1,1,1,9,9,54,1,N,2
2,1,1,1,0,5,42,1,N,2
1,1,1,1,9,10,43,1,N,2
1,6,2,1,2,4,41,1,N,2
2,1,1,1,0,7,24,1,N,2
2,1,1,1,9,10,76,1,N,1
2,1,1,1,8,9,43,1,N,2
2,N,2,2,N,N,2,1,N,2
1,6,2,1,1,4,39,1,N,2
1,6,1,0,1,3,34,3,N,2
2,6,1,0,0,7,21,3,4,2
2,3,2,1,4,5,94,1,N,2
2,N,1,1,N,2,3,1,N,2
1,N,1,1,N,3,10,1,N,2
2,4,2,1,5,4,68,1,N,2
2,1,2,2,0,5,32,1,N,2
2,6,2,2,2,7,20,1,N,2
2,3,2,2,5,7,61,1,N,2
1,6,2,2,4,5,27,1,N,2
1,N,8,1,N,2,6,1,N,2
2,4,1,2,4,10,62,1,N,2
2,3,1,2,9,10,94,1,N,1
2,1,1,1,9,9,67,1,N,2
1,1,1,1,8,9,80,1,N,1
1,1,6,1,9,9,41,1,N,2
1,1,1,2,9,10,58,1,N,2
1,1,1,1,5,5,41,1,N,2
1,2,1,2,3,7,59,1,N,2
1,6,8,2,5,5,47,1,N,2
2,6,2,2,2,4,33,1,N,2
1,6,1,1,9,8,60,1,N,2
2,1,6,1,9,10,49,1,N,2
2,1,1,1,6,7,57,1,N,2
1,2,9,2,7,7,53,1,N,2
2,4,1,2,7,9,41,1,N,2
1,N,9,2,N,N,1,1,N,2
2,6,1,1,8,10,36,1,N,2
1,6,1,1,7,5,35,1,N,2
2,6,1,2,1,7,21,1,N,2
2,4,2,1,4,10,63,1,N,2
1,1,2,2,8,7,53,1,N,2
2,6,2,2,0,6,23,1,N,2
1,1,1,2,4,10,36,1,N,2
2,3,1,1,7,10,81,1,N,2
2,1,1,1,8,12,56,1,N,2
2,6,2,1,0,7,26,1,N,2
1,N,1,2,N,N,0,1,N,2
1,6,1,0,1,5,23,3,N,2
2,1,1,2,2,7,60,1,N,2
1,2,1,2,9,10,44,1,N,2
2,1,1,1,0,7,28,1,N,2
2,1,1,1,0,9,44,1,N,2
1,4,1,1,6,8,46,1,N,2
1,1,6,1,9,9,50,1,N,2
2,4,2,1,6,7,61,1,N,2
1,N,1,1,N,3,7,1,N,2
1,N,8,1,N,3,11,1,N,2
1,N,1,2,N,3,8,1,N,2
1,4,1,2,5,6,57,1,N,2
1,6,2,2,1,4,17,1,N,2
2,N,3,1,N,3,6,1,N,2
1,4,8,1,6,1,39,1,N,2
1,N,2,2,N,2,6,1,N,2
1,6,1,1,5,5,27,1,N,2
1,1,1,1,5,7,34,1,N,2
2,5,3,1,1,4,47,1,N,2
2,1,1,1,3,9,56,1,N,2
2,1,2,1,1,7,62,1,N,2
2,1,2,1,0,9,64,1,N,2
1,N,1,2,N,1,5,1,4,2
2,N,1,1,N,3,9,1,N,2
2,N,1,1,N,2,5,1,N,2
2,4,1,2,8,7,41,1,N,2
1,6,1,0,1,7,22,3,N,2
2,4,2,2,2,7,66,1,N,2
2,2,1,1,3,7,70,1,N,2
1,N,1,1,N,2,4,1,N,2
1,N,1,1,N,2,3,1,2,2
2,6,2,2,4,9,33,1,N,2
2,6,1,1,8,9,49,1,N,2
1,6,1,1,8,5,31,1,5,2
2,4,1,2,5,9,73,1,N,2
1,1,1,2,6,12,49,1,N,2
1,1,1,1,5,7,48,1,N,2
2,3,8,2,3,10,41,1,N,2
1,6,6,1,8,9,40,1,N,2
1,6,1,0,3,5,73,2,N,2
2,1,2,2,6,9,31,1,N,2
2,N,1,2,N,2,6,1,N,2
2,1,2,1,2,5,78,1,N,2
2,N,1,1,N,3,13,1,N,2
1,1,1,1,3,9,56,1,N,2
2,6,2,1,3,7,74,1,N,2
2,6,2,1,2,7,68,1,N,2
2,6,1,1,0,2,15,1,N,2
2,6,9,2,0,3,15,1,N,2
1,6,1,2,6,9,28,1,N,2
1,1,1,1,2,10,65,1,N,2
1,6,2,1,6,9,72,1,N,2
2,3,1,1,5,5,71,1,N,2
2,1,1,1,3,1,54,1,N,2
1,1,1,1,6,7,39,1,N,2
1,1,1,1,8,10,54,1,N,2
1,1,3,1,5,7,74,1,N,2
2,6,1,1,0,7,18,1,N,2
2,1,1,1,6,10,75,1,N,2
2,3,2,2,4,5,63,1,N,2
1,6,2,2,1,3,17,1,N,2
2,N,1,1,N,3,11,1,N,2
2,3,2,1,2,7,53,1,N,1
1,2,1,2,6,11,58,1,N,2
1,6,2,2,7,5,58,1,N,2
1,4,1,1,6,7,64,1,N,2
2,4,2,1,3,5,77,1,N,1
1,1,1,1,9,9,50,1,N,2
1,N,1,2,N,3,12,1,N,2
1,1,5,1,6,4,82,1,N,2
2,N,2,2,N,N,2,1,N,2
2,N,2,1,N,3,12,1,N,2
2,6,2,1,4,7,30,1,N,2
1,6,2,1,0,7,19,1,N,2
2,1,1,1,5,9,50,1,N,2
1,N,1,1,N,N,0,1,N,2
2,6,1,2,5,7,25,1,N,2
1,1,1,1,9,9,55,1,N,2
1,6,1,1,8,9,29,1,N,2
1,N,1,2,N,3,11,1,N,2
1,6,2,2,0,4,16,1,N,2
1,1,1,1,9,5,67,1,N,2
1,4,9,1,9,11,53,1,N,2
1,1,8,2,3,3,83,1,N,2
1,6,1,2,6,7,21,1,N,2
1,6,1,1,9,10,45,1,N,2
1,1,1,1,7,10,74,1,N,2
1,1,1,1,4,4,80,1,N,2
2,6,2,2,1,9,25,1,N,2
1,6,2,1,1,9,25,1,N,2
1,6,9,1,1,4,17,1,N,2
2,6,2,2,4,7,20,1,N,2
2,6,2,0,0,7,19,3,N,2
1,4,1,1,4,9,66,1,N,2
2,3,2,2,3,12,67,1,N,2
2,1,1,1,9,10,65,1,N,2
2,1,2,2,7,7,38,1,N,2
1,3,1,1,6,5,69,1,N,2
1,1,1,1,7,9,72,1,N,2
2,4,1,2,2,7,72,1,N,2
1,6,1,0,0,7,20,3,N,2
1,6,2,2,8,7,22,1,N,2
1,6,1,2,6,9,28,1,N,2
1,1,1,1,5,10,55,1,N,2
2,1,1,1,9,10,65,1,N,2
1,N,6,1,N,3,14,1,N,2
2,1,1,1,0,5,47,1,N,2
1,N,2,2,N,N,1,1,N,2
1,2,2,1,4,9,42,1,N,2
2,1,1,1,3,7,65,1,N,2
1,6,2,2,8,7,44,1,N,2
1,6,2,1,7,5,73,1,N,2
1,1,1,1,3,5,85,1,N,2
2,1,1,1,4,9,31,1,N,2
2,N,1,2,N,3,10,1,N,2
1,2,6,0,0,5,60,2,N,2
2,3,9,1,4,9,84,1,N,2
1,6,2,2,5,4,47,1,N,2
2,6,9,2,6,10,24,1,N,2
1,N,2,1,N,N,2,1,N,2
1,1,2,1,8,3,68,1,N,2
1,6,2,1,5,9,37,1,N,2
1,6,1,2,8,10,24,1,N,2
2,1,1,1,0,10,44,1,N,2
1,3,1,1,5,5,69,1,N,2
1,6,1,0,5,7,21,3,2,2
1,6,2,2,2,4,62,1,N,1
1,1,1,1,9,11,81,1,N,2
1,N,1,1,N,3,8,1,N,2
1,1,1,1,7,9,23,1,N,2
2,1,1,1,9,11,54,1,N,2
1,1,1,1,9,10,46,1,N,2
1,6,1,2,2,8,69,1,N,2
2,4,2,1,3,4,79,1,N,1
2,1,1,1,3,7,82,1,N,2
1,1,1,2,7,7,37,1,N,2
1,N,1,1,N,3,14,1,N,2
2,N,2,2,N,2,7,1,N,2
1,6,1,0,7,12,52,3,N,2
1,2,2,0,9,10,34,3,N,2
2,6,2,2,5,6,40,1,N,2
1,1,6,1,9,9,50,1,N,2
1,N,1,1,N,2,4,1,N,2
2,N,1,2,N,3,8,1,N,2
1,N,1,1,N,2,5,1,N,2
2,1,1,2,9,12,38,1,N,2
1,1,1,1,9,11,68,1,N,2
1,6,2,1,3,5,59,1,N,2
2,1,1,1,4,9,53,1,N,2
1,N,3,1,N,3,8,1,N,2
2,3,2,2,6,9,60,1,N,2
1,1,1,1,3,5,58,1,N,2
1,1,6,1,9,5,52,1,N,2
1,4,1,2,4,10,70,1,N,2
1,4,9,1,2,8,67,1,N,2
1,1,1,1,9,11,27,1,N,2
2,1,6,2,9,9,38,1,N,2
1,1,1,2,8,9,29,1,N,2
1,1,1,1,6,7,78,1,N,2
2,4,1,1,9,12,50,1,N,2
1,6,1,2,7,9,22,1,N,2
2,6,2,1,6,7,54,1,N,2
1,6,1,1,8,9,45,1,N,2
2,6,2,2,4,7,23,1,N,2
2,3,2,1,2,3,89,1,N,2
2,1,1,2,0,7,35,1,N,2
1,6,1,2,7,8,55,1,N,2
1,N,1,2,N,3,8,1,N,2
2,3,2,1,6,7,72,1,N,2
1,N,2,2,N,3,8,1,N,2
2,4,2,1,3,5,92,1,N,2
1,6,2,1,8,5,65,1,N,2
2,1,1,1,6,8,74,1,N,2
2,1,1,1,8,10,66,1,N,2
1,6,9,2,8,9,29,1,N,2
2,6,2,1,7,10,52,1,N,2
2,1,6,2,8,9,42,1,N,2
1,6,2,2,5,5,23,1,N,2
1,6,1,1,1,4,17,1,N,2
2,1,1,1,9,11,59,1,N,2
2,1,6,1,3,7,57,1,N,2
1,1,6,1,9,10,45,1,N,2
1,6,1,1,0,4,18,1,N,2
2,6,2,1,4,9,37,1,5,2
2,1,2,2,2,4,59,1,N,2
1,2,6,1,0,7,62,1,N,2
1,6,2,0,0,5,38,2,N,2
1,1,1,2,9,11,63,1,N,2
1,N,2,1,N,3,8,1,N,2
2,1,9,1,9,10,42,1,N,2
2,1,2,2,5,5,49,1,N,2
1,3,1,2,0,7,72,1,N,2
1,N,1,1,N,2,3,1,N,2
1,1,1,1,9,11,57,1,N,2
2,1,1,1,3,9,55,1,N,2
2,6,1,2,2,9,29,1,N,2
1,6,1,1,6,7,21,1,5,2
1,N,1,1,N,3,10,1,N,2
2,N,2,1,N,2,5,1,N,2
2,N,1,1,N,N,2,1,N,2
2,6,9,2,1,9,24,1,N,2
1,N,1,1,N,1,3,1,N,2
2,4,1,1,0,5,44,1,N,2
2,4,2,1,2,5,72,1,N,2
1,6,1,2,9,10,65,1,N,2
1,4,1,1,0,5,50,1,N,2
2,1,9,1,0,7,35,1,N,2
2,N,1,1,N,3,8,1,N,2
2,6,1,1,2,6,15,1,N,2
1,1,1,2,9,9,30,1,N,2
2,3,1,1,8,9,74,1,N,2
2,6,2,2,0,5,18,1,N,2
1,4,1,2,6,7,51,1,N,2
1,6,9,1,6,7,31,1,N,2
1,6,1,1,1,4,17,1,N,2
2,1,3,2,4,9,76,1,N,2
1,1,2,2,4,6,66,1,N,1
2,1,1,1,7,10,57,1,N,2
2,1,3,1,1,7,67,1,N,2
2,3,1,2,3,7,86,1,N,2
2,6,1,0,5,7,18,3,N,2
1,1,1,1,9,11,65,1,2,2
2,1,1,1,2,6,74,1,N,2
2,2,1,1,7,9,67,1,N,2
1,1,6,1,9,9,44,1,N,2
2,4,1,1,4,8,71,1,N,2
1,4,1,2,8,5,63,1,N,2
1,6,2,2,2,7,56,1,N,2
2,N,1,1,N,N,1,1,N,2
1,6,2,2,2,5,44,1,N,2
1,1,6,1,7,7,63,1,N,2
2,6,1,0,1,5,19,3,N,2
2,4,2,2,1,9,45,1,N,2
1,5,1,2,9,10,38,1,N,2
2,6,6,2,2,9,22,1,N,2
2,N,8,1,N,3,13,1,N,2
2,6,2,2,2,4,67,1,N,2
1,1,1,2,8,8,59,1,N,2
2,6,2,2,4,5,34,1,N,2
1,4,1,1,5,7,69,1,N,2
1,6,1,1,1,5,23,1,N,2
2,6,1,0,1,7,21,3,N,2
1,N,1,1,N,2,4,1,N,2
1,6,1,0,0,7,22,3,N,2
2,N,1,1,N,2,7,1,N,2
2,4,1,1,2,8,69,1,N,1
1,2,1,2,9,10,40,1,N,2
1,4,6,1,4,9,59,1,N,2
2,1,1,1,6,9,39,1,N,2
2,6,1,0,2,3,39,2,N,2
1,1,1,1,9,11,38,1,N,2
2,1,1,1,0,5,58,1,N,2
2,1,1,2,3,9,43,1,N,2
1,1,1,1,7,11,72,1,N,2
1,6,1,0,0,7,20,3,N,2
2,6,1,2,9,9,25,1,N,2
1,N,1,1,N,3,14,1,N,2
2,1,6,2,7,9,48,1,N,2
2,6,9,2,0,4,15,1,N,2
2,1,1,1,0,9,57,1,N,2
1,6,1,2,6,9,26,1,N,2
1,6,2,1,3,5,36,1,N,2
1,6,2,1,1,5,18,1,N,2
2,4,6,2,9,10,64,1,N,2
2,6,2,2,4,7,21,1,N,2
2,1,2,2,2,6,35,1,N,2
2,6,1,1,6,9,66,1,N,2
1,1,1,2,8,11,49,1,N,2
2,N,3,1,N,2,7,1,N,2
2,5,6,1,3,7,62,1,N,2
2,4,2,1,5,6,55,1,N,2
2,1,6,1,9,10,64,1,N,2
2,1,1,1,8,10,63,1,N,2
2,6,2,1,1,7,62,1,N,2
2,1,1,1,1,7,47,1,N,2
1,1,1,1,9,7,57,1,N,2
1,6,1,2,0,4,15,1,N,2
1,1,1,2,9,9,47,1,N,2
2,1,1,2,6,9,38,1,N,2
2,N,2,2,N,2,4,1,N,2
2,N,1,1,N,3,14,1,N,2
2,6,2,2,8,4,56,1,N,2
2,4,1,1,7,5,67,1,N,2
1,6,9,1,6,9,29,1,N,2
1,4,1,2,8,5,48,1,N,2
2,6,1,1,7,10,24,1,N,2
1,6,8,2,0,5,21,1,N,2
2,1,2,1,4,8,62,1,N,2
1,6,1,2,1,7,20,1,N,2
2,N,1,2,N,N,1,1,N,2
2,6,2,2,7,9,26,1,N,2
2,6,1,1,6,9,24,1,N,2
2,6,1,1,6,7,55,1,N,2
2,6,2,2,0,5,51,1,N,1
1,6,6,1,5,3,55,1,N,2
1,6,1,2,9,9,33,1,N,2
2,1,3,1,7,7,53,1,N,2
2,6,1,2,8,11,26,1,N,2
2,4,1,2,7,10,35,1,N,2
1,6,2,0,1,5,26,2,N,2
2,6,1,1,8,9,29,1,N,2
1,6,1,0,4,7,27,3,N,2
2,1,1,1,6,9,32,1,N,2
1,6,2,1,0,4,31,1,N,2
2,1,2,1,7,10,64,1,N,2
1,4,2,0,7,10,59,2,N,2
2,4,3,2,4,4,57,1,N,1
2,3,1,1,2,5,83,1,N,2
2,1,1,1,5,5,60,1,N,2
1,N,1,2,N,3,13,1,N,2
2,1,1,1,7,10,71,1,N,2
1,6,1,2,8,10,70,1,N,2
2,6,9,2,7,8,40,1,N,2
1,1,1,1,6,7,64,1,N,2
1,N,2,2,N,2,6,1,N,2
1,N,6,1,N,2,7,1,2,2
1,6,1,1,0,4,17,1,N,2
2,4,2,1,4,5,74,1,N,2
1,6,2,2,1,5,22,1,N,2
1,2,2,2,5,9,45,1,N,2
1,1,2,1,9,9,55,1,N,2
1,4,1,1,9,9,71,1,N,2
2,4,8,2,3,3,47,1,N,2
1,2,1,2,5,4,21,1,N,2
1,1,6,1,3,3,81,1,N,2
2,N,6,1,N,3,9,1,N,2
2,1,2,2,0,4,57,1,N,2
2,6,1,1,1,4,18,1,N,2
1,1,1,1,9,7,76,1,N,2
2,1,1,1,3,5,75,1,N,2
2,1,6,1,3,10,74,1,N,2
1,N,1,1,N,3,14,1,N,2
2,N,6,2,N,3,11,1,N,2
1,1,1,1,8,10,35,1,N,2
2,6,2,0,0,7,19,3,N,2
2,6,1,1,3,9,58,1,N,2
2,1,1,1,5,9,67,1,N,2
2,6,1,2,8,9,27,1,N,2
2,6,2,2,6,5,56,1,N,2
1,6,1,2,0,5,54,1,N,2
1,6,1,2,0,4,16,1,N,2
1,1,3,1,1,7,67,1,N,1
1,6,1,1,0,4,17,1,N,2
1,6,2,1,2,7,30,1,N,2
2,N,2,2,N,N,2,1,N,2
1,N,2,1,N,2,7,1,N,2
1,3,2,2,3,8,71,1,N,2
2,1,1,1,9,5,55,1,N,2
1,1,1,1,8,7,79,1,N,2
1,1,1,1,0,5,51,1,N,2
2,5,8,2,4,4,32,1,N,2
2,6,2,2,4,5,59,1,N,2
2,6,1,1,9,9,53,1,N,2
1,1,1,1,9,9,36,1,N,2
1,3,6,1,6,3,82,1,N,2
2,5,9,2,9,8,40,1,N,2
2,6,2,2,2,7,43,1,N,2
2,4,6,2,9,5,51,1,N,2
2,1,1,1,0,5,63,1,N,2
2,1,3,1,1,5,33,1,N,2
2,1,1,2,6,7,34,1,N,2
2,6,2,1,4,8,43,1,N,2
1,6,1,2,0,6,25,1,N,2
1,1,1,1,9,9,37,1,N,2
1,6,1,2,8,9,26,1,N,2
1,1,1,1,9,7,57,1,N,2
1,6,1,0,0,5,27,3,N,2
1,1,1,1,9,9,77,1,N,2
1,1,5,1,9,12,51,1,N,2
1,4,2,2,3,4,62,1,N,2
2,1,1,1,7,7,38,1,N,2
2,6,1,2,3,7,24,1,N,2
1,6,1,1,7,10,63,1,N,2
1,6,1,2,8,9,26,1,N,2
2,1,1,2,9,9,30,1,N,2
1,6,2,0,0,7,18,3,N,2
2,1,1,1,9,10,63,1,N,2
2,6,1,2,2,5,18,1,N,2
1,6,1,2,3,10,28,1,N,2
1,N,1,1,N,3,12,1,N,2
1,6,2,1,0,4,54,1,N,2
2,6,2,2,4,7,31,1,N,2
2,5,8,2,4,8,51,1,N,2
2,1,6,1,7,10,43,1,N,2
2,1,1,1,1,9,63,1,N,2
1,1,1,1,4,5,75,1,N,2
1,N,3,1,N,3,10,1,N,2
2,6,1,2,1,9,24,1,N,2
1,N,1,2,N,3,10,1,N,2
1,N,2,2,N,3,12,1,N,2
1,N,2,2,N,3,10,1,N,2
1,1,1,1,0,7,69,1,N,2
1,N,2,1,N,N,0,1,N,2
1,6,2,1,0,8,59,1,N,2
1,N,1,1,N,3,8,1,N,2
1,1,8,1,5,4,41,1,N,2
2,4,8,1,4,5,59,1,N,2
2,1,1,1,5,5,37,1,N,2
2,1,1,1,7,7,63,1,N,2
2,N,1,1,N,3,8,1,N,2
2,N,1,1,N,3,14,1,N,2
2,1,1,1,3,5,51,1,N,2
1,1,1,1,5,10,52,1,N,2
1,N,1,1,N,3,13,1,N,2
1,1,6,1,0,9,80,1,N,2
2,6,2,2,0,4,18,1,N,2
2,1,1,1,8,10,51,1,N,2
1,1,1,1,9,9,72,1,N,2
2,6,2,1,7,9,57,1,N,2
2,6,2,2,6,10,65,1,N,2
1,6,1,2,2,3,47,1,N,2
2,1,2,1,5,9,34,1,N,2
1,1,1,1,6,9,67,1,N,2
