PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02102,36,2,1,0,1,1,3,1,2,450.9,7870,11,9,64600.0,7,492,N,2,2,2,2,55,54,5880
48-02507,88,1,1,0,1,0,2,1,1,3731.1,N,N,9,54700.0,7,501,N,2,2,2,2,135,134,5714
48-02102,82,2,3,0,1,1,4,1,1,450.9,N,N,5,221300.0,4,135,N,2,1,2,2,64,83,6201
48-02507,0,1,N,0,1,3,5,1,1,3731.1,9870,9,12,980.0,9,357,N,N,N,2,2,17,15,8419
48-02102,11,2,6,0,1,2,4,1,1,450.9,9920,9,3,-1300.0,0,468,N,2,2,2,2,41,46,5646
48-02102,86,1,1,0,1,0,3,1,1,450.9,4070,5,5,40700.0,6,287,N,2,2,2,1,36,36,3335
48-02507,62,1,1,0,1,0,2,1,1,3731.1,4990,1,9,23500.0,9,501,N,2,2,2,2,109,110,4270
48-02516,35,2,1,0,9,2,4,1,1,1338.4,9380,15,8,3800.0,5,277,N,2,2,2,2,255,255,6200
48-02102,68,2,1,0,1,0,2,1,1,450.9,9370,15,7,169000.0,3,53,N,2,1,2,2,13,13,889
48-02516,81,2,1,0,1,0,2,1,1,1338.4,N,N,8,58520.0,7,501,N,2,2,2,2,115,115,6399
48-02102,24,2,1,0,1,0,5,1,1,450.9,7980,11,8,-1300.0,0,499,N,2,2,2,2,78,72,5373
48-02516,55,1,1,1,1,0,2,1,1,1338.4,7770,3,5,56310.0,7,501,N,2,2,2,2,63,62,2068
48-02515,45,1,6,2,2,1,2,1,1,2134.8,5470,6,4,33500.0,5,288,N,2,2,2,2,143,85,751
48-02515,27,1,6,0,2,1,2,1,2,2134.8,6470,7,7,246700.0,4,187,N,2,2,2,2,258,205,3011
48-02101,33,1,1,0,1,2,4,1,1,357.4,3790,4,4,54900.0,6,469,N,2,2,2,2,259,257,2844
48-02102,78,2,1,0,1,0,2,1,1,450.9,7190,9,5,70400.0,7,53,N,2,1,2,2,54,52,5859
48-02101,68,1,1,0,1,0,2,1,1,357.4,7370,1,10,159040.0,2,15,N,2,1,2,2,49,49,3876
48-02510,11,1,N,4,9,2,4,1,1,3092.4,9920,9,2,9900.0,9,5,N,2,2,2,2,99,100,9028
48-02101,48,1,4,0,2,0,N,1,1,357.4,9870,15,6,-1300.0,0,0,N,2,2,2,2,132,130,621
48-02515,70,1,1,0,1,0,2,1,1,2134.8,7970,11,12,1400.0,9,52,N,2,2,2,2,81,81,2304
48-02507,17,1,6,0,1,1,3,1,1,3731.1,9570,15,4,79200.0,1,500,N,1,2,2,2,28,26,1397
48-02515,63,2,4,0,1,0,N,1,1,2134.8,3680,4,7,71100.0,8,501,N,2,2,2,2,45,46,6189
48-02515,36,1,6,0,1,1,2,1,1,2134.8,1490,3,5,74500.0,7,440,N,2,2,2,2,82,82,2037
48-02101,27,2,1,0,1,2,4,1,1,357.4,7780,10,8,-1300.0,0,499,N,2,2,2,2,93,92,3788
48-02510,63,2,1,0,1,0,2,1,1,3092.4,7870,11,10,47140.0,6,501,N,2,2,2,2,42,40,2363
48-02516,71,2,4,0,1,0,2,1,1,1338.4,7370,10,7,4260.0,6,362,N,2,2,2,2,36,35,1703
48-02101,14,1,6,0,1,2,4,1,1,357.4,8590,13,3,21500.0,0,5,N,2,2,2,2,104,118,804
48-02507,76,2,3,0,1,0,N,1,1,3731.1,9920,9,8,83600.0,7,5,N,2,2,2,2,56,56,5627
48-02102,13,1,6,1,1,2,4,1,1,450.9,9920,9,3,-1300.0,0,137,N,2,2,2,2,325,374,1121
48-02101,37,1,1,0,1,0,2,1,1,357.4,7280,10,9,53900.0,7,501,N,2,2,2,1,54,53,1965
48-02102,42,1,1,0,1,1,5,1,2,450.9,7071,9,5,69000.0,8,298,N,2,2,2,2,108,107,3532
48-02510,3,1,N,0,9,1,3,1,2,3092.4,N,N,N,N,N,165,N,N,N,2,2,99,72,7920
48-02101,30,2,1,0,1,2,4,1,2,357.4,4890,5,3,10400.0,0,202,N,2,2,2,2,21,21,553
48-02507,5,1,N,1,1,2,4,1,1,3731.1,N,N,1,N,N,160,N,2,2,2,2,42,49,7903
48-02507,44,1,1,0,1,1,5,1,1,3731.1,7270,1,1,13200.0,8,5,N,2,2,2,2,49,50,651
48-02510,13,1,N,0,9,2,3,1,2,3092.4,N,N,3,N,N,339,N,2,2,2,2,69,67,9275
48-02510,57,2,1,0,1,0,3,1,1,3092.4,N,N,7,10000.0,0,332,N,2,2,2,2,191,189,4470
48-02102,4,2,N,0,1,3,5,1,1,450.9,N,N,1,N,N,208,N,N,N,2,2,18,17,9135
48-02515,60,1,3,0,1,0,N,1,1,2134.8,9080,14,4,39400.0,5,303,N,2,2,2,2,41,41,5395
48-02101,55,2,4,0,1,0,3,1,1,357.4,N,N,5,259600.0,1,501,N,1,1,2,2,34,33,6967
48-02507,44,2,4,0,2,0,3,1,1,3731.1,7880,11,2,-400.0,1,71,N,2,2,2,2,73,65,260
48-02515,30,1,1,1,1,1,3,1,1,2134.8,1490,3,6,32100.0,4,163,N,2,2,2,2,50,50,2410
48-02507,58,1,1,0,1,0,3,1,1,3731.1,8790,14,4,-1300.0,1,309,N,2,2,1,2,101,90,991
48-02507,29,1,6,0,1,0,3,1,1,3731.1,8680,14,5,10000.0,0,269,N,2,2,2,2,140,113,2882
48-02102,58,2,1,0,1,0,2,1,1,450.9,7570,1,4,14000.0,8,500,N,2,2,2,2,108,108,1097
48-02101,48,2,1,0,1,0,4,1,1,357.4,6880,9,7,41100.0,6,501,N,2,2,2,2,109,96,3210
48-02510,61,1,1,0,1,0,2,1,1,3092.4,9920,9,8,78000.0,7,499,N,2,2,2,2,33,33,3166
48-02515,45,1,1,0,1,3,5,1,1,2134.8,7071,9,9,36020.0,9,501,N,2,2,2,2,13,13,612
48-02515,58,2,1,0,1,0,2,1,1,2134.8,N,N,9,102100.0,9,52,N,2,2,2,2,15,16,6937
48-02102,76,2,4,0,1,0,N,1,1,450.9,9920,9,6,483000.0,6,40,N,2,2,2,2,7,6,4973
48-02101,56,1,1,0,1,0,4,1,1,357.4,5180,6,7,34800.0,5,167,N,2,2,2,2,59,60,2908
48-02507,47,2,4,0,6,0,N,1,2,3731.1,4971,5,8,1500.0,2,105,N,2,2,2,2,29,29,4233
48-02516,29,2,1,1,1,3,5,1,1,1338.4,8080,11,8,47700.0,6,480,N,2,2,2,2,180,156,682
48-02101,54,1,4,0,1,0,2,1,1,357.4,5790,6,8,56700.0,6,339,N,2,2,2,2,83,83,4993
48-02101,3,2,N,0,2,2,3,1,2,357.4,N,N,N,N,N,212,N,N,N,2,2,96,136,8740
48-02510,75,2,1,0,1,0,2,1,1,3092.4,9920,9,6,15000.0,2,355,N,2,1,1,2,97,94,2888
48-02101,62,2,3,0,1,0,N,1,1,357.4,8564,13,7,59000.0,2,418,N,2,2,2,2,71,72,6739
48-02515,15,1,6,0,2,2,5,1,1,2134.8,9920,9,3,-400.0,0,410,N,2,2,2,2,79,64,1190
48-02102,36,1,1,0,1,3,5,1,1,450.9,7790,10,8,54000.0,6,196,N,2,2,2,2,18,14,6564
48-02507,66,1,4,0,1,0,N,1,1,3731.1,N,N,5,280010.0,5,21,N,2,1,2,2,28,30,3060
48-02101,75,1,1,0,1,0,2,1,1,357.4,N,N,9,50900.0,7,501,N,2,2,2,2,40,53,1753
48-02515,66,1,1,0,1,0,2,1,1,2134.8,1180,3,4,79200.0,7,500,N,2,2,2,1,63,66,5307
48-02102,62,2,4,0,1,N,N,3,0,450.9,9920,9,3,518000.0,0,298,N,1,1,1,1,29,0,177
48-02516,12,2,N,1,1,11,13,1,1,1338.4,9920,9,2,99000.0,9,191,N,2,2,2,2,82,67,7485
48-02101,45,2,6,0,1,N,N,3,0,357.4,9920,9,5,109800.0,2,83,N,1,2,2,2,29,0,19
48-02102,68,1,1,0,1,0,5,1,1,450.9,4280,5,4,26650.0,5,249,N,2,2,2,2,7,7,6344
48-02102,65,1,4,0,1,0,N,1,1,450.9,7690,2,6,44800.0,5,369,N,2,2,2,2,98,97,2434
48-02101,17,1,6,0,1,3,4,1,2,357.4,8680,14,4,50100.0,2,227,N,2,2,2,2,44,50,6840
48-02101,7,2,N,1,1,4,7,1,1,357.4,N,N,3,N,N,52,N,2,2,2,2,56,60,9130
48-02515,41,2,1,0,1,3,5,1,1,2134.8,8562,13,9,101000.0,0,52,N,2,2,2,2,56,59,2619
48-02516,63,1,1,0,1,0,2,1,1,1338.4,7072,9,7,81050.0,8,469,N,1,1,2,2,83,83,5595
48-02101,25,2,1,1,1,0,4,1,1,357.4,7880,11,8,-6300.0,2,197,N,2,2,2,2,186,186,5161
48-02101,69,2,4,0,9,3,6,1,1,357.4,N,N,7,95000.0,2,300,N,2,2,2,2,176,123,5365
48-02507,79,2,3,0,1,0,2,1,1,3731.1,7970,11,8,278000.0,4,317,N,2,2,2,2,53,53,2442
48-02515,12,2,N,0,1,2,4,1,1,2134.8,N,N,3,N,N,501,N,2,2,2,2,50,56,8900
48-02515,30,2,6,0,1,2,8,1,1,2134.8,8590,13,3,-1300.0,0,233,N,2,2,2,2,47,29,3667
48-02515,5,1,N,0,1,1,2,1,1,2134.8,N,N,1,N,N,52,N,N,N,2,2,42,33,8204
48-02510,63,2,1,0,1,0,3,1,1,3092.4,6970,9,10,111210.0,9,501,N,2,2,2,2,52,50,6675
48-02516,65,1,1,0,1,0,2,1,1,1338.4,7680,2,7,57600.0,6,500,N,2,2,2,2,65,68,2587
48-02516,34,2,1,0,1,2,4,1,1,1338.4,7380,1,8,29004.0,0,5,N,2,2,2,2,239,238,7303
48-02102,49,1,6,0,1,1,2,1,1,450.9,7780,3,9,87500.0,8,501,N,2,2,2,2,88,66,3922
48-02101,4,2,N,4,1,2,4,1,1,357.4,9920,9,12,98400.0,9,254,N,2,2,2,2,75,77,7959
48-02510,46,1,1,0,1,2,4,1,1,3092.4,6280,7,9,215000.0,9,52,N,2,2,2,2,61,60,5815
48-02510,5,1,N,0,1,2,6,1,1,3092.4,9920,9,2,98300.0,9,499,N,1,2,2,2,83,78,7914
48-02515,64,2,1,0,1,0,2,1,1,2134.8,N,N,9,10760.0,9,57,N,2,2,2,2,21,25,7704
48-02510,68,1,4,1,1,0,N,1,2,3092.4,7790,10,8,45000.0,5,370,N,2,2,2,2,97,97,6721
48-02515,22,2,6,2,1,1,2,1,2,2134.8,5381,5,4,246700.0,3,186,N,2,2,1,2,92,95,4629
48-02515,11,1,N,0,1,0,3,1,2,2134.8,9920,9,2,99060.0,9,63,N,2,2,2,2,149,131,8766
48-02102,42,1,6,1,1,0,3,1,1,450.9,7860,11,8,41100.0,6,334,N,2,2,2,2,101,59,6072
48-02515,43,1,1,0,1,2,4,1,1,2134.8,6870,8,10,141500.0,8,500,N,2,2,2,2,19,19,3728
48-02101,36,2,1,0,1,0,5,1,1,357.4,770,10,1,47100.0,6,359,N,2,2,2,2,53,28,5197
48-02102,19,1,6,1,1,N,N,2,0,450.9,9920,9,4,-1300.0,0,89,N,2,2,2,2,40,0,0
48-02507,49,2,1,0,6,1,3,1,1,3731.1,8670,13,4,15000.0,8,500,N,2,2,2,2,46,72,2784
48-02507,15,2,6,0,6,1,4,1,1,3731.1,9920,9,3,-1300.0,0,465,N,2,2,2,2,112,79,5913
48-02515,55,1,1,1,1,0,3,1,2,2134.8,4390,4,4,344000.0,4,333,N,2,2,2,2,309,310,2642
48-02102,44,1,1,0,1,4,6,1,1,450.9,590,6,6,10.0,8,500,N,2,2,2,2,126,112,5624
48-02510,14,2,6,0,1,5,7,1,1,3092.4,8660,13,3,41100.0,1,233,N,2,2,2,2,82,66,3743
48-02507,49,2,2,0,6,0,2,1,1,3731.1,5080,5,6,46340.0,6,282,N,2,2,2,2,167,169,1078
48-02515,16,1,6,0,1,0,6,1,1,2134.8,N,N,4,100004.0,0,427,N,2,2,2,2,17,17,2957
48-02101,22,2,1,0,1,3,5,1,1,357.4,7970,11,8,-1300.0,0,215,N,2,2,2,2,81,81,4687
48-02101,34,2,1,0,2,3,6,1,1,357.4,7890,11,6,5100.0,6,442,N,2,2,2,2,115,134,5479
48-02510,32,2,1,0,1,1,3,1,1,3092.4,6880,8,7,80.0,7,500,N,2,2,2,2,61,55,5293
48-02102,31,1,2,1,1,0,4,1,1,450.9,7680,2,4,78200.0,7,500,N,2,2,2,2,188,189,5844
48-02516,36,1,6,0,1,0,5,1,1,1338.4,8470,13,6,374000.0,5,500,N,2,2,2,2,116,75,5853
48-02516,56,1,1,1,1,0,4,1,2,1338.4,9570,15,7,7750.0,7,500,4,2,2,2,2,196,197,3918
48-02516,5,1,N,0,1,3,5,1,1,1338.4,9920,9,12,9900.0,9,166,N,2,2,2,2,71,109,8180
48-02516,56,1,1,0,1,0,2,1,1,1338.4,4680,5,8,8604.0,7,5,N,2,2,2,2,14,11,3110
48-02102,64,1,1,0,1,0,2,1,1,450.9,7860,11,10,11100.0,9,501,3,2,2,2,1,35,35,4151
48-02516,11,2,N,1,1,2,4,1,2,1338.4,9920,9,2,9900.0,9,192,N,2,2,1,2,20,17,8135
48-02515,25,1,6,0,1,0,N,1,2,2134.8,N,N,9,0.0,0,0,N,2,2,2,2,267,173,7498
48-02507,63,2,1,0,2,0,2,1,1,3731.1,N,N,8,109000.0,3,501,N,2,2,2,2,58,66,6558
48-02101,78,2,3,0,1,0,4,1,1,357.4,N,N,9,69270.0,7,271,N,2,2,2,2,28,29,1154
48-02510,6,2,N,0,1,3,5,1,1,3092.4,N,N,2,N,N,212,N,2,2,2,2,84,67,8599
48-02101,68,2,4,0,1,0,N,1,1,357.4,N,N,7,30220.0,5,248,N,2,2,2,2,247,247,6720
48-02516,4,1,N,0,1,2,4,1,1,1338.4,9920,9,12,99000.0,9,500,N,1,1,1,2,13,17,9142
48-02101,73,1,1,0,1,0,2,1,1,357.4,6270,6,7,3600.0,5,315,2,1,2,2,2,50,52,1201
48-02102,1,2,N,0,1,6,8,1,2,450.9,N,N,N,N,N,194,N,N,N,2,2,59,67,8151
48-02515,75,2,4,0,1,0,N,1,1,2134.8,N,N,10,122800.0,9,501,N,2,2,2,2,56,56,1570
48-02515,30,1,6,1,1,0,N,1,1,2134.8,7780,3,5,88500.0,8,52,N,2,2,2,2,48,48,6038
48-02507,22,2,6,1,8,0,6,1,1,3731.1,6890,9,7,3350.0,5,52,N,2,2,2,2,49,34,1277
48-02101,5,1,N,1,1,6,7,1,1,357.4,9920,9,2,98510.0,9,328,N,2,2,2,2,112,150,7564
48-02510,38,1,4,0,1,0,2,1,1,3092.4,9290,15,6,64240.0,7,5,N,2,2,2,2,65,65,7087
48-02101,29,1,6,0,1,0,2,1,1,357.4,6480,7,5,500.0,9,52,N,2,2,2,2,138,76,5545
48-02516,65,1,1,0,1,0,2,1,1,1338.4,N,N,9,119000.0,9,501,N,2,2,2,2,80,80,3927
48-02101,67,2,2,0,1,0,2,1,1,357.4,7790,3,5,5200.0,7,384,N,2,2,2,2,532,307,849
48-02510,56,1,1,0,1,1,3,1,1,3092.4,7080,9,9,133800.0,9,56,N,2,2,2,2,89,91,7441
48-02516,54,2,1,0,1,1,3,1,1,1338.4,7890,11,11,8600.0,8,52,N,2,2,2,2,267,268,4555
48-02101,61,1,1,0,1,0,3,1,1,357.4,7680,2,4,5000.0,6,500,N,2,2,2,2,111,113,6567
48-02510,14,1,N,1,2,1,3,1,1,3092.4,N,N,3,N,N,108,N,2,2,2,2,340,285,8122
48-02101,9,2,N,0,1,3,5,1,1,357.4,9920,9,2,98510.0,9,257,N,2,2,2,2,107,119,8875
48-02510,0,2,N,0,1,2,4,1,1,3092.4,9920,9,9,99060.0,9,500,N,N,N,2,2,46,44,7778
48-02102,48,1,2,0,2,N,N,2,0,450.9,6470,7,4,102500.0,0,N,N,2,1,2,2,69,7,425
48-02507,76,1,1,0,1,0,5,1,1,3731.1,N,N,4,2200.0,4,156,N,1,1,1,1,77,79,3706
48-02516,62,2,1,0,1,0,2,1,1,1338.4,N,N,4,59240.0,2,139,N,2,1,2,2,14,14,6958
48-02101,68,1,1,0,1,0,2,1,1,357.4,N,N,8,26700.0,5,385,N,2,2,2,2,50,44,1658
48-02507,72,2,4,0,1,0,N,1,1,3731.1,7590,10,7,226000.0,4,185,N,2,2,2,2,46,46,4874
48-02507,44,2,1,0,1,2,4,1,1,3731.1,7190,1,8,63900.0,7,499,N,2,2,2,2,74,77,235
48-02507,52,2,1,0,1,1,5,1,1,3731.1,N,N,9,0.0,0,440,N,2,2,2,2,197,206,1863
48-02102,71,1,3,0,1,N,N,2,0,450.9,9920,9,6,93400.0,1,89,N,2,2,2,2,12,0,0
48-02510,40,1,6,2,8,3,4,1,1,3092.4,6991,9,10,21300.0,9,501,N,2,2,2,2,82,80,7538
48-02510,53,1,1,0,1,0,3,1,1,3092.4,7190,1,1,12240.0,8,5,N,2,2,2,2,50,45,1761
48-02507,41,2,1,0,2,5,7,1,2,3731.1,7790,10,1,78000.0,7,201,N,2,2,2,2,429,429,3072
48-02515,0,2,N,1,1,1,2,1,2,2134.8,9920,9,9,99200.0,9,180,N,N,N,2,2,124,92,8529
48-02516,43,1,1,0,1,1,3,1,1,1338.4,290,3,6,11000.0,8,499,N,2,2,2,1,168,170,6087
48-02101,77,2,3,0,1,0,N,1,1,357.4,9920,9,4,155020.0,2,124,N,2,2,2,2,39,39,188
48-02510,61,1,1,2,8,0,2,1,1,3092.4,6480,7,6,63900.0,7,52,N,2,2,2,2,58,59,1762
48-02510,73,2,4,0,1,0,N,1,1,3092.4,7860,10,1,50150.0,6,415,N,2,2,2,2,47,47,5739
48-02102,15,1,6,0,2,1,3,1,2,450.9,9920,9,3,-1300.0,0,14,N,2,2,2,2,126,118,4834
48-02507,36,1,4,0,1,0,N,1,1,3731.1,7270,1,6,70300.0,7,499,N,2,2,2,2,54,37,1764
48-02510,18,2,N,0,1,0,6,1,1,3092.4,N,N,3,N,N,454,N,2,2,2,2,102,87,9030
48-02102,75,2,1,0,1,0,2,1,1,450.9,9920,9,6,13500.0,2,5,N,2,2,2,2,55,52,5234
48-02102,45,2,1,0,1,2,4,1,2,450.9,7990,11,7,15100.0,3,384,N,2,2,2,2,83,83,5721
48-02101,57,2,1,1,1,0,2,1,1,357.4,7870,11,9,6200.0,7,501,N,2,2,2,2,129,105,5633
48-02516,81,1,1,0,1,0,2,1,1,1338.4,6590,7,3,18300.0,3,15,N,2,2,2,2,16,19,7248
48-02101,34,1,6,1,1,0,6,1,1,357.4,3380,4,4,8800.0,2,333,N,2,2,2,2,151,152,3778
48-02102,34,2,2,0,6,0,6,1,1,450.9,9920,9,4,-400.0,0,0,N,2,2,2,2,135,87,3615
48-02101,30,2,5,0,1,0,3,1,1,357.4,8370,12,8,93000.0,2,501,N,2,2,2,2,159,101,2150
48-02507,38,2,2,0,2,3,4,1,2,3731.1,7770,10,1,55600.0,6,212,N,2,2,2,2,78,78,1540
48-02515,0,2,N,0,1,0,2,1,1,2134.8,9920,9,12,98370.0,9,59,N,N,N,2,2,61,42,8522
48-02510,34,2,4,1,1,0,5,1,1,3092.4,7570,1,6,37500.0,1,500,N,2,2,2,2,86,53,6709
48-02102,18,2,6,0,1,0,3,1,2,450.9,N,N,4,10070.0,0,124,N,2,2,2,2,242,230,4846
48-02101,32,2,2,0,1,1,2,1,1,357.4,7780,10,1,133800.0,2,76,N,2,2,2,2,48,48,1894
48-02102,68,2,1,0,1,0,3,1,1,450.9,6190,6,8,45000.0,6,442,N,2,2,2,2,90,95,2877
48-02101,54,1,1,0,2,0,2,1,1,357.4,7181,9,5,40100.0,6,501,N,2,2,2,2,121,96,545
48-02510,68,1,4,0,1,0,N,1,1,3092.4,9920,9,4,13100.0,2,104,N,2,2,2,2,48,50,3607
48-02101,84,2,3,1,1,0,6,1,1,357.4,N,N,4,112000.0,3,330,N,2,1,2,2,204,150,3721
48-02510,46,1,1,0,1,2,5,1,1,3092.4,570,6,8,46300.0,8,500,N,2,2,2,2,58,54,6208
48-02507,61,1,1,0,1,0,2,1,1,3731.1,770,3,9,307000.0,5,195,N,2,2,2,2,92,84,3609
48-02510,27,2,6,0,1,0,3,1,1,3092.4,8770,14,9,34020.0,5,52,N,2,2,2,2,101,89,2002
48-02516,33,2,1,0,1,3,5,1,1,1338.4,8290,12,10,53480.0,7,420,N,2,2,2,2,88,88,397
48-02510,65,2,1,0,1,0,2,1,1,3092.4,9920,9,6,100200.0,2,220,N,2,1,2,2,51,48,319
48-02102,40,1,1,0,1,2,4,1,1,450.9,9180,15,5,3300.0,5,26,N,2,2,2,2,89,75,5678
48-02516,57,1,1,0,1,1,3,1,1,1338.4,770,3,5,50800.0,7,501,N,2,2,2,2,225,250,4309
48-02101,23,2,6,0,1,0,4,1,1,357.4,8770,14,5,47800.0,2,52,N,2,2,2,2,80,38,5486
48-02516,12,1,N,0,1,5,7,1,1,1338.4,N,N,3,N,N,501,N,2,2,2,2,210,209,8345
48-02515,12,2,N,1,1,2,4,1,2,2134.8,9920,9,2,99800.0,9,388,N,2,2,2,2,108,122,9165
48-02507,62,1,1,0,1,0,2,1,1,3731.1,770,10,9,124400.0,9,501,N,2,2,2,2,61,60,2183
48-02515,18,1,6,0,1,2,4,1,1,2134.8,8660,14,4,93400.0,1,52,N,2,2,2,2,22,29,6483
48-02102,30,2,1,1,1,4,6,1,1,450.9,9920,9,3,-1300.0,0,112,N,2,2,2,2,97,136,2315
48-02515,18,1,6,0,2,N,N,3,0,2134.8,9670,17,5,16500.0,3,N,N,2,2,2,2,163,1,253
48-02510,49,2,1,0,1,0,2,1,2,3092.4,8660,13,5,-2100.0,0,500,N,2,2,2,2,87,80,6940
48-02507,40,1,1,0,1,3,5,1,2,3731.1,7470,10,7,78400.0,8,340,N,2,2,2,2,55,56,3418
48-02102,63,2,1,0,1,0,5,1,1,450.9,6590,7,8,39600.0,5,209,N,2,2,2,2,50,50,3930
48-02101,33,1,6,0,1,0,3,1,1,357.4,7790,3,4,49400.0,2,52,N,2,2,2,2,29,24,5881
48-02510,4,2,N,0,1,0,8,1,1,3092.4,9870,9,2,980.0,9,181,N,1,2,2,2,75,57,7142
48-02516,46,1,1,1,1,1,3,1,1,1338.4,6770,2,8,95730.0,8,501,N,2,2,2,2,158,159,6058
48-02101,11,1,N,0,1,2,4,1,1,357.4,9920,9,2,98370.0,9,65,N,2,2,2,2,80,69,7860
48-02515,27,2,1,1,1,0,2,1,1,2134.8,6780,8,8,7500.0,7,499,N,2,2,2,2,58,41,2045
48-02507,28,2,1,4,1,2,4,1,2,3731.1,9920,9,2,-400.0,0,91,N,2,2,2,2,54,54,7353
48-02515,57,2,4,0,1,0,N,1,2,2134.8,9920,9,6,130100.0,2,0,N,1,2,2,2,74,73,1615
48-02101,16,1,N,0,1,2,4,1,1,357.4,N,N,3,N,N,5,N,2,2,2,2,69,61,9076
48-02516,46,2,1,0,1,2,4,1,1,1338.4,N,N,9,100200.0,0,425,N,2,2,2,2,94,122,6659
48-02101,34,2,1,0,1,0,2,1,1,357.4,8270,12,9,101500.0,9,52,N,2,2,2,2,56,56,2247
