SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,1,1,1,3,0,48-02510,78,0,2,366,3210
2,3,1,1,1,0,48-02101,56,0,N,393,5983
1,6,2,1,0,0,48-02515,13,2,5,400,1059
1,1,1,1,7,0,48-02102,40,3,5,219,6941
1,4,1,1,5,0,48-02507,64,0,N,20,2856
1,1,1,1,6,0,48-02101,70,0,2,5,1414
1,1,1,1,8,0,48-02515,68,0,2,501,5514
2,4,1,0,0,0,48-02102,54,N,N,252,0
2,N,1,1,9,1,48-02516,10,11,13,178,7275
2,6,1,0,2,0,48-02101,45,N,N,83,41
1,1,1,1,5,0,48-02102,71,0,5,265,6674
1,4,1,1,5,0,48-02102,62,0,N,359,2228
1,6,1,2,2,0,48-02101,20,3,4,251,7212
2,N,1,1,9,1,48-02101,5,4,7,500,8850
2,1,1,1,0,0,48-02515,39,3,5,501,2475
1,1,1,1,8,0,48-02516,66,0,2,475,5857
2,1,1,1,2,1,48-02101,24,0,4,191,5043
2,4,9,1,2,0,48-02101,71,3,6,31,5527
2,3,1,1,4,0,48-02507,75,0,2,299,2158
2,N,1,1,N,0,48-02515,12,2,4,501,8906
2,6,1,1,0,0,48-02515,29,2,8,223,3490
1,N,1,1,N,0,48-02515,4,1,2,501,7928
2,1,1,1,9,0,48-02510,64,0,3,501,6759
1,1,1,1,6,0,48-02516,59,0,2,499,2011
2,1,1,1,0,0,48-02516,35,2,4,500,7401
1,6,1,1,7,0,48-02102,45,1,2,500,3506
2,N,1,1,9,4,48-02101,5,2,4,275,8124
1,1,1,1,8,0,48-02510,42,2,4,500,5325
1,N,1,1,N,0,48-02510,13,2,6,53,8497
2,1,1,1,9,0,48-02515,54,0,2,501,6432
1,4,1,2,6,1,48-02510,73,0,N,389,7123
2,6,1,2,3,2,48-02515,22,1,2,184,4581
1,N,1,2,N,0,48-02515,14,0,3,7,8962
1,6,1,1,6,1,48-02102,46,0,3,361,6530
1,1,1,1,8,0,48-02515,44,2,4,500,3802
2,1,1,1,7,0,48-02101,42,0,5,388,5951
1,6,1,0,0,1,48-02102,21,N,N,93,0
2,1,6,1,8,0,48-02507,47,1,3,500,2506
2,6,6,1,0,0,48-02507,17,1,4,472,6205
1,1,1,2,4,1,48-02515,55,0,3,335,2677
1,1,1,1,9,0,48-02102,46,4,6,501,5908
2,6,1,1,2,0,48-02510,21,5,7,290,4858
2,2,6,1,7,0,48-02507,55,0,2,32,1400
1,6,1,1,0,0,48-02515,14,0,6,414,2605
2,1,1,1,0,0,48-02101,25,3,5,235,5053
2,1,2,1,7,0,48-02101,37,3,6,450,5799
2,1,1,1,8,0,48-02510,36,1,3,52,5689
1,2,1,1,7,1,48-02102,31,0,4,500,5854
1,6,1,1,5,0,48-02516,31,0,5,499,5321
1,1,1,2,7,1,48-02516,55,0,4,500,3823
1,N,1,1,N,0,48-02516,10,3,5,220,8715
1,1,1,1,8,0,48-02516,62,0,2,52,3682
1,1,1,1,9,0,48-02102,63,0,2,501,4137
2,N,1,2,N,1,48-02516,13,2,4,210,8319
1,6,1,2,0,0,48-02515,24,0,N,0,7477
2,1,2,1,2,0,48-02507,62,0,2,500,6500
2,3,1,1,7,0,48-02101,73,0,4,248,934
2,N,1,1,N,0,48-02510,9,3,5,246,8912
2,4,1,1,4,0,48-02101,63,0,N,223,6343
1,N,1,1,N,0,48-02516,9,2,4,56,9275
1,1,1,1,5,0,48-02101,75,0,2,326,1364
2,N,1,2,N,0,48-02102,2,6,8,2,8205
2,4,1,1,8,0,48-02515,68,0,N,499,1070
1,6,1,1,7,1,48-02515,27,0,N,500,5618
2,6,8,1,5,1,48-02507,22,0,6,52,1293
1,N,1,1,9,1,48-02101,4,6,7,316,7401
1,4,1,1,8,0,48-02510,45,0,2,52,7772
1,6,1,1,8,0,48-02101,25,0,2,5,5008
1,1,1,1,8,0,48-02516,55,0,2,498,2962
2,2,1,1,7,0,48-02101,68,0,2,388,904
1,1,1,1,9,0,48-02510,50,1,3,501,6735
2,1,1,1,7,0,48-02516,40,1,3,498,3201
1,1,1,1,7,0,48-02101,65,0,3,501,6886
1,N,2,1,N,1,48-02510,14,1,3,109,8154
2,N,1,1,N,0,48-02101,12,3,5,282,9082
2,N,1,1,9,0,48-02510,0,2,4,500,7858
1,2,2,0,0,0,48-02102,50,N,N,N,531
1,1,1,1,3,0,48-02507,70,0,5,140,3196
2,1,1,1,1,0,48-02516,59,0,2,129,6697
1,1,1,1,5,0,48-02101,69,0,2,388,1725
2,4,1,1,3,0,48-02507,65,0,N,154,4223
2,1,1,1,8,0,48-02507,50,2,4,501,532
2,1,1,1,0,0,48-02507,50,1,5,436,1713
1,3,1,0,1,0,48-02102,74,N,N,94,3
1,6,8,1,8,2,48-02510,38,3,4,500,7322
1,1,1,1,8,0,48-02510,56,0,3,500,2006
2,1,2,2,8,0,48-02507,47,5,7,239,3923
2,N,1,2,N,1,48-02515,2,1,2,204,8775
1,1,1,1,9,0,48-02516,49,1,3,501,6598
2,3,1,1,2,0,48-02101,74,0,N,116,55
1,1,8,1,7,2,48-02510,61,0,2,52,1777
2,4,1,1,6,0,48-02510,70,0,N,406,5496
1,6,2,2,0,0,48-02102,18,1,3,151,5212
1,4,1,1,8,0,48-02507,41,0,N,501,2280
2,N,1,1,9,0,48-02510,11,0,6,424,8454
2,1,1,1,2,0,48-02102,79,0,2,500,5607
2,1,1,2,3,0,48-02102,42,2,4,370,5338
2,1,1,1,7,1,48-02101,59,0,2,52,5816
1,1,1,1,3,0,48-02516,78,0,2,143,7083
1,6,1,1,2,1,48-02101,31,0,6,309,3274
2,2,6,1,0,0,48-02102,38,0,6,110,4110
2,5,1,1,2,0,48-02101,30,0,3,52,2165
2,2,2,2,6,0,48-02507,39,3,4,223,1712
2,N,1,1,N,0,48-02515,3,0,2,60,8862
2,4,1,1,1,1,48-02510,29,0,5,499,6271
2,6,1,2,0,0,48-02102,15,0,3,11,4356
2,2,1,1,3,0,48-02101,40,1,2,9,2606
2,1,1,1,6,0,48-02102,65,0,3,430,2633
1,1,2,1,6,0,48-02101,54,0,2,501,541
1,4,1,1,2,0,48-02510,66,0,N,0,3383
2,3,1,1,3,1,48-02101,77,0,6,298,3009
1,1,1,1,8,0,48-02510,48,2,5,500,6402
1,1,1,1,5,0,48-02507,64,0,2,21,3906
2,6,1,1,4,0,48-02510,22,0,3,500,1548
2,1,1,1,6,0,48-02516,29,3,5,401,130
2,1,1,1,2,0,48-02510,70,0,2,240,507
1,1,1,1,5,0,48-02102,40,2,4,259,5675
1,1,1,1,7,0,48-02516,60,1,3,52,4637
2,6,1,1,2,0,48-02101,21,0,4,501,5222
1,N,1,1,9,0,48-02516,10,5,7,500,8199
2,N,1,2,9,1,48-02515,9,2,4,369,8917
1,1,1,1,9,0,48-02507,64,0,2,52,2411
1,6,1,1,0,0,48-02515,15,2,4,5,5810
2,1,1,1,0,1,48-02102,32,4,6,120,2516
1,6,2,0,2,0,48-02515,15,N,N,93,0
2,1,1,2,0,0,48-02510,53,0,2,52,7252
1,1,1,2,7,0,48-02507,36,3,5,312,2847
2,1,1,1,5,0,48-02102,62,0,5,203,3814
1,6,1,1,1,0,48-02101,28,0,3,500,5316
2,N,1,1,N,0,48-02510,9,0,8,220,7790
1,1,1,1,8,1,48-02516,50,1,3,53,6460
1,N,1,1,9,0,48-02101,13,2,4,70,8031
2,1,1,1,7,1,48-02515,28,0,2,5,2121
2,1,1,2,0,4,48-02507,30,2,4,97,7588
2,4,1,2,2,0,48-02515,57,0,N,0,1625
1,N,1,1,N,0,48-02101,13,2,4,499,8911
2,1,1,1,0,0,48-02516,41,2,4,403,6022
2,1,1,1,8,0,48-02101,31,0,2,500,1971
2,N,8,1,N,1,48-02507,8,3,5,148,8932
1,4,1,1,6,0,48-02515,35,1,2,346,6844
2,5,1,1,7,0,48-02510,47,0,N,498,1688
2,6,1,1,1,0,48-02101,20,0,5,500,1930
2,6,1,1,0,1,48-02515,17,2,5,135,5026
1,4,1,1,4,0,48-02102,54,0,N,212,93
2,4,1,1,4,0,48-02102,61,0,2,255,1718
2,1,1,1,8,0,48-02510,77,0,2,52,4453
1,6,1,2,5,0,48-02516,25,0,N,329,3453
2,1,1,1,9,0,48-02102,33,1,3,501,4548
1,1,1,1,8,0,48-02507,52,0,3,5,2224
1,1,1,1,8,0,48-02507,53,2,4,395,6026
1,N,9,1,N,0,48-02102,8,2,7,284,8547
1,4,1,1,5,0,48-02102,48,0,2,379,1057
2,4,1,1,5,0,48-02516,44,1,2,208,4294
1,1,1,1,7,0,48-02510,72,0,2,500,1197
2,1,6,1,3,0,48-02515,59,0,2,5,6292
1,1,1,1,5,0,48-02101,77,0,3,500,3626
2,1,1,1,7,0,48-02101,30,1,3,317,5450
1,1,1,1,8,1,48-02516,26,0,2,500,1528
2,1,1,1,0,1,48-02101,44,2,4,97,1945
2,1,1,1,5,0,48-02507,52,0,2,449,4123
2,1,1,1,1,0,48-02507,81,0,2,316,3171
2,N,1,1,N,0,48-02507,15,3,5,56,9114
1,1,1,1,5,0,48-02101,66,0,3,353,7534
1,6,2,1,0,0,48-02101,18,0,6,154,6450
2,N,1,2,N,1,48-02510,13,1,3,456,8549
2,6,1,2,0,0,48-02102,23,2,3,202,611
2,4,1,2,3,0,48-02507,88,0,N,142,5459
1,6,1,2,0,2,48-02507,18,3,6,460,5909
1,N,1,1,N,0,48-02102,12,3,7,199,8944
1,1,1,1,3,0,48-02510,60,0,5,254,3129
1,5,2,1,4,0,48-02510,30,0,4,324,2280
2,6,9,1,0,0,48-02101,18,0,4,265,1098
2,6,1,0,1,1,48-02515,53,N,N,N,341
1,N,1,2,9,0,48-02102,9,2,5,376,8608
2,1,1,2,4,0,48-02515,24,0,2,500,6140
2,1,1,1,7,0,48-02101,46,0,2,475,7427
1,6,1,2,6,0,48-02515,16,0,N,433,1789
2,1,1,1,6,0,48-02515,56,0,2,499,4890
1,6,2,1,0,0,48-02102,16,0,4,501,606
2,1,1,1,6,0,48-02515,24,0,2,499,3932
1,N,8,1,N,1,48-02507,0,4,5,84,9085
1,N,1,2,9,0,48-02101,3,3,5,172,7930
1,4,1,1,7,1,48-02102,52,0,3,277,3298
1,N,1,1,N,1,48-02101,2,2,4,83,8997
1,5,1,2,8,0,48-02516,40,1,2,404,2227
1,N,1,1,N,0,48-02516,7,2,4,338,8919
2,N,1,1,9,0,48-02101,0,1,3,278,8487
1,1,1,1,8,0,48-02101,70,0,2,52,7702
2,1,1,1,2,0,48-02102,60,0,2,5,5574
2,N,1,1,9,0,48-02102,8,0,5,499,7848
1,6,1,1,4,1,48-02101,21,2,3,113,2389
2,N,1,1,N,1,48-02101,12,4,5,302,8288
2,1,1,1,9,0,48-02102,44,4,6,52,6147
2,6,1,0,2,0,48-02101,16,N,N,96,15
2,6,1,1,0,0,48-02102,16,0,3,288,2922
2,6,1,1,1,0,48-02510,18,1,4,501,1430
1,N,1,1,9,0,48-02102,4,3,5,212,8695
2,2,1,2,8,0,48-02507,59,0,2,5,3892
1,1,1,1,5,0,48-02515,58,0,3,500,4453
2,6,1,2,1,0,48-02516,18,0,4,142,5782
2,1,1,1,8,0,48-02101,57,0,2,52,3789
1,6,1,1,5,0,48-02516,20,0,2,501,1272
1,N,1,1,9,0,48-02101,8,0,5,286,7507
2,1,1,1,5,0,48-02510,45,2,4,500,1566
2,1,1,1,6,0,48-02516,24,1,3,500,4494
2,4,1,2,2,0,48-02101,57,0,N,82,1624
1,1,6,1,9,0,48-02510,47,0,2,501,917
1,N,1,1,9,0,48-02102,11,2,4,181,7877
2,N,1,2,9,1,48-02102,8,3,4,153,8825
2,N,1,1,N,0,48-02102,7,3,5,52,9086
2,N,6,1,9,0,48-02516,5,2,4,5,8175
2,1,1,1,0,0,48-02510,63,0,2,501,7346
1,6,1,1,5,1,48-02102,19,0,4,5,2567
2,6,1,1,0,0,48-02515,22,0,2,308,841
1,1,1,1,9,0,48-02516,65,0,2,501,3927
2,4,1,1,3,1,48-02516,65,0,3,271,2459
2,6,1,1,0,0,48-02102,13,1,2,184,1058
2,6,1,1,5,0,48-02516,42,0,3,56,974
1,3,1,1,8,0,48-02101,92,0,2,501,6873
2,3,1,0,3,0,48-02510,90,N,N,98,50
2,1,1,1,9,0,48-02510,34,0,2,501,7225
2,1,1,1,0,1,48-02101,52,0,3,455,1281
1,1,1,1,8,0,48-02507,44,1,4,496,833
2,1,6,1,7,0,48-02510,35,2,6,5,694
2,1,1,1,2,0,48-02515,64,0,2,5,5699
2,1,1,1,5,0,48-02101,33,1,3,483,2364
2,4,2,2,3,0,48-02515,75,0,N,N,4287
2,3,2,1,4,0,48-02516,68,0,4,500,5039
1,N,1,2,9,1,48-02515,0,3,5,194,7735
1,2,1,2,8,0,48-02507,32,0,N,501,6810
1,6,1,1,1,0,48-02101,14,2,4,7,2347
1,1,2,1,8,0,48-02515,40,2,5,41,1174
1,6,1,1,8,0,48-02101,32,0,N,53,788
2,1,6,1,8,0,48-02507,48,1,3,500,2629
1,1,1,1,0,0,48-02516,60,0,3,204,2347
2,1,1,1,0,0,48-02510,56,0,2,499,3618
1,4,1,1,8,0,48-02515,74,0,N,52,6703
1,1,1,1,6,1,48-02507,77,0,2,301,7106
2,1,1,1,3,0,48-02516,52,0,3,500,2526
1,1,1,1,6,0,48-02102,62,0,2,383,3259
1,1,6,1,8,0,48-02507,47,0,2,52,1926
1,1,1,1,7,0,48-02102,59,0,3,501,7324
2,6,1,1,0,0,48-02101,16,1,4,357,298
2,1,1,1,2,0,48-02510,44,3,5,412,6576
1,1,1,1,8,0,48-02101,73,0,2,52,7605
1,1,1,1,7,0,48-02507,77,0,2,52,7605
1,2,1,1,6,0,48-02515,71,0,N,442,2310
1,6,9,1,1,1,48-02102,15,2,4,61,3258
1,4,1,1,3,0,48-02516,62,0,N,175,4820
1,6,1,1,0,0,48-02507,21,0,3,500,2409
1,6,8,1,0,1,48-02101,17,0,3,330,3266
2,6,1,1,0,1,48-02101,18,1,4,108,1694
1,1,1,1,7,0,48-02515,46,0,2,500,4096
1,6,1,1,0,0,48-02510,13,2,5,499,132
1,1,1,1,7,0,48-02515,69,0,2,52,7647
2,1,1,2,6,0,48-02510,26,2,4,380,488
2,6,1,1,0,0,48-02510,21,0,3,52,5123
1,1,1,2,4,0,48-02101,36,0,2,324,4275
2,1,1,1,5,0,48-02510,66,0,2,501,5385
2,N,1,1,9,0,48-02510,0,3,5,499,8589
1,6,1,1,3,0,48-02101,77,0,N,112,6193
2,1,1,1,0,0,48-02102,43,1,3,5,97
1,1,1,1,6,0,48-02516,70,0,3,52,4391
2,2,6,2,2,0,48-02510,54,0,N,456,5032
2,1,1,1,6,0,48-02102,70,0,2,501,5119
2,6,1,1,0,0,48-02507,17,3,5,202,6757
2,1,1,1,5,0,48-02507,55,0,3,500,2469
1,6,2,1,5,2,48-02515,47,1,2,297,822
2,1,2,1,5,0,48-02507,55,0,4,319,3369
1,N,1,1,N,0,48-02507,16,4,6,307,9181
1,1,1,1,0,0,48-02102,45,0,2,141,1181
1,N,1,1,9,0,48-02515,3,2,4,249,8317
2,3,2,1,9,0,48-02510,62,0,N,501,5146
1,1,1,1,6,0,48-02101,28,3,5,21,4322
1,N,1,1,9,0,48-02515,7,2,5,5,7993
1,1,1,2,4,0,48-02515,30,0,2,339,4671
1,4,1,1,6,0,48-02516,59,0,2,410,6467
1,1,1,1,9,0,48-02102,49,0,3,501,3847
1,N,1,1,9,0,48-02515,2,2,4,237,8204
1,6,2,2,0,0,48-02507,17,2,3,274,6706
2,6,1,1,3,0,48-02510,20,0,3,501,6771
2,3,1,2,9,0,48-02102,75,0,N,53,3861
2,4,1,1,7,0,48-02510,55,0,2,495,7175
2,1,1,2,0,0,48-02510,37,1,3,314,5707
1,1,1,1,9,0,48-02515,43,3,6,501,2263
2,1,1,1,4,0,48-02510,76,0,2,447,1559
1,6,1,1,6,0,48-02102,23,0,N,368,7107
2,N,1,1,9,0,48-02510,3,3,5,500,8888
2,6,1,1,2,0,48-02516,21,0,4,500,4105
1,6,2,1,4,0,48-02101,32,3,6,428,4922
2,N,1,1,9,0,48-02102,9,3,5,348,7953
1,1,1,1,7,0,48-02516,40,3,6,226,3657
2,N,1,1,9,0,48-02101,11,0,5,372,8791
1,6,1,1,0,0,48-02102,9,3,6,282,4516
2,N,2,1,N,0,48-02102,2,2,4,469,7686
2,N,1,2,N,0,48-02102,12,3,5,172,8538
2,1,1,1,6,0,48-02102,59,0,4,439,7718
2,4,1,2,2,0,48-02507,65,0,N,77,1920
2,6,1,1,6,0,48-02101,49,0,N,365,5682
2,1,1,2,6,1,48-02515,40,0,3,52,4084
1,1,1,1,5,1,48-02516,45,2,5,248,458
1,1,1,1,6,0,48-02516,58,0,2,478,3741
2,6,1,1,6,0,48-02507,67,0,N,394,2229
2,N,1,1,N,1,48-02101,8,4,5,286,8033
1,1,1,2,6,0,48-02516,38,1,3,501,356
1,N,8,1,9,1,48-02515,5,3,6,0,8620
2,4,1,2,3,0,48-02102,81,0,2,393,4140
1,1,1,1,9,0,48-02101,62,0,2,501,3560
1,6,2,0,1,0,48-02101,21,N,N,97,73
2,1,1,1,0,0,48-02101,65,0,2,52,2138
2,5,1,2,1,0,48-02101,65,0,N,58,3530
2,N,2,2,N,0,48-02101,2,2,3,200,8625
1,6,9,1,0,0,48-02101,13,0,5,466,735
1,N,1,2,9,0,48-02102,1,1,3,89,8542
2,N,1,1,9,0,48-02507,8,3,5,330,8007
2,4,1,1,0,4,48-02507,49,0,3,412,4236
1,1,1,1,6,1,48-02516,63,0,3,501,3103
2,6,1,1,0,0,48-02101,19,1,4,235,1913
2,1,1,1,7,0,48-02101,25,1,3,5,5276
2,1,1,1,3,0,48-02101,85,0,2,53,643
1,6,1,0,0,1,48-02102,40,N,N,N,329
2,6,1,1,1,0,48-02510,14,5,7,235,3787
2,1,1,1,6,0,48-02516,32,2,5,374,254
1,1,1,1,7,0,48-02510,50,4,6,22,2264
1,6,2,2,1,0,48-02507,25,0,N,161,2370
2,6,1,1,0,0,48-02516,19,1,4,469,2605
1,1,1,1,6,0,48-02516,43,2,5,189,923
1,6,1,0,0,0,48-02102,18,N,N,98,56
1,6,1,1,4,0,48-02516,22,0,N,235,1005
2,1,1,1,0,0,48-02101,62,0,2,5,5403
2,N,2,1,9,0,48-02101,8,1,2,16,8929
2,N,1,2,9,1,48-02515,11,2,4,382,9095
2,1,1,1,4,0,48-02101,35,1,4,231,3531
2,1,2,1,7,0,48-02102,35,2,4,499,1075
2,6,3,1,0,2,48-02102,19,3,7,106,5949
2,4,1,2,4,0,48-02102,64,0,3,122,4787
1,N,1,1,N,0,48-02510,12,0,4,466,9275
2,6,1,1,8,0,48-02510,45,0,N,498,91
2,1,1,1,2,1,48-02507,71,0,2,501,7349
1,4,9,2,5,0,48-02507,31,4,5,89,2812
2,6,1,1,5,0,48-02510,20,0,3,5,1890
2,1,1,2,9,0,48-02515,28,0,2,52,6443
1,1,1,1,6,0,48-02516,65,0,2,353,2296
1,1,1,1,9,0,48-02515,76,0,2,52,6693
2,6,1,1,0,0,48-02507,14,0,2,275,4444
1,1,1,1,7,0,48-02516,63,0,2,492,4284
2,1,1,1,0,0,48-02102,49,0,2,52,5505
2,1,1,1,4,0,48-02510,53,0,2,280,2294
1,1,1,1,1,0,48-02510,70,0,2,81,6462
2,1,1,1,0,1,48-02516,49,0,3,5,3498
1,2,1,1,2,1,48-02102,70,0,2,13,3607
1,N,1,1,N,0,48-02102,7,0,6,116,7727
1,N,9,1,N,0,48-02102,9,2,3,266,8604
1,4,1,1,4,0,48-02515,61,0,N,169,520
2,1,1,1,0,0,48-02101,43,1,4,217,1624
1,1,1,1,8,0,48-02102,29,0,2,499,2360
2,6,1,1,0,0,48-02510,16,1,3,52,7775
1,N,1,1,N,0,48-02101,4,3,5,288,9155
1,N,1,2,9,1,48-02515,8,3,4,369,8596
2,N,1,1,9,2,48-02516,1,2,4,5,8218
2,6,1,1,3,0,48-02515,16,2,3,501,2887
1,N,1,1,N,0,48-02516,4,4,6,382,9234
1,4,1,2,5,0,48-02102,67,0,N,283,2492
2,1,1,1,8,0,48-02510,33,3,5,500,897
2,N,1,1,9,1,48-02516,1,1,3,264,8743
1,6,1,2,3,0,48-02101,24,1,2,141,1871
1,6,9,2,1,1,48-02101,18,1,2,57,6949
2,4,1,1,2,0,48-02101,46,0,N,109,455
2,6,1,1,2,0,48-02515,34,1,2,84,6706
1,N,1,1,N,0,48-02510,9,2,6,501,8196
1,1,1,2,3,0,48-02507,79,0,2,236,2325
2,6,1,1,2,0,48-02510,27,0,3,63,3528
2,1,2,1,5,0,48-02507,50,0,5,379,3585
1,6,2,1,1,0,48-02101,17,0,6,191,7052
1,4,1,1,9,0,48-02507,45,0,N,52,2455
1,1,1,1,2,0,48-02102,79,0,2,290,1385
1,1,1,2,1,0,48-02510,30,0,3,5,3792
2,1,1,1,7,0,48-02510,54,1,3,52,3171
1,N,1,1,N,1,48-02507,3,1,3,308,8015
1,4,1,1,8,0,48-02507,38,0,N,5,1775
2,6,1,2,5,0,48-02101,35,0,3,53,5446
1,N,1,1,9,1,48-02515,9,0,6,5,8591
1,1,1,1,4,0,48-02507,75,0,2,459,5825
2,N,1,1,N,0,48-02515,5,3,5,52,8226
2,N,1,1,9,2,48-02516,3,1,3,440,8605
1,6,7,1,0,0,48-02507,20,2,5,146,7031
2,6,1,1,3,0,48-02510,23,0,3,53,7201
1,N,9,2,9,1,48-02515,0,1,3,382,8890
1,N,1,1,N,0,48-02510,3,1,3,56,9275
2,1,1,1,5,1,48-02101,34,5,7,143,4486
2,3,1,1,5,0,48-02515,78,0,3,392,672
2,1,1,1,7,0,48-02102,52,0,2,499,2028
2,6,1,1,0,0,48-02507,18,4,7,472,1359
2,1,1,1,1,0,48-02102,63,0,2,52,4208
2,1,1,1,7,0,48-02101,49,0,2,5,995
1,1,1,1,3,0,48-02101,74,0,2,501,5850
1,6,1,1,0,1,48-02516,15,3,5,144,3659
1,N,1,2,N,0,48-02507,8,2,4,287,8655
1,N,1,1,N,0,48-02515,5,3,6,426,9166
2,1,1,1,7,0,48-02102,53,0,3,501,5255
1,1,1,1,3,0,48-02516,32,1,3,263,2724
1,1,1,1,5,1,48-02101,31,0,4,210,5449
1,N,1,1,9,0,48-02516,8,5,7,500,8229
2,1,2,1,7,0,48-02507,57,0,3,500,3765
2,1,1,1,0,4,48-02510,37,2,4,153,4495
1,6,1,1,6,0,48-02507,38,0,2,501,2708
2,1,1,1,7,0,48-02101,41,2,4,500,3996
