,DENSITY,count_target,count_deidentified
103,9920,0.0,1.0
104,9915,0.0,1.0
105,52851,0.0,1.0
106,9234,0.0,1.0
107,9169,0.0,1.0
108,9172,0.0,1.0
109,9185,0.0,1.0
110,9190,0.0,1.0
111,9198,0.0,1.0
112,9199,0.0,1.0
113,9205,0.0,1.0
114,9212,0.0,1.0
115,9225,0.0,1.0
116,9227,0.0,1.0
117,9259,0.0,1.0
118,9330,0.0,1.0
119,9268,0.0,1.0
120,9283,0.0,1.0
121,9288,0.0,1.0
122,9289,0.0,1.0
123,9294,0.0,1.0
124,9303,0.0,1.0
125,9310,0.0,1.0
126,9314,0.0,1.0
127,9317,0.0,1.0
128,9323,0.0,1.0
129,9166,0.0,1.0
130,9161,0.0,2.0
131,9147,0.0,2.0
132,9144,0.0,1.0
133,8943,0.0,1.0
134,8948,0.0,1.0
135,8954,0.0,1.0
136,8955,0.0,2.0
137,8956,0.0,1.0
138,8968,0.0,1.0
139,8971,0.0,1.0
140,8977,0.0,1.0
141,8984,0.0,1.0
142,8990,0.0,2.0
143,9032,0.0,1.0
144,9035,0.0,1.0
145,9046,0.0,1.0
146,9061,0.0,1.0
147,9062,0.0,1.0
148,9068,0.0,1.0
149,9075,0.0,1.0
150,9076,0.0,1.0
151,9079,0.0,1.0
152,9103,0.0,1.0
153,9125,0.0,1.0
154,9329,0.0,1.0
155,9355,0.0,1.0
156,9914,0.0,1.0
157,9731,0.0,1.0
158,9610,0.0,1.0
159,9635,0.0,1.0
160,9640,0.0,2.0
161,9644,0.0,1.0
162,9647,0.0,1.0
163,9648,0.0,1.0
164,9696,0.0,1.0
165,9700,0.0,1.0
166,9712,0.0,1.0
167,9722,0.0,1.0
168,9733,0.0,1.0
169,9364,0.0,1.0
170,9747,0.0,1.0
171,9765,0.0,1.0
172,9767,0.0,1.0
173,9829,0.0,1.0
174,9841,0.0,1.0
175,9843,0.0,1.0
176,9846,0.0,1.0
177,9855,0.0,1.0
178,9857,0.0,1.0
179,9890,0.0,1.0
180,9582,0.0,1.0
181,9580,0.0,2.0
182,9574,0.0,1.0
183,9561,0.0,1.0
184,9366,0.0,2.0
185,9370,0.0,1.0
186,9375,0.0,1.0
187,9392,0.0,1.0
188,9396,0.0,1.0
189,9399,0.0,1.0
190,9401,0.0,1.0
191,9416,0.0,1.0
192,9418,0.0,1.0
193,9440,0.0,2.0
194,9459,0.0,1.0
195,9473,0.0,1.0
196,9486,0.0,1.0
197,9489,0.0,1.0
198,9496,0.0,1.0
199,9516,0.0,1.0
200,9520,0.0,1.0
201,9522,0.0,1.0
202,9525,0.0,1.0
203,9528,0.0,1.0
204,9536,0.0,1.0
205,10878,0.0,2.0
206,10881,0.0,1.0
207,10882,0.0,1.0
208,11327,0.0,1.0
209,11304,0.0,1.0
210,11306,0.0,1.0
211,11308,0.0,1.0
212,11310,0.0,1.0
213,11311,0.0,1.0
214,11315,0.0,1.0
215,11319,0.0,1.0
216,11320,0.0,1.0
217,11323,0.0,1.0
218,11326,0.0,1.0
219,11329,0.0,1.0
220,11358,0.0,1.0
221,11330,0.0,1.0
222,11331,0.0,1.0
223,11332,0.0,2.0
224,11333,0.0,1.0
225,11334,0.0,1.0
226,11336,0.0,1.0
227,11337,0.0,1.0
228,11350,0.0,2.0
229,11352,0.0,1.0
230,11356,0.0,1.0
231,11301,0.0,1.0
232,11298,0.0,1.0
233,11294,0.0,1.0
234,11290,0.0,2.0
235,11242,0.0,1.0
236,11244,0.0,1.0
237,11245,0.0,1.0
238,11247,0.0,1.0
239,11250,0.0,1.0
240,11252,0.0,1.0
241,11253,0.0,4.0
242,11254,0.0,1.0
243,11256,0.0,1.0
244,11258,0.0,1.0
245,11259,0.0,1.0
246,11260,0.0,1.0
247,11264,0.0,2.0
248,11267,0.0,1.0
249,11272,0.0,1.0
250,11277,0.0,1.0
251,11282,0.0,1.0
252,11285,0.0,1.0
253,11286,0.0,2.0
254,11287,0.0,2.0
255,11288,0.0,2.0
256,11357,0.0,1.0
257,11359,0.0,1.0
258,10885,0.0,1.0
259,11443,0.0,2.0
260,11422,0.0,2.0
261,11423,0.0,1.0
262,11424,0.0,1.0
263,11427,0.0,1.0
264,11430,0.0,1.0
265,11431,0.0,1.0
266,11434,0.0,1.0
267,11440,0.0,1.0
268,11441,0.0,1.0
269,11442,0.0,3.0
270,11448,0.0,1.0
271,11360,0.0,1.0
272,11450,0.0,1.0
273,11452,0.0,1.0
274,11453,0.0,1.0
275,11455,0.0,1.0
276,11456,0.0,1.0
277,11457,0.0,2.0
278,11460,0.0,1.0
279,11462,0.0,2.0
280,11466,0.0,1.0
281,11470,0.0,1.0
282,11421,0.0,1.0
283,11420,0.0,1.0
284,11415,0.0,1.0
285,11414,0.0,1.0
286,11361,0.0,1.0
287,11362,0.0,1.0
288,11363,0.0,1.0
289,11364,0.0,1.0
290,11366,0.0,1.0
291,11369,0.0,2.0
292,11370,0.0,1.0
293,11373,0.0,2.0
294,11375,0.0,1.0
295,11378,0.0,1.0
296,11382,0.0,4.0
297,11385,0.0,2.0
298,11387,0.0,1.0
299,11389,0.0,1.0
300,11393,0.0,3.0
301,11394,0.0,2.0
302,11406,0.0,1.0
303,11407,0.0,1.0
304,11410,0.0,2.0
305,11411,0.0,1.0
306,11413,0.0,1.0
307,11240,0.0,1.0
308,11238,0.0,1.0
309,11236,0.0,1.0
310,11029,0.0,1.0
311,10999,0.0,2.0
312,11000,0.0,2.0
313,11001,0.0,1.0
314,11003,0.0,1.0
315,11004,0.0,1.0
316,11006,0.0,1.0
317,11013,0.0,1.0
318,11018,0.0,1.0
319,11024,0.0,1.0
320,11028,0.0,1.0
321,11031,0.0,2.0
322,11233,0.0,1.0
323,11040,0.0,1.0
324,11043,0.0,2.0
325,11049,0.0,2.0
326,11051,0.0,1.0
327,11054,0.0,1.0
328,11055,0.0,1.0
329,11056,0.0,1.0
330,11057,0.0,1.0
331,11061,0.0,1.0
332,11062,0.0,2.0
333,10991,0.0,2.0
334,10982,0.0,1.0
335,10981,0.0,1.0
336,10980,0.0,1.0
337,10892,0.0,1.0
338,10894,0.0,1.0
339,10896,0.0,1.0
340,10902,0.0,1.0
341,10904,0.0,1.0
342,10907,0.0,2.0
343,10913,0.0,1.0
344,10915,0.0,2.0
345,10919,0.0,1.0
346,10920,0.0,1.0
347,10922,0.0,1.0
348,10931,0.0,1.0
349,10935,0.0,1.0
350,10936,0.0,1.0
351,10944,0.0,1.0
352,10947,0.0,1.0
353,10955,0.0,1.0
354,10964,0.0,1.0
355,10968,0.0,1.0
356,10972,0.0,1.0
357,10977,0.0,1.0
358,11063,0.0,1.0
359,11068,0.0,2.0
360,11071,0.0,1.0
361,11165,0.0,1.0
362,11169,0.0,3.0
363,11170,0.0,1.0
364,11175,0.0,1.0
365,11177,0.0,1.0
366,11182,0.0,1.0
367,11186,0.0,1.0
368,11189,0.0,1.0
369,11190,0.0,1.0
370,11191,0.0,2.0
371,11192,0.0,1.0
372,11196,0.0,1.0
373,11199,0.0,1.0
374,11200,0.0,1.0
375,11201,0.0,2.0
376,11202,0.0,1.0
377,11203,0.0,1.0
378,11204,0.0,1.0
379,11205,0.0,1.0
380,11210,0.0,1.0
381,11222,0.0,1.0
382,11223,0.0,1.0
383,11167,0.0,1.0
384,11163,0.0,1.0
385,11072,0.0,1.0
386,11161,0.0,2.0
387,11074,0.0,1.0
388,11082,0.0,1.0
389,11085,0.0,1.0
390,11087,0.0,2.0
391,11094,0.0,2.0
392,11110,0.0,2.0
393,11111,0.0,1.0
394,11117,0.0,1.0
395,11122,0.0,1.0
396,11126,0.0,1.0
397,11133,0.0,2.0
398,11136,0.0,1.0
399,11137,0.0,1.0
400,11139,0.0,1.0
401,11140,0.0,1.0
402,11145,0.0,1.0
403,11146,0.0,1.0
404,11148,0.0,1.0
405,11155,0.0,1.0
406,11156,0.0,1.0
407,11160,0.0,2.0
408,8938,0.0,1.0
409,8932,0.0,2.0
410,8930,0.0,1.0
411,7283,0.0,2.0
412,7243,0.0,2.0
413,7244,0.0,2.0
414,7249,0.0,1.0
415,7260,0.0,1.0
416,7262,0.0,1.0
417,7265,0.0,1.0
418,7273,0.0,1.0
419,7277,0.0,1.0
420,7278,0.0,1.0
421,7280,0.0,1.0
422,7287,0.0,1.0
423,7323,0.0,1.0
424,7288,0.0,1.0
425,7291,0.0,1.0
426,7292,0.0,2.0
427,7294,0.0,1.0
428,7295,0.0,1.0
429,7301,0.0,1.0
430,7306,0.0,1.0
431,7308,0.0,1.0
432,7313,0.0,1.0
433,7317,0.0,1.0
434,7241,0.0,1.0
435,7237,0.0,1.0
436,7227,0.0,1.0
437,7225,0.0,1.0
438,7147,0.0,1.0
439,7157,0.0,1.0
440,7160,0.0,1.0
441,7166,0.0,1.0
442,7169,0.0,1.0
443,7175,0.0,1.0
444,7177,0.0,1.0
445,7179,0.0,1.0
446,7181,0.0,1.0
447,7183,0.0,1.0
448,7186,0.0,1.0
449,7192,0.0,1.0
450,7194,0.0,1.0
451,7196,0.0,1.0
452,7197,0.0,1.0
453,7200,0.0,2.0
454,7202,0.0,1.0
455,7208,0.0,1.0
456,7214,0.0,2.0
457,7218,0.0,1.0
458,7223,0.0,2.0
459,7318,0.0,1.0
460,7331,0.0,1.0
461,7609,0.0,1.0
462,7523,0.0,1.0
463,7483,0.0,2.0
464,7485,0.0,1.0
465,7488,0.0,1.0
466,7489,0.0,2.0
467,7494,0.0,1.0
468,7502,0.0,1.0
469,7504,0.0,1.0
470,7512,0.0,1.0
471,7514,0.0,1.0
472,7520,0.0,1.0
473,7532,0.0,1.0
474,7339,0.0,1.0
475,7535,0.0,2.0
476,7538,0.0,1.0
477,7544,0.0,1.0
478,7560,0.0,1.0
479,7567,0.0,1.0
480,7571,0.0,1.0
481,7575,0.0,1.0
482,7577,0.0,1.0
483,7585,0.0,2.0
484,7588,0.0,1.0
485,7482,0.0,1.0
486,7479,0.0,1.0
487,7475,0.0,1.0
488,7473,0.0,1.0
489,7350,0.0,2.0
490,7352,0.0,1.0
491,7355,0.0,1.0
492,7364,0.0,1.0
493,7375,0.0,1.0
494,7376,0.0,2.0
495,7379,0.0,1.0
496,7389,0.0,1.0
497,7392,0.0,1.0
498,7393,0.0,1.0
499,7400,0.0,1.0
500,7404,0.0,1.0
501,7414,0.0,1.0
502,7418,0.0,1.0
503,7420,0.0,1.0
504,7430,0.0,1.0
505,7436,0.0,1.0
506,7447,0.0,1.0
507,7467,0.0,1.0
508,7470,0.0,1.0
509,7471,0.0,1.0
510,7146,0.0,1.0
511,7138,0.0,1.0
512,7126,0.0,2.0
513,6830,0.0,1.0
514,6778,0.0,1.0
515,6791,0.0,1.0
516,6796,0.0,1.0
517,6797,0.0,1.0
518,6798,0.0,1.0
519,6800,0.0,1.0
520,6810,0.0,1.0
521,6816,0.0,1.0
522,6821,0.0,1.0
523,6825,0.0,1.0
524,6836,0.0,2.0
525,7119,0.0,1.0
526,6838,0.0,1.0
527,6847,0.0,1.0
528,6857,0.0,1.0
529,6865,0.0,1.0
530,6868,0.0,1.0
531,6871,0.0,1.0
532,6872,0.0,1.0
533,6874,0.0,1.0
534,6876,0.0,1.0
535,6889,0.0,1.0
536,6776,0.0,1.0
537,6775,0.0,1.0
538,6774,0.0,1.0
539,6771,0.0,2.0
540,6674,0.0,1.0
541,6681,0.0,1.0
542,6683,0.0,1.0
543,6684,0.0,1.0
544,6688,0.0,2.0
545,6692,0.0,1.0
546,6694,0.0,1.0
547,6701,0.0,1.0
548,6702,0.0,1.0
549,6703,0.0,2.0
550,6712,0.0,1.0
551,6717,0.0,1.0
552,6726,0.0,1.0
553,6729,0.0,1.0
554,6732,0.0,1.0
555,6747,0.0,2.0
556,6749,0.0,1.0
557,6750,0.0,1.0
558,6760,0.0,1.0
559,6764,0.0,1.0
560,6770,0.0,1.0
561,6901,0.0,1.0
562,6906,0.0,1.0
563,6912,0.0,1.0
564,7015,0.0,2.0
565,7024,0.0,1.0
566,7025,0.0,1.0
567,7027,0.0,1.0
568,7035,0.0,2.0
569,7036,0.0,1.0
570,7039,0.0,1.0
571,7041,0.0,1.0
572,7049,0.0,1.0
573,7054,0.0,1.0
574,7057,0.0,1.0
575,7059,0.0,2.0
576,7061,0.0,1.0
577,7062,0.0,1.0
578,7069,0.0,1.0
579,7079,0.0,1.0
580,7081,0.0,2.0
581,7083,0.0,1.0
582,7088,0.0,1.0
583,7101,0.0,1.0
584,7102,0.0,2.0
585,7109,0.0,1.0
586,7016,0.0,1.0
587,7013,0.0,1.0
588,6915,0.0,2.0
589,7011,0.0,1.0
590,6916,0.0,1.0
591,6917,0.0,1.0
592,6918,0.0,1.0
593,6921,0.0,1.0
594,6926,0.0,1.0
595,6930,0.0,1.0
596,6934,0.0,2.0
597,6935,0.0,2.0
598,6936,0.0,1.0
599,6948,0.0,2.0
600,6950,0.0,1.0
601,6953,0.0,1.0
602,6968,0.0,1.0
603,6981,0.0,1.0
604,6982,0.0,1.0
605,6983,0.0,1.0
606,6987,0.0,1.0
607,7000,0.0,1.0
608,7005,0.0,1.0
609,7006,0.0,1.0
610,7009,0.0,1.0
611,7593,0.0,1.0
612,7619,0.0,1.0
613,8929,0.0,1.0
614,8474,0.0,1.0
615,8435,0.0,1.0
616,8439,0.0,1.0
617,8441,0.0,1.0
618,8442,0.0,1.0
619,8451,0.0,1.0
620,8456,0.0,1.0
621,8457,0.0,1.0
622,8458,0.0,1.0
623,8461,0.0,1.0
624,8468,0.0,1.0
625,8477,0.0,1.0
626,8536,0.0,1.0
627,8488,0.0,1.0
628,8495,0.0,1.0
629,8504,0.0,2.0
630,8508,0.0,1.0
631,8509,0.0,1.0
632,8516,0.0,1.0
633,8520,0.0,1.0
634,8522,0.0,1.0
635,8525,0.0,1.0
636,8528,0.0,1.0
637,8431,0.0,1.0
638,8405,0.0,2.0
639,8401,0.0,1.0
640,8384,0.0,1.0
641,8233,0.0,1.0
642,8247,0.0,1.0
643,8250,0.0,1.0
644,8254,0.0,1.0
645,8256,0.0,1.0
646,8257,0.0,1.0
647,8262,0.0,1.0
648,8263,0.0,1.0
649,8280,0.0,1.0
650,8302,0.0,1.0
651,8303,0.0,2.0
652,8316,0.0,1.0
653,8325,0.0,2.0
654,8329,0.0,1.0
655,8334,0.0,1.0
656,8335,0.0,1.0
657,8339,0.0,2.0
658,8340,0.0,1.0
659,8350,0.0,1.0
660,8372,0.0,1.0
661,8380,0.0,1.0
662,8533,0.0,1.0
663,8593,0.0,2.0
664,7622,0.0,1.0
665,8873,0.0,1.0
666,8770,0.0,1.0
667,8793,0.0,1.0
668,8810,0.0,2.0
669,8813,0.0,1.0
670,8824,0.0,1.0
671,8846,0.0,1.0
672,8847,0.0,3.0
673,8849,0.0,1.0
674,8857,0.0,1.0
675,8872,0.0,1.0
676,8881,0.0,1.0
677,8595,0.0,1.0
678,8887,0.0,1.0
679,8892,0.0,1.0
680,8899,0.0,1.0
681,8900,0.0,1.0
682,8902,0.0,1.0
683,8906,0.0,1.0
684,8908,0.0,1.0
685,8910,0.0,1.0
686,8918,0.0,1.0
687,8926,0.0,1.0
688,8763,0.0,1.0
689,8759,0.0,1.0
690,8753,0.0,1.0
691,8750,0.0,1.0
692,8599,0.0,1.0
693,8610,0.0,1.0
694,8620,0.0,1.0
695,8626,0.0,1.0
696,8628,0.0,1.0
697,8639,0.0,1.0
698,8641,0.0,1.0
699,8646,0.0,1.0
700,8659,0.0,1.0
701,8669,0.0,1.0
702,8671,0.0,1.0
703,8675,0.0,1.0
704,8683,0.0,2.0
705,8686,0.0,1.0
706,8698,0.0,1.0
707,8702,0.0,1.0
708,8710,0.0,2.0
709,8722,0.0,1.0
710,8733,0.0,1.0
711,8739,0.0,1.0
712,8749,0.0,1.0
713,8225,0.0,1.0
714,8224,0.0,1.0
715,8223,0.0,1.0
716,7853,0.0,1.0
717,7766,0.0,1.0
718,7777,0.0,1.0
719,7778,0.0,1.0
720,7789,0.0,1.0
721,7799,0.0,1.0
722,7816,0.0,1.0
723,7817,0.0,1.0
724,7829,0.0,2.0
725,7835,0.0,1.0
726,7839,0.0,1.0
727,7861,0.0,1.0
728,8221,0.0,1.0
729,7874,0.0,1.0
730,7879,0.0,2.0
731,7881,0.0,1.0
732,7887,0.0,1.0
733,7902,0.0,1.0
734,7905,0.0,1.0
735,7906,0.0,1.0
736,7907,0.0,1.0
737,7908,0.0,1.0
738,7910,0.0,1.0
739,7761,0.0,1.0
740,7744,0.0,1.0
741,7743,0.0,1.0
742,7733,0.0,1.0
743,7626,0.0,1.0
744,7629,0.0,1.0
745,7630,0.0,1.0
746,7632,0.0,1.0
747,7646,0.0,1.0
748,7653,0.0,1.0
749,7658,0.0,1.0
750,7661,0.0,1.0
751,7665,0.0,2.0
752,7673,0.0,1.0
753,7674,0.0,1.0
754,7679,0.0,2.0
755,7683,0.0,1.0
756,7696,0.0,1.0
757,7697,0.0,1.0
758,7715,0.0,2.0
759,7719,0.0,1.0
760,7722,0.0,1.0
761,7723,0.0,1.0
762,7728,0.0,2.0
763,7729,0.0,2.0
764,7912,0.0,1.0
765,7915,0.0,1.0
766,7925,0.0,1.0
767,8076,0.0,1.0
768,8089,0.0,1.0
769,8092,0.0,2.0
770,8109,0.0,1.0
771,8111,0.0,1.0
772,8117,0.0,1.0
773,8125,0.0,2.0
774,8130,0.0,1.0
775,8131,0.0,1.0
776,8135,0.0,1.0
777,8143,0.0,1.0
778,8146,0.0,1.0
779,8151,0.0,1.0
780,8162,0.0,1.0
781,8164,0.0,1.0
782,8171,0.0,1.0
783,8192,0.0,1.0
784,8199,0.0,1.0
785,8209,0.0,1.0
786,8213,0.0,1.0
787,8217,0.0,1.0
788,8219,0.0,1.0
789,8077,0.0,1.0
790,8066,0.0,1.0
791,7942,0.0,1.0
792,8057,0.0,1.0
793,7945,0.0,1.0
794,7946,0.0,1.0
795,7952,0.0,2.0
796,7953,0.0,1.0
797,7962,0.0,1.0
798,7965,0.0,2.0
799,7976,0.0,1.0
800,7977,0.0,1.0
801,7980,0.0,1.0
802,7984,0.0,1.0
803,7986,0.0,1.0
804,7995,0.0,1.0
805,8011,0.0,1.0
806,8019,0.0,1.0
807,8023,0.0,2.0
808,8024,0.0,1.0
809,8028,0.0,1.0
810,8030,0.0,1.0
811,8036,0.0,1.0
812,8038,0.0,1.0
813,8053,0.0,1.0
814,11472,0.0,1.0
815,11475,0.0,1.0
816,11476,0.0,1.0
817,34199,0.0,1.0
818,34075,0.0,1.0
819,34120,0.0,1.0
820,34134,0.0,2.0
821,34137,0.0,1.0
822,34139,0.0,1.0
823,34140,0.0,1.0
824,34159,0.0,1.0
825,34180,0.0,1.0
826,34192,0.0,1.0
827,34197,0.0,1.0
828,34205,0.0,1.0
829,34424,0.0,1.0
830,34231,0.0,1.0
831,34280,0.0,1.0
832,34324,0.0,1.0
833,34327,0.0,1.0
834,34331,0.0,1.0
835,34348,0.0,1.0
836,34365,0.0,1.0
837,34392,0.0,1.0
838,34398,0.0,1.0
839,34418,0.0,1.0
840,34057,0.0,1.0
841,34020,0.0,1.0
842,34009,0.0,1.0
843,33992,0.0,1.0
844,33516,0.0,1.0
845,33523,0.0,1.0
846,33539,0.0,1.0
847,33547,0.0,1.0
848,33554,0.0,1.0
849,33627,0.0,1.0
850,33630,0.0,1.0
851,33665,0.0,1.0
852,33683,0.0,2.0
853,33718,0.0,1.0
854,33721,0.0,2.0
855,33734,0.0,1.0
856,33760,0.0,1.0
857,33825,0.0,1.0
858,33832,0.0,1.0
859,33839,0.0,1.0
860,33844,0.0,1.0
861,33866,0.0,1.0
862,33896,0.0,1.0
863,33903,0.0,1.0
864,33917,0.0,1.0
865,34422,0.0,1.0
866,34438,0.0,1.0
867,35673,0.0,1.0
868,35357,0.0,1.0
869,34992,0.0,2.0
870,34995,0.0,1.0
871,35000,0.0,1.0
872,35048,0.0,1.0
873,35072,0.0,1.0
874,35182,0.0,1.0
875,35188,0.0,1.0
876,35211,0.0,1.0
877,35245,0.0,1.0
878,35305,0.0,2.0
879,35404,0.0,1.0
880,34441,0.0,1.0
881,35452,0.0,1.0
882,35516,0.0,1.0
883,35541,0.0,1.0
884,35584,0.0,1.0
885,35588,0.0,1.0
886,35592,0.0,1.0
887,35602,0.0,1.0
888,35615,0.0,1.0
889,35623,0.0,1.0
890,35637,0.0,1.0
891,34989,0.0,2.0
892,34970,0.0,1.0
893,34967,0.0,1.0
894,34948,0.0,1.0
895,34443,0.0,1.0
896,34500,0.0,1.0
897,34521,0.0,1.0
898,34540,0.0,1.0
899,34611,0.0,1.0
900,34654,0.0,1.0
901,34674,0.0,1.0
902,34714,0.0,1.0
903,34722,0.0,1.0
904,34731,0.0,1.0
905,34755,0.0,1.0
906,34760,0.0,1.0
907,34766,0.0,1.0
908,34774,0.0,1.0
909,34786,0.0,1.0
910,34807,0.0,1.0
911,34813,0.0,1.0
912,34828,0.0,1.0
913,34881,0.0,1.0
914,34922,0.0,1.0
915,34938,0.0,1.0
916,33506,0.0,1.0
917,33501,0.0,1.0
918,33491,0.0,1.0
919,16502,0.0,1.0
920,16320,0.0,1.0
921,16327,0.0,2.0
922,16346,0.0,1.0
923,16400,0.0,1.0
924,16408,0.0,1.0
925,16412,0.0,1.0
926,16416,0.0,1.0
927,16443,0.0,1.0
928,16453,0.0,1.0
929,16457,0.0,1.0
930,16504,0.0,1.0
931,33488,0.0,1.0
932,16579,0.0,1.0
933,16783,0.0,6.0
934,30224,0.0,1.0
935,30923,0.0,1.0
936,31208,0.0,1.0
937,31328,0.0,1.0
938,31555,0.0,1.0
939,31676,0.0,1.0
940,31779,0.0,1.0
941,31800,0.0,1.0
942,16313,0.0,1.0
943,16304,0.0,1.0
944,16302,0.0,1.0
945,16292,0.0,1.0
946,16125,0.0,1.0
947,16129,0.0,1.0
948,16143,0.0,1.0
949,16147,0.0,1.0
950,16148,0.0,2.0
951,16153,0.0,2.0
952,16160,0.0,1.0
953,16166,0.0,1.0
954,16172,0.0,1.0
955,16173,0.0,1.0
956,16176,0.0,1.0
957,16185,0.0,1.0
958,16194,0.0,1.0
959,16199,0.0,1.0
960,16207,0.0,1.0
961,16212,0.0,1.0
962,16216,0.0,1.0
963,16226,0.0,1.0
964,16227,0.0,2.0
965,16230,0.0,1.0
966,16284,0.0,1.0
967,32030,0.0,1.0
968,32061,0.0,1.0
969,32082,0.0,1.0
970,33011,0.0,1.0
971,33018,0.0,1.0
972,33046,0.0,1.0
973,33091,0.0,1.0
974,33140,0.0,1.0
975,33182,0.0,1.0
976,33187,0.0,1.0
977,33197,0.0,1.0
978,33204,0.0,1.0
979,33225,0.0,1.0
980,33242,0.0,1.0
981,33258,0.0,1.0
982,33269,0.0,1.0
983,33320,0.0,1.0
984,33322,0.0,1.0
985,33332,0.0,1.0
986,33336,0.0,1.0
987,33349,0.0,1.0
988,33369,0.0,1.0
989,33394,0.0,1.0
990,33438,0.0,1.0
991,33444,0.0,1.0
992,33014,0.0,1.0
993,32988,0.0,1.0
994,32137,0.0,1.0
995,32982,0.0,1.0
996,32245,0.0,1.0
997,32345,0.0,1.0
998,32379,0.0,1.0
999,32435,0.0,1.0
1000,32466,0.0,1.0
1001,32532,0.0,1.0
1002,32626,0.0,1.0
1003,32656,0.0,1.0
1004,32687,0.0,1.0
1005,32747,0.0,1.0
1006,32772,0.0,1.0
1007,32823,0.0,1.0
1008,32827,0.0,1.0
1009,32830,0.0,1.0
1010,32839,0.0,1.0
1011,32872,0.0,1.0
1012,32875,0.0,1.0
1013,32882,0.0,1.0
1014,32924,0.0,1.0
1015,32926,0.0,1.0
1016,32936,0.0,1.0
1017,35644,0.0,1.0
1018,35698,0.0,1.0
1019,16116,0.0,1.0
1020,51898,0.0,1.0
1021,51670,0.0,1.0
1022,51715,0.0,1.0
1023,51756,0.0,1.0
1024,51764,0.0,1.0
1025,51766,0.0,1.0
1026,51813,0.0,1.0
1027,51843,0.0,1.0
1028,51853,0.0,1.0
1029,51855,0.0,1.0
1030,51876,0.0,1.0
1031,51902,0.0,1.0
1032,52134,0.0,1.0
1033,51911,0.0,1.0
1034,51969,0.0,1.0
1035,51974,0.0,1.0
1036,51996,0.0,1.0
1037,52031,0.0,1.0
1038,52037,0.0,1.0
1039,52055,0.0,1.0
1040,52065,0.0,1.0
1041,52074,0.0,1.0
1042,52082,0.0,1.0
1043,51644,0.0,1.0
1044,51637,0.0,1.0
1045,51629,0.0,1.0
1046,51619,0.0,1.0
1047,51047,0.0,1.0
1048,51057,0.0,1.0
1049,51072,0.0,1.0
1050,51092,0.0,1.0
1051,51110,0.0,1.0
1052,51152,0.0,1.0
1053,51177,0.0,1.0
1054,51189,0.0,1.0
1055,51239,0.0,1.0
1056,51300,0.0,1.0
1057,51333,0.0,1.0
1058,51356,0.0,2.0
1059,51358,0.0,1.0
1060,51367,0.0,1.0
1061,51414,0.0,1.0
1062,51417,0.0,1.0
1063,51433,0.0,1.0
1064,51441,0.0,1.0
1065,51456,0.0,1.0
1066,51543,0.0,1.0
1067,51610,0.0,1.0
