,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP_x,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP_x,NOC_x,NPF_x,OWN_RENT_x,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA_x,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HISP_y,HOUSING_TYPE_y,INDP_y,MSP_y,NOC_y,NPF_y,OWN_RENT_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PUMA_y,PWGTP_y,WGTP_y,percent_match
16,71,2,2,1,2,2,4,5,2,1,8765,15,1,0,3,2,64802.1241327656,2,501,30-00600,191,3,2,64,19,2,0,2,2,2,N,0,1,8780,6,0,3,1,3000.0,1,501,40-00200,54,31,36.84210526315789
17,67,2,10,2,2,2,4,10,4,1,6803,3,6,3,4,2,25411.22575774578,4,501,13-04600,474,8,1,122,35,2,13,2,2,2,N,4,1,770,1,2,4,2,35000.0,5,293,36-03710,198,197,42.10526315789473
18,22,2,7,2,2,1,4,12,0,3,8196,11,6,0,2,1,56551.65904535862,1,23,38-00100,51,9,1,51,33,2,8,2,2,2,N,0,1,7870,6,0,3,2,50000.0,7,253,26-02702,78,79,31.57894736842105
19,95,2,10,2,2,2,4,9,0,1,7498,6,1,0,2,2,102903.14997544869,9,496,06-07502,47,3,2,64,47,2,0,2,2,2,N,0,1,5790,1,0,4,1,0.0,0,399,38-00100,22,26,42.10526315789473
20,46,2,6,2,2,2,4,1,0,1,8958,7,1,0,2,1,91402.8701270792,9,498,36-04010,58,6,1,105,31,2,7,2,2,2,N,0,1,6170,1,1,6,1,55000.0,7,390,19-01700,135,135,42.10526315789473
21,6,2,5,2,2,2,4,3,0,1,8141,11,4,1,2,1,528108.4400811892,2,13,17-03531,94,3,1,1106,47,2,0,1,2,2,N,0,1,7860,1,6,8,1,32000.0,5,100,30-00600,65,64,31.57894736842105
22,90,2,8,2,2,2,4,10,2,1,4711,14,1,7,3,2,32800.6803807688,8,383,29-01901,46,3,2,176,34,2,0,2,2,2,N,0,1,8680,2,0,N,2,11300.0,2,85,38-00100,189,190,31.57894736842105
23,11,2,13,2,2,2,4,3,0,1,7940,15,6,0,2,2,8670.019021421442,0,89,29-01901,92,8,2,142,53,2,9,2,2,2,N,1,1,9070,1,1,4,1,42800.0,6,501,32-00405,136,145,26.31578947368421
24,3,2,7,2,2,2,4,6,4,1,673,16,6,0,2,2,63147.79922530984,0,145,13-04600,244,9,2,105,40,2,8,2,2,2,N,0,1,9370,6,1,2,1,130000.0,9,501,24-01004,102,102,36.84210526315789
25,50,2,10,2,2,1,4,11,0,1,7116,14,6,0,2,1,143532.6325899481,5,90,38-00100,114,6,1,144,50,2,10,2,2,2,N,0,1,8680,6,1,4,1,55000.0,6,501,51-01301,65,76,47.368421052631575
26,55,2,6,2,2,2,4,5,0,1,7249,3,6,0,3,2,11540.090085470463,2,171,06-08507,82,5,2,213,63,2,0,2,2,2,N,0,1,770,1,0,2,1,18000.0,3,459,30-00600,13,21,36.84210526315789
27,24,2,10,2,2,1,4,4,0,1,170,3,6,0,2,2,-6048.844754926639,0,253,08-00803,205,6,1,67,44,2,7,2,2,2,N,0,1,770,1,1,5,2,50000.0,6,225,06-08507,70,70,31.57894736842105
28,16,2,13,2,2,2,4,3,4,1,2043,13,4,1,4,2,99293.44922865376,4,331,01-01301,135,9,1,0,66,2,13,2,2,2,N,0,1,8370,1,0,4,1,23000.0,4,177,36-04010,127,157,42.10526315789473
29,27,2,8,2,2,2,4,5,0,1,7600,8,4,2,3,2,25197.251015855967,5,113,32-00405,121,6,2,132,19,2,12,2,2,2,N,0,1,6770,6,0,N,2,3000.0,1,22,06-07502,53,44,36.84210526315789
30,44,2,8,2,2,2,3,6,0,1,7588,0,1,3,3,2,144819.9920978886,7,497,32-00405,197,9,1,103,31,2,0,2,2,2,N,0,1,180,6,2,7,1,38000.0,5,384,38-00100,67,31,31.57894736842105
31,86,2,13,2,2,2,4,5,0,1,7599,11,1,0,5,2,32160.950841299,5,200,28-01100,60,6,1,189,20,2,7,2,2,2,N,0,1,7860,6,0,3,1,36000.0,5,501,19-01700,72,101,42.10526315789473
32,30,2,8,2,2,2,4,4,0,1,7473,5,6,0,3,2,1118.7066171368892,0,85,08-00803,106,9,2,174,58,2,7,2,2,2,N,4,1,4470,1,0,2,1,20000.0,4,392,13-04600,55,47,31.57894736842105
33,9,1,9,2,2,2,4,8,3,1,7684,3,4,0,3,1,31020.763059128745,5,499,28-01100,1,9,1,26,60,2,0,2,2,2,N,0,1,770,1,0,2,1,45500.0,7,501,40-00200,36,36,31.57894736842105
34,65,2,1,2,2,2,4,11,0,1,7785,6,1,0,3,1,34953.460152995896,7,123,17-03529,77,6,2,57,24,2,8,2,2,2,N,0,1,5070,6,0,2,2,0.0,0,75,29-01901,40,39,36.84210526315789
35,58,2,11,2,2,1,4,5,0,1,5495,8,6,1,2,2,9124.48415892608,0,0,06-08507,21,6,1,49,20,2,7,2,2,2,N,0,1,6570,6,0,N,2,10000.0,2,75,08-00803,178,165,36.84210526315789
36,22,2,9,2,2,2,4,8,0,1,7872,7,6,0,2,1,5087.397112823982,1,497,51-01301,68,9,2,100,40,2,0,1,1,2,N,0,1,6170,2,0,2,2,40000.0,7,285,40-00200,64,64,31.57894736842105
37,41,2,0,2,2,2,4,9,0,1,7621,4,6,0,2,1,54088.69739695295,4,501,01-01301,45,8,1,58,25,2,11,2,2,2,N,0,1,3580,6,0,N,2,63300.0,7,482,17-03529,106,116,42.10526315789473
38,28,2,9,2,2,2,4,4,2,1,296,0,5,0,2,2,227473.19796157736,1,301,51-01301,88,9,2,68,16,2,0,2,2,2,N,0,1,180,6,2,7,1,3000.0,1,384,38-00100,50,31,31.57894736842105
39,13,1,9,2,2,2,3,1,0,1,7600,12,6,0,4,1,167788.39891371672,5,308,51-01301,481,3,2,53,22,2,0,2,2,2,N,0,1,8270,6,2,3,2,0.0,0,0,40-00200,260,214,31.57894736842105
40,62,2,9,2,2,2,4,6,0,1,7559,16,6,0,3,2,6694.2938735047055,2,327,28-01100,100,6,1,162,44,2,9,2,2,2,N,0,1,9370,6,0,N,2,31000.0,5,234,32-00405,82,82,52.63157894736842
41,58,2,10,2,2,2,4,10,0,1,7748,7,6,5,2,1,55398.7328050545,1,179,19-01700,85,6,2,81,32,2,12,2,2,2,N,0,1,6380,1,1,3,1,0.0,0,490,06-07502,126,127,36.84210526315789
42,61,2,11,2,2,2,4,4,0,1,8898,15,6,3,2,1,14079.00954780783,6,125,36-04010,95,8,2,26,45,2,9,2,2,2,N,1,1,9290,6,0,4,2,8000.0,2,228,32-00405,210,210,31.57894736842105
43,29,2,8,2,2,2,4,5,0,1,7013,12,6,0,2,2,-2538.838512002776,0,134,38-00100,1,9,1,0,28,2,10,2,2,2,N,0,1,8270,6,0,N,2,30700.0,5,234,17-03531,379,380,47.368421052631575
44,27,2,0,2,2,2,4,4,0,1,9455,16,6,0,2,2,30745.19128098462,0,146,24-01004,105,3,2,317,61,2,0,2,2,2,N,0,1,9370,1,0,3,1,12000.0,2,261,30-00600,24,24,42.10526315789473
45,57,2,13,2,2,2,4,6,4,1,9164,18,6,3,3,2,24201.96633399579,0,122,06-07502,240,8,1,382,65,2,9,2,2,2,N,1,1,9920,4,0,N,2,11200.0,2,92,32-00405,50,50,31.57894736842105
46,59,2,10,2,2,2,4,9,0,1,8773,16,1,0,2,1,182906.3530233265,8,498,28-01100,32,5,1,43,53,2,0,2,2,2,N,0,1,9370,4,0,N,1,30000.0,4,228,38-00100,64,64,42.10526315789473
47,55,2,8,2,2,2,4,11,0,1,6517,6,1,0,2,1,119840.21379311883,8,499,08-00803,1,6,1,0,52,2,8,2,1,2,N,0,1,5070,1,2,4,2,28000.0,5,108,26-02702,105,105,36.84210526315789
48,51,2,6,2,2,2,4,12,4,1,8588,14,6,0,3,2,51793.77544711621,8,501,06-08507,110,6,1,167,29,2,8,2,2,2,N,0,1,8570,6,0,N,2,44900.0,5,343,24-01004,48,48,42.10526315789473
49,29,2,10,2,2,1,4,7,0,1,9559,7,1,0,3,2,6695.817690863813,2,0,38-00100,75,8,2,172,31,2,12,2,2,2,N,4,1,6390,6,0,N,2,46000.0,6,350,06-07502,64,67,31.57894736842105
50,46,2,10,2,1,2,4,12,0,1,2885,6,2,0,2,0,35679.37371325612,7,42,06-08507,43,6,2,79,49,2,8,2,2,2,N,0,1,5070,6,0,N,1,127000.0,9,501,24-01004,62,62,31.57894736842105
51,27,2,6,2,2,2,4,1,4,1,7552,0,1,2,2,1,34376.00005574756,4,500,29-01901,66,3,2,989,60,2,0,2,2,2,N,0,1,170,1,0,3,1,11400.0,2,258,38-00100,32,35,36.84210526315789
52,84,2,10,2,2,2,4,10,0,1,8060,16,6,3,2,1,29724.480011653293,9,497,19-01700,62,8,1,84,38,2,10,2,2,2,N,4,1,9590,2,0,N,2,56000.0,6,427,51-01301,202,154,31.57894736842105
53,28,2,7,2,2,2,4,4,0,1,7276,13,6,0,2,2,3529.881816294591,2,207,29-01901,126,9,2,86,56,2,13,2,2,2,N,4,1,8370,4,0,2,2,21600.0,4,126,36-03710,277,276,42.10526315789473
54,28,2,7,2,2,2,4,12,0,1,9289,6,1,1,2,2,40521.418055449205,5,500,32-00405,392,2,1,78,56,2,7,2,2,2,N,0,1,4795,1,1,3,1,604800.0,9,501,06-08507,71,70,47.368421052631575
55,69,2,13,2,2,2,4,6,0,1,5516,7,4,0,4,1,65730.42774688301,0,164,08-00803,67,8,1,169,51,2,13,2,2,2,N,4,3,6290,6,N,N,0,1000.0,1,7,36-03710,80,0,26.31578947368421
56,65,2,8,2,2,2,2,3,0,1,9586,12,1,0,3,1,483120.0648601925,4,102,19-01700,63,8,2,150,48,2,13,2,2,2,N,4,1,8170,6,1,3,2,15000.0,3,73,36-03710,176,176,31.57894736842105
57,87,2,13,2,2,2,4,9,0,1,7382,5,1,0,3,1,8588.088446414284,7,501,36-04010,13,8,1,54,40,2,13,2,2,2,N,1,1,4580,6,0,N,2,76800.0,8,501,36-03710,117,117,42.10526315789473
58,43,2,7,2,2,2,4,8,0,1,170,6,1,0,2,2,23954.136858661,7,501,29-01901,122,3,2,91,50,2,0,1,1,2,N,0,1,5090,6,2,8,2,800.0,0,202,38-00100,33,41,26.31578947368421
59,69,2,11,2,2,2,4,5,0,1,7592,16,6,0,3,0,3877.706293320783,2,342,24-01004,15,6,1,45,55,2,7,2,2,2,N,0,1,9590,1,0,4,1,104400.0,8,501,06-08507,46,50,36.84210526315789
60,50,2,10,2,2,2,4,8,0,1,9659,18,1,1,2,1,112957.45055306786,6,494,19-01700,256,1,1,860,56,2,0,2,1,2,N,0,1,9920,3,0,N,1,13200.0,3,100,40-00200,35,35,31.57894736842105
61,46,1,9,2,2,2,4,3,0,1,7753,12,1,0,4,1,26130.40532516696,5,309,51-01301,1,8,1,0,52,2,13,2,2,2,N,4,1,8180,1,1,4,2,50000.0,6,187,36-03710,251,250,31.57894736842105
62,43,1,13,2,2,2,4,1,4,1,671,11,5,0,2,2,53965.46455890012,5,390,38-00100,3,8,1,41,53,2,9,2,2,2,N,4,1,7860,5,0,3,1,48000.0,7,501,32-00405,91,62,36.84210526315789
63,36,2,11,2,2,2,4,2,0,1,7635,18,2,0,2,1,23402.86970205373,4,335,32-00405,317,2,2,92,17,2,10,2,2,2,N,0,1,9920,6,0,2,1,0.0,0,0,17-03531,114,61,47.368421052631575
64,55,2,9,2,2,2,4,10,0,1,7876,0,3,0,3,1,150828.0986457614,9,493,24-01004,454,6,2,61,34,2,0,2,2,2,N,0,1,170,1,3,5,1,58000.0,7,501,38-00100,339,339,36.84210526315789
65,86,2,9,2,2,2,4,12,0,1,7588,10,6,2,2,1,132828.57802422275,9,199,40-00200,40,9,1,57,49,2,12,2,2,2,N,4,1,7380,6,0,N,2,144600.0,9,501,06-07502,117,117,36.84210526315789
66,45,2,7,2,2,2,4,4,0,1,7545,0,1,0,3,2,27189.188431250044,0,345,30-00600,146,8,2,0,38,2,0,2,2,2,N,1,1,170,1,3,5,1,20000.0,4,144,40-00200,205,205,31.57894736842105
67,52,2,10,2,2,2,4,10,0,1,7707,15,1,0,3,2,499147.0772495384,8,497,17-03529,121,3,1,83,30,2,8,2,2,2,N,0,1,9190,6,0,3,1,5000.0,1,501,24-01004,63,25,42.10526315789473
68,88,2,3,2,2,2,4,12,0,1,7246,0,1,0,2,1,61325.12859001017,8,497,26-02702,53,1,1,100,73,2,0,2,2,2,N,0,1,170,1,0,2,1,179000.0,9,501,38-00100,14,15,52.63157894736842
69,42,2,10,2,2,2,4,6,0,2,7881,11,1,0,2,1,659813.1089145421,0,498,36-04010,1,8,2,0,73,2,9,2,2,2,N,4,1,7860,3,0,2,1,35600.0,5,501,32-00405,35,35,36.84210526315789
70,43,2,10,2,2,2,4,6,0,1,3587,7,3,0,3,2,43201.94497176093,5,497,26-02702,183,7,2,152,23,2,7,2,2,2,N,0,1,6370,6,0,4,1,24000.0,4,501,06-08507,117,148,36.84210526315789
71,25,2,0,2,2,2,4,5,4,1,7557,0,6,3,4,1,109321.49912036852,4,384,30-00600,407,5,1,201,18,2,0,2,2,2,N,0,1,180,6,0,3,1,3000.0,1,289,38-00100,6,37,42.10526315789473
72,45,2,13,2,2,1,4,11,0,1,8398,16,4,0,2,0,67731.00272738156,4,141,28-01100,124,9,2,150,33,2,7,2,2,2,N,1,1,9470,1,0,2,2,96300.0,9,501,28-01100,41,40,31.57894736842105
73,43,2,8,2,2,2,4,9,0,1,6912,5,1,0,2,1,198503.13169598032,9,499,06-07502,3,9,1,43,26,2,12,2,2,2,N,0,1,4170,6,0,N,2,100000.0,8,501,06-07502,131,52,36.84210526315789
74,69,2,0,2,2,2,4,3,4,3,7536,0,2,0,2,2,3648.035946851801,1,449,38-00100,107,8,2,0,33,2,9,2,2,2,N,1,1,170,6,2,3,2,0.0,0,0,32-00405,105,104,26.31578947368421
75,14,2,0,2,2,2,4,9,1,1,170,11,1,0,3,2,474468.87560046,4,421,24-01004,27,5,1,29,60,1,0,1,1,1,N,0,1,7860,1,0,4,1,19000.0,3,501,38-00100,85,85,21.052631578947366
76,74,2,10,2,2,2,4,7,0,1,7859,11,1,0,2,1,36581.757758546606,6,501,26-02702,72,5,2,127,73,2,0,2,2,2,N,0,1,7860,3,0,6,1,31050.0,4,242,38-00100,102,101,42.10526315789473
77,26,1,10,2,2,2,4,11,0,1,6680,13,2,0,3,2,5255.5709195090585,7,501,06-07502,104,2,2,36,32,2,8,2,2,2,N,0,1,8370,6,2,4,2,26000.0,5,110,29-01901,143,142,31.57894736842105
78,80,2,9,2,2,2,4,10,0,2,7564,4,6,0,2,0,2962.795068932931,0,216,01-01301,90,3,1,26,39,1,0,2,2,2,N,0,1,2480,4,0,4,1,20000.0,4,137,40-00200,78,34,26.31578947368421
79,55,1,7,1,1,1,4,5,0,1,5517,11,6,0,3,1,8036.068092504276,0,448,06-08507,1,5,2,36,58,2,0,2,2,2,N,0,1,7860,1,0,4,1,43000.0,6,501,38-00100,77,85,21.052631578947366
80,25,2,8,2,2,2,4,1,0,1,7602,14,6,0,3,0,639.2197894888295,2,81,30-00600,17,6,1,49,64,2,12,2,2,2,N,0,1,8680,1,0,2,2,27500.0,4,194,06-07502,45,45,36.84210526315789
81,38,2,11,2,2,2,4,2,0,1,6970,13,6,0,2,0,6373.048659903638,2,234,08-00803,228,6,2,14,39,2,0,2,2,2,N,0,1,8370,4,0,N,1,42300.0,6,323,38-00100,41,42,36.84210526315789
82,53,2,13,2,2,2,4,4,0,1,8546,11,6,1,3,2,72610.35099453239,5,496,17-03531,72,3,1,89,17,2,0,2,2,2,N,0,1,7860,6,2,3,1,14800.0,3,314,38-00100,15,26,42.10526315789473
83,28,2,0,1,2,2,4,5,0,1,3159,15,4,5,4,2,591.6626454208631,8,195,32-00405,280,3,1,61,60,2,0,2,2,2,N,0,1,8770,4,1,3,1,27600.0,5,236,40-00200,21,21,36.84210526315789
84,13,2,10,2,2,2,4,8,0,1,7592,8,1,2,3,2,41434.60527503684,6,495,40-00200,121,9,2,150,44,2,11,2,2,2,N,0,1,6570,6,1,2,1,84910.0,8,478,17-03529,83,83,31.57894736842105
85,35,2,9,2,2,2,4,7,0,1,7613,17,6,0,3,2,56930.21641686317,1,293,26-02702,46,6,1,55,27,2,0,2,2,2,N,0,1,9680,6,0,N,2,36000.0,5,274,38-00100,1699,1699,47.368421052631575
86,0,2,0,2,2,2,4,6,4,1,6323,0,6,0,2,2,395.3138953430066,1,428,17-03529,189,3,1,10,32,2,0,2,2,2,N,0,1,180,6,3,4,2,44100.0,6,333,30-00600,71,70,42.10526315789473
87,22,2,11,2,2,2,4,11,0,1,7236,12,6,0,3,1,1825.7655231054143,0,2,24-01004,12,9,2,135,38,2,7,2,2,2,N,0,1,8191,1,0,2,1,571000.0,9,501,13-04600,59,59,42.10526315789473
