SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,1,1,1,9,9,61,1,N,2
1,1,1,1,9,9,34,1,N,2
2,1,1,1,6,9,45,1,N,2
2,6,1,0,0,7,83,2,N,2
1,6,1,2,8,9,41,1,N,2
1,6,1,0,2,5,51,3,N,2
2,6,6,2,0,3,18,1,N,2
1,6,1,2,2,5,19,1,N,2
2,1,1,2,2,5,74,1,N,2
2,6,6,2,2,4,34,1,N,2
2,6,1,2,0,9,28,1,N,2
1,1,1,1,9,9,57,1,N,2
2,1,1,1,8,10,36,1,N,2
2,6,1,1,8,10,31,1,N,2
1,1,1,1,8,10,53,1,N,2
2,1,1,1,6,9,65,1,N,2
1,6,1,1,5,9,26,1,N,2
2,6,1,2,4,9,32,1,N,2
1,1,1,1,4,5,50,1,N,2
2,1,6,1,9,12,72,1,N,2
1,1,1,1,9,10,47,1,N,2
2,3,6,1,0,10,72,1,N,2
2,6,6,0,0,7,16,3,N,2
1,N,1,1,N,3,8,1,N,2
2,N,1,1,N,3,10,1,N,2
2,6,1,0,0,9,80,2,N,2
2,1,1,1,4,7,29,1,N,2
2,6,1,1,0,9,18,1,N,2
2,6,6,2,2,9,26,1,N,2
1,1,1,2,3,7,52,1,N,2
1,N,1,1,9,1,32,1,N,2
2,6,6,0,0,9,21,3,N,2
1,6,1,0,1,4,17,3,N,2
1,6,1,1,1,4,17,1,N,2
2,1,1,1,4,5,69,1,N,2
1,1,1,1,8,9,35,1,N,2
2,1,1,1,8,9,46,1,N,2
1,1,1,2,7,9,51,1,N,2
1,6,1,1,2,5,62,1,N,2
2,N,1,1,N,2,3,1,N,2
1,3,1,1,3,5,50,1,N,2
1,6,1,1,6,9,41,1,N,2
2,1,1,1,7,9,49,1,N,2
2,6,1,0,2,5,21,1,N,2
1,6,9,2,7,9,48,1,N,2
2,1,1,1,6,9,64,1,N,2
2,1,1,1,6,9,57,1,N,2
2,N,6,1,N,10,6,1,N,2
1,1,1,1,6,5,62,1,N,2
1,1,1,1,8,9,56,1,N,2
1,6,1,1,7,9,31,1,N,2
1,N,1,1,N,3,7,1,N,2
1,1,1,1,9,10,57,1,N,2
1,1,1,1,8,9,68,1,N,2
1,N,1,1,N,3,7,1,N,2
2,1,1,1,6,5,70,1,N,2
1,1,1,1,9,10,62,1,N,2
2,1,1,1,6,9,66,1,N,2
2,1,6,2,3,9,48,1,N,2
1,1,1,1,6,5,62,1,N,2
1,1,1,1,4,5,65,1,N,2
2,6,1,2,2,4,60,1,N,2
2,1,1,1,2,5,71,1,N,2
2,6,1,1,2,7,27,1,N,2
2,6,1,1,0,4,13,1,N,2
1,1,1,1,6,7,66,1,N,2
2,6,6,2,7,9,24,1,N,2
2,1,1,1,7,9,32,1,N,2
1,6,1,0,2,7,17,3,N,2
2,1,1,1,0,9,34,1,N,2
1,N,1,1,N,N,0,1,N,2
2,6,1,1,1,7,17,3,N,2
2,N,1,1,N,3,5,1,N,2
2,6,1,2,2,7,56,1,N,2
2,1,1,1,7,9,65,1,N,2
2,6,1,1,0,9,19,1,N,2
1,4,1,2,3,7,56,1,N,2
1,1,1,1,7,7,65,1,N,2
2,N,9,1,N,3,9,1,N,2
2,6,1,0,0,5,74,3,N,2
2,3,1,1,2,5,76,1,N,2
1,1,1,1,8,9,44,1,N,2
2,6,6,2,2,4,20,1,N,2
2,6,1,1,1,4,24,1,N,2
2,1,1,1,6,9,64,1,N,2
1,1,1,1,8,9,41,1,N,2
2,N,1,1,N,9,23,1,N,2
1,6,1,1,0,4,12,1,N,2
2,1,1,1,6,9,51,1,N,2
2,1,1,1,9,10,64,1,N,2
2,1,1,1,7,9,32,1,N,2
2,1,1,1,9,10,62,1,N,2
1,4,1,2,3,5,65,1,N,2
1,1,1,1,9,9,42,1,N,2
2,1,1,1,7,9,77,1,N,2
2,6,6,2,3,4,60,1,N,2
1,N,1,1,N,3,15,1,N,2
2,1,1,1,9,10,56,1,N,2
2,N,1,1,N,2,13,1,N,2
2,1,1,1,7,10,61,1,N,2
2,N,1,1,N,3,13,1,N,2
1,1,1,1,8,9,39,1,N,2
1,1,1,1,9,12,63,1,N,2
1,1,1,1,8,9,42,1,N,2
1,6,1,1,N,1,15,1,N,2
2,1,1,1,7,9,64,1,N,2
1,1,1,1,9,12,57,1,N,2
2,1,1,2,3,5,70,1,N,2
2,3,1,1,2,5,84,1,N,2
2,1,1,1,1,9,41,1,N,2
2,1,1,1,2,5,61,1,N,2
1,1,1,1,8,9,50,1,N,2
2,N,1,1,N,10,4,1,N,2
2,6,1,1,1,5,30,1,N,2
2,4,6,2,2,4,75,1,N,2
2,1,1,1,6,5,48,1,N,2
1,6,1,1,4,5,32,1,N,2
1,1,1,1,7,5,58,1,N,2
2,1,1,1,8,10,43,1,N,2
1,1,1,1,9,9,34,1,N,2
2,1,1,1,9,10,53,1,N,2
1,1,1,1,9,9,51,1,N,2
2,N,1,1,N,2,6,1,N,2
2,6,1,2,1,9,19,1,N,2
1,6,1,2,4,5,23,1,N,2
1,1,1,1,7,9,78,1,N,2
2,1,1,1,2,5,61,1,N,2
1,1,1,1,9,9,61,1,N,2
1,1,1,1,9,9,51,1,N,2
1,1,1,1,5,7,49,1,N,2
2,6,6,2,0,10,30,1,N,2
1,6,1,0,2,5,55,3,N,2
2,1,1,1,0,9,52,1,N,2
2,N,1,1,N,9,18,1,N,2
2,1,1,1,6,9,62,1,N,2
1,1,1,1,5,9,66,1,N,2
2,1,1,1,0,9,65,1,N,2
1,6,1,1,8,9,25,1,N,2
2,1,1,1,6,9,67,1,N,2
1,6,1,1,2,7,31,1,N,2
2,3,1,1,4,5,79,1,N,2
2,1,1,1,8,9,48,1,N,2
1,1,1,1,9,9,65,1,N,2
1,N,1,1,N,2,8,1,N,2
2,6,1,1,2,7,24,1,N,2
2,1,1,1,4,5,78,1,N,2
2,6,1,1,0,9,29,1,N,2
1,N,1,1,N,1,14,1,N,2
2,1,1,1,0,10,51,1,N,2
1,6,1,0,2,7,70,2,N,2
1,1,1,1,2,5,73,1,N,2
2,1,1,1,8,10,41,1,N,2
2,1,1,1,6,5,63,1,N,2
2,1,1,1,6,9,69,1,N,2
1,1,1,1,3,5,73,1,N,2
1,1,1,1,4,5,57,1,N,2
1,6,6,2,8,10,36,1,N,2
2,1,1,1,7,9,32,1,N,2
1,6,1,0,2,5,48,3,N,2
1,1,1,1,9,10,54,1,N,2
2,1,1,2,3,9,62,1,N,2
1,6,1,1,2,5,24,1,N,2
1,3,1,1,4,5,69,1,N,2
2,1,1,1,9,10,34,1,N,2
1,1,1,1,7,9,65,1,N,2
2,6,1,1,1,4,26,1,N,2
1,N,1,1,9,N,3,1,N,2
2,N,1,1,N,3,9,1,N,2
1,1,1,1,9,9,50,1,N,2
2,3,1,1,4,5,76,1,N,2
1,1,1,1,6,7,63,1,N,2
2,1,6,2,0,10,40,1,N,2
2,N,6,1,N,2,5,1,N,2
1,1,1,1,8,9,75,1,N,2
1,1,1,1,7,5,53,1,N,2
2,1,1,1,7,9,33,1,N,2
2,1,1,1,8,9,54,1,N,2
1,6,1,1,6,9,32,1,N,2
2,1,1,1,6,9,61,1,N,2
1,1,1,1,9,5,55,1,N,2
2,6,1,1,0,9,23,1,N,2
1,1,1,1,6,5,55,1,N,2
1,1,1,1,9,9,60,1,N,2
1,1,6,2,7,9,47,1,N,2
1,6,1,1,1,5,22,1,N,2
1,6,1,1,2,5,64,1,N,2
2,6,6,2,0,10,21,1,N,2
1,6,1,2,8,9,38,1,N,2
1,N,1,1,N,3,12,1,N,2
2,1,1,1,4,9,57,1,N,2
1,N,1,1,N,3,7,1,N,2
2,1,1,1,7,9,44,1,N,2
2,1,1,1,7,10,78,1,N,2
2,1,1,1,7,9,48,1,N,2
2,1,1,1,2,5,57,1,N,2
2,6,1,1,0,9,29,1,N,2
2,1,1,1,7,10,50,1,N,2
2,1,1,1,7,10,74,1,N,2
2,1,1,1,0,9,30,1,N,2
2,N,1,1,N,3,5,1,N,2
2,1,1,1,9,10,58,1,N,2
1,6,1,1,8,9,31,1,N,2
2,6,1,1,0,3,12,1,N,2
2,N,1,1,N,10,13,1,N,2
2,1,6,2,0,10,39,1,N,2
1,4,1,2,2,5,81,1,N,2
2,1,1,1,8,9,67,1,N,2
1,1,1,1,7,9,53,1,N,2
2,N,6,2,N,N,23,1,N,2
2,1,1,1,2,5,59,1,N,2
1,1,1,1,9,9,86,1,N,2
2,6,1,0,1,7,25,3,N,2
1,6,1,2,5,7,56,1,N,2
2,N,9,2,N,3,18,1,N,2
2,1,1,1,7,9,58,1,N,2
2,1,1,1,8,10,59,1,N,2
1,3,1,1,9,10,60,1,N,2
1,1,1,1,8,9,34,1,N,2
1,N,1,1,N,3,6,1,N,2
2,6,1,2,0,9,26,1,N,2
1,1,1,1,4,5,59,1,N,2
2,4,6,2,0,4,73,1,N,2
2,6,1,1,1,4,22,1,N,2
1,N,1,1,N,3,11,1,N,2
1,1,1,1,8,9,31,1,N,2
1,1,1,1,4,5,74,1,N,2
1,1,1,1,6,7,58,1,N,2
1,1,1,1,8,9,58,1,N,2
2,N,1,1,N,3,7,1,N,2
1,N,1,1,N,3,17,1,N,2
1,6,1,2,5,9,26,1,N,2
2,1,6,1,9,12,64,1,N,2
1,1,1,2,5,7,82,1,N,2
1,1,1,2,8,9,43,1,N,2
1,1,1,1,9,9,59,1,N,2
2,1,1,1,7,10,62,1,N,2
2,6,1,1,0,9,46,1,N,2
2,1,1,1,8,9,58,1,N,2
1,6,1,1,1,7,18,1,N,2
2,6,1,0,0,7,34,3,N,2
2,1,1,1,0,10,72,1,N,2
1,N,6,2,N,N,1,1,N,2
1,1,1,1,9,9,54,1,N,2
2,6,1,0,1,5,61,3,N,2
2,1,1,1,7,10,44,1,N,2
1,6,1,1,7,9,20,1,N,2
2,1,6,2,3,10,61,1,N,2
1,1,1,1,6,5,63,1,N,2
1,1,1,1,7,9,70,1,N,2
2,3,1,0,2,4,88,2,N,2
2,6,1,1,4,7,35,1,N,2
2,1,1,1,7,9,39,1,N,2
1,6,1,2,0,9,17,1,N,2
2,1,1,1,9,9,43,1,N,2
2,6,1,1,5,9,40,1,N,2
1,3,1,1,3,5,61,1,N,2
2,1,1,1,7,9,35,1,N,2
2,6,1,1,4,9,33,1,N,2
1,N,1,2,N,1,26,1,N,2
2,1,6,1,9,10,53,1,N,2
1,6,1,1,6,9,41,1,N,2
2,N,1,1,N,3,11,1,N,2
1,N,1,1,N,3,12,1,N,2
2,1,1,1,8,9,30,1,N,2
1,1,1,2,3,9,31,1,N,2
2,1,1,1,8,10,47,1,N,2
2,1,1,1,7,9,65,1,N,2
2,1,1,1,6,9,55,1,N,2
1,6,1,2,N,9,17,1,N,2
2,1,1,1,9,10,60,1,N,2
2,1,1,1,7,10,55,1,N,2
2,1,1,1,9,9,59,1,N,2
2,6,6,1,0,10,29,1,N,2
2,1,1,1,4,5,73,1,N,2
2,1,6,1,9,10,55,1,N,2
1,1,1,2,7,9,57,1,N,2
1,1,1,1,5,5,67,1,N,2
1,N,1,1,N,3,10,1,N,2
2,6,1,1,1,7,16,1,N,2
2,6,6,1,0,4,15,1,N,2
2,6,1,1,1,4,17,1,N,2
2,1,1,1,7,9,39,1,N,2
2,1,1,1,9,10,48,1,N,2
2,1,1,1,8,9,34,1,N,2
1,1,1,1,7,9,62,1,N,2
1,N,9,1,N,3,13,1,N,2
1,1,1,1,7,7,65,1,N,2
2,1,1,1,8,10,67,1,N,2
1,1,1,1,8,9,62,1,N,2
1,1,1,1,6,5,48,1,N,2
1,6,1,0,2,5,74,2,N,2
2,1,1,1,8,10,35,1,N,2
1,1,1,1,9,10,50,1,N,2
1,6,1,1,0,4,9,1,N,2
1,N,6,2,N,2,0,1,N,2
2,6,6,2,0,10,19,1,N,2
2,1,1,1,4,5,67,1,N,2
1,N,1,1,N,3,4,1,N,2
2,1,1,1,4,5,53,1,N,2
2,N,6,1,N,3,12,1,N,2
1,N,9,2,N,10,7,1,N,2
1,1,1,1,6,5,45,1,N,2
1,6,1,1,1,4,16,1,N,2
2,1,1,1,7,9,64,1,N,2
1,1,1,1,9,10,56,1,N,2
1,6,1,2,8,9,28,1,N,2
1,6,1,1,6,5,40,1,N,2
2,1,1,1,8,9,37,1,N,2
2,3,1,1,3,10,94,1,N,2
1,6,1,1,7,9,31,1,N,2
1,6,9,2,0,9,20,1,N,2
2,6,1,1,6,9,32,1,N,2
2,1,1,1,7,9,62,1,N,2
2,1,1,1,7,10,42,1,N,2
2,N,6,1,N,10,9,1,N,2
1,1,1,1,4,5,59,1,N,2
1,N,1,1,0,4,16,1,N,2
2,1,1,1,7,9,40,1,N,2
2,1,1,1,4,7,63,1,N,2
2,1,9,1,8,12,48,1,N,2
2,6,1,1,0,9,23,1,N,2
1,1,1,1,9,9,58,1,N,2
2,1,1,1,6,9,47,1,N,2
2,N,1,1,N,2,6,1,N,2
1,6,1,2,5,9,21,1,N,2
1,1,1,1,9,9,55,1,N,2
2,1,1,1,7,9,65,1,N,2
2,1,1,1,7,9,66,1,N,2
2,6,1,1,2,5,55,1,N,2
2,1,1,1,3,9,70,1,N,2
2,6,1,0,2,7,49,3,N,2
1,1,1,1,9,10,46,1,N,2
2,6,1,1,0,9,32,1,N,2
2,1,1,1,6,9,66,1,N,2
1,1,1,1,8,9,44,1,N,2
1,N,1,2,8,10,7,1,N,2
2,N,1,1,N,3,17,1,N,2
1,1,1,1,7,7,63,1,N,2
2,1,1,1,2,9,40,1,N,2
1,6,1,2,2,7,18,1,N,2
1,6,1,2,2,7,47,1,N,2
2,6,1,0,1,7,74,3,N,2
1,6,1,2,3,9,22,1,N,2
2,1,1,1,8,9,47,1,N,2
1,1,1,1,8,10,53,1,N,2
2,1,1,1,8,9,32,1,N,2
2,N,1,1,N,1,3,1,N,2
2,1,6,2,9,12,40,1,N,2
2,1,1,1,6,9,60,1,N,2
1,6,1,1,0,3,9,1,N,2
2,N,1,1,N,2,5,1,N,2
2,1,1,1,8,10,34,1,N,2
2,1,1,1,8,9,39,1,N,2
2,1,1,1,7,9,31,1,N,2
2,1,1,1,7,10,68,1,N,2
2,6,1,1,2,5,57,1,N,2
1,1,1,1,4,5,67,1,N,2
2,1,1,1,7,9,45,1,N,2
1,1,1,1,8,9,63,1,N,2
2,1,1,1,4,9,53,1,N,2
2,1,1,1,6,9,50,1,N,2
1,1,1,1,7,9,56,1,N,2
1,1,1,1,9,10,29,1,N,2
1,1,1,1,9,10,58,1,N,2
1,1,1,1,9,10,63,1,N,2
2,6,1,1,0,4,23,1,N,2
2,N,6,1,N,2,6,1,N,2
1,6,2,0,1,7,26,3,N,2
1,6,1,1,1,4,15,1,N,2
2,6,1,1,1,4,21,1,N,2
1,6,1,1,0,4,19,1,N,2
2,6,9,2,0,9,21,1,N,2
1,6,1,1,1,5,26,1,N,2
2,1,1,1,6,9,46,1,N,2
1,1,1,1,4,5,57,1,N,2
2,6,1,1,2,5,28,1,N,2
2,1,1,1,8,10,41,1,N,2
2,1,1,1,1,5,51,1,N,2
2,N,1,1,N,3,8,1,N,2
2,1,1,1,2,9,65,1,N,2
2,1,1,1,4,7,52,1,N,2
1,6,1,1,1,4,16,1,N,2
2,1,1,1,8,10,38,1,N,2
1,N,1,1,N,3,9,1,N,2
2,6,1,1,1,7,24,1,N,2
1,1,1,2,4,7,53,1,N,2
1,1,1,1,8,9,44,1,N,2
2,N,1,1,N,3,5,1,N,2
2,6,1,1,0,3,14,1,N,2
2,3,1,2,3,4,82,1,N,2
2,1,6,1,8,10,46,1,N,2
1,1,6,1,9,10,34,1,N,2
2,6,6,2,0,4,18,1,N,2
2,1,1,1,9,10,64,1,N,2
1,1,1,1,2,5,65,1,N,2
1,1,1,1,8,10,61,1,N,2
1,6,2,0,0,7,24,3,N,2
2,N,1,1,N,3,3,1,N,2
2,1,1,1,4,7,57,1,N,2
2,1,1,1,8,10,58,1,N,2
2,6,6,2,0,4,21,1,N,2
1,1,1,1,9,10,61,1,N,2
1,1,1,1,6,5,66,1,N,2
2,1,1,1,9,9,45,1,N,2
2,1,1,1,6,9,57,1,N,2
1,1,1,1,4,5,48,1,N,2
2,1,1,1,2,5,53,1,N,2
1,6,1,1,1,7,19,1,N,2
2,6,1,0,1,7,19,3,N,2
1,N,1,1,N,N,6,1,N,2
2,6,1,1,0,9,22,1,N,2
2,N,1,1,N,9,25,1,N,2
2,1,1,1,6,9,35,1,N,2
2,1,1,1,9,10,41,1,N,2
1,1,1,1,8,9,62,1,N,2
2,6,1,1,1,9,27,1,N,2
1,1,1,1,7,9,66,1,N,2
1,N,1,1,N,3,9,1,N,2
1,1,1,1,6,7,56,1,N,2
2,1,1,1,7,10,69,1,N,2
2,1,1,1,9,10,66,1,N,2
1,1,1,1,8,9,55,1,N,2
2,1,1,1,7,9,77,1,N,2
2,1,1,1,4,7,70,1,N,2
1,1,1,1,9,9,35,1,N,2
2,6,1,1,1,4,19,1,N,2
2,1,1,1,6,9,34,1,N,2
1,1,1,1,7,9,73,1,N,2
1,1,1,2,4,5,65,1,N,2
2,N,1,1,N,2,4,1,N,2
1,6,1,2,2,4,17,1,N,2
2,6,1,0,2,5,71,1,N,2
1,6,9,0,0,7,19,3,N,2
2,1,1,1,4,5,53,1,N,2
2,1,1,1,6,7,70,1,N,2
1,1,1,1,9,9,70,1,N,2
2,6,6,2,1,4,16,1,N,2
2,3,1,1,6,5,61,1,N,2
1,1,1,1,9,10,53,1,N,2
2,6,1,1,2,7,34,1,N,2
1,1,1,1,8,9,64,1,N,2
2,N,1,1,N,3,7,1,N,2
2,1,1,2,4,9,59,1,N,2
1,6,1,1,0,9,19,1,N,2
2,1,6,2,3,10,62,1,N,2
1,N,1,1,N,9,7,1,N,2
2,1,1,1,6,9,37,1,N,2
2,1,1,1,6,5,64,1,N,2
2,1,1,1,8,10,32,1,N,2
1,1,1,2,4,5,56,1,N,2
1,1,1,1,9,7,68,1,N,2
2,3,1,1,3,5,91,1,N,2
2,1,1,1,7,7,74,1,N,2
2,1,1,1,8,10,62,1,N,2
2,N,1,1,N,1,9,1,N,2
2,1,1,1,7,9,36,1,N,2
2,1,1,1,4,5,53,1,N,2
2,6,1,0,2,7,65,1,N,2
2,6,1,2,2,7,55,1,N,2
2,6,1,0,1,7,14,3,N,2
2,6,1,1,2,5,53,1,N,2
1,1,1,1,9,10,49,1,N,2
2,1,1,1,6,7,54,1,N,2
1,N,1,2,N,N,2,1,N,2
1,6,1,1,7,9,33,1,N,2
1,6,1,1,0,4,20,1,N,2
1,N,1,1,N,3,16,1,N,2
2,1,1,2,2,5,67,1,N,2
2,1,6,1,9,12,53,1,N,2
2,1,1,1,2,5,58,1,N,2
2,6,1,1,2,5,60,1,N,2
1,1,1,1,8,9,51,1,N,2
2,1,1,1,2,5,85,1,N,2
1,6,1,0,1,7,19,3,N,2
2,1,1,1,7,9,61,1,N,2
1,N,1,1,N,3,6,1,N,2
1,1,1,2,4,5,61,1,N,2
2,1,1,1,8,10,57,1,N,2
2,6,6,2,7,10,28,1,N,2
1,1,1,1,9,9,41,1,N,2
2,1,1,1,9,10,60,1,N,2
1,1,1,1,9,9,39,1,N,2
2,N,1,1,N,3,6,1,N,2
1,1,1,1,7,7,74,1,N,2
1,6,1,1,0,4,6,1,N,2
2,1,1,1,8,9,49,1,N,2
2,6,1,1,1,9,29,1,N,2
2,1,1,1,4,7,56,1,N,2
2,3,1,1,3,9,80,1,N,2
2,6,6,2,0,4,16,1,N,2
2,1,1,1,8,9,36,1,N,2
1,1,1,1,8,9,65,1,N,2
2,1,1,1,9,10,30,1,N,2
2,6,1,2,2,9,33,1,N,2
1,1,1,1,7,5,67,1,N,2
2,6,1,1,0,4,17,1,N,2
2,6,1,1,1,7,30,1,N,2
2,1,1,1,9,10,39,1,N,2
1,1,1,2,7,10,60,1,N,2
1,1,1,1,9,10,59,1,N,2
2,1,1,1,4,9,49,1,N,2
1,1,1,1,6,5,51,1,N,2
2,1,1,1,2,5,58,1,N,2
2,1,1,1,9,10,67,1,N,2
2,N,1,1,N,2,7,1,N,2
1,1,1,2,3,10,84,1,N,2
1,6,1,1,7,9,22,1,N,2
2,N,1,1,N,3,12,1,N,2
1,6,1,1,0,4,17,1,N,2
1,6,1,2,0,9,21,1,N,2
2,6,1,1,0,9,36,1,N,2
2,N,1,1,N,3,7,1,N,2
1,3,1,1,7,7,72,1,N,2
1,N,1,1,N,3,15,1,N,2
1,1,1,1,9,10,71,1,N,2
1,1,1,1,9,9,59,1,N,2
2,6,1,1,2,9,22,1,N,2
1,1,6,1,9,12,64,1,N,2
2,1,6,2,8,10,50,1,N,2
2,1,1,1,7,9,35,1,N,2
2,N,1,1,N,2,7,1,N,2
2,1,1,1,2,9,63,1,N,2
2,1,1,1,4,9,60,1,N,2
1,6,6,2,7,9,31,1,N,2
2,6,1,1,2,5,25,1,N,2
1,1,1,2,8,10,46,1,N,2
2,1,1,1,4,7,59,1,N,2
2,1,1,1,0,9,48,1,N,2
1,3,1,0,2,5,83,2,N,1
1,6,1,1,7,9,25,1,N,2
1,N,1,1,9,N,3,1,N,2
1,1,1,2,7,9,42,1,N,2
1,1,1,1,9,10,67,1,N,2
1,1,1,1,9,9,75,1,N,2
1,6,1,1,N,3,20,1,N,2
1,1,1,1,8,9,49,1,N,2
1,N,1,1,N,1,10,1,N,2
2,1,1,1,7,10,54,1,N,2
2,1,1,1,0,10,68,1,N,2
2,1,1,1,6,9,42,1,N,2
1,1,1,1,9,10,55,1,N,2
1,6,1,2,2,5,56,1,N,2
2,6,6,2,0,9,23,1,N,2
1,6,1,1,2,5,23,1,N,2
2,N,1,1,N,2,10,1,N,2
2,N,1,1,N,3,3,1,N,2
2,6,1,2,2,5,57,1,N,2
2,6,1,0,1,7,19,3,N,2
1,1,1,2,7,9,48,1,N,2
2,3,1,0,2,5,92,2,N,2
1,3,1,1,5,5,68,1,N,2
1,6,1,2,2,7,32,1,N,2
1,6,1,1,1,5,18,1,N,2
2,3,1,1,4,5,89,1,N,2
2,1,1,1,6,9,58,1,N,2
2,1,1,1,0,10,48,1,N,2
2,6,1,0,2,5,32,3,N,2
1,1,6,1,9,10,39,1,N,2
1,1,1,1,9,10,49,1,N,2
1,1,1,1,9,9,39,1,N,2
2,6,1,1,0,4,22,1,N,2
2,1,6,1,9,12,53,1,N,2
1,6,1,1,6,5,40,1,N,2
2,1,1,1,9,9,67,1,N,2
2,1,6,2,8,10,43,1,N,2
1,6,1,1,7,9,34,1,N,2
1,1,1,1,7,9,63,1,N,2
2,1,1,1,8,10,61,1,N,2
2,1,1,1,4,9,69,1,N,2
2,1,1,1,2,9,26,1,N,2
1,6,1,1,1,4,16,1,N,2
2,6,1,1,0,3,8,1,N,2
1,6,1,1,0,4,15,1,N,2
1,1,1,1,9,9,62,1,N,2
2,1,1,1,6,7,53,1,N,2
1,1,1,1,9,10,53,1,N,2
1,6,1,1,0,4,16,1,N,2
2,1,1,1,7,9,52,1,N,2
2,6,1,1,1,4,20,1,N,2
1,1,1,1,9,9,51,1,N,2
2,N,9,1,N,3,20,1,N,2
1,6,1,1,N,3,15,1,N,2
2,3,1,1,2,5,84,1,N,2
2,6,1,1,4,7,25,1,N,2
2,1,6,1,8,10,42,1,N,2
1,N,1,1,N,2,8,1,N,2
1,1,1,2,8,9,44,1,N,2
2,6,1,1,4,5,26,1,N,2
2,1,1,1,7,10,67,1,N,2
2,1,1,1,7,10,54,1,N,2
2,1,1,1,9,10,42,1,N,2
1,1,1,1,8,10,43,1,N,2
2,1,6,1,9,12,36,1,N,2
1,6,1,1,7,9,24,1,N,2
2,3,1,1,6,9,67,1,N,2
1,N,1,1,N,3,6,1,N,2
1,6,1,2,0,4,24,1,N,2
2,6,1,2,2,5,65,1,N,2
1,6,1,2,2,7,27,1,N,2
2,1,1,1,4,9,60,1,N,2
2,N,1,1,N,1,14,1,N,2
1,1,1,1,8,9,41,1,N,2
1,1,1,1,8,9,35,1,N,2
1,1,1,1,9,10,56,1,N,2
2,N,1,1,N,3,7,1,N,2
1,6,1,1,8,9,8,1,N,2
1,1,1,1,9,10,59,1,N,2
2,1,1,1,4,7,63,1,N,2
2,1,1,1,0,10,40,1,N,2
1,1,1,1,4,5,57,1,N,2
1,1,1,1,9,9,52,1,N,2
1,1,1,1,9,9,58,1,N,2
2,N,1,1,N,3,9,1,N,2
2,1,1,1,7,10,63,1,N,2
2,1,1,1,7,7,81,1,N,2
2,1,1,1,8,9,31,1,N,2
1,1,1,1,9,10,53,1,N,2
2,N,1,1,N,2,3,1,N,2
2,1,6,2,7,10,56,1,N,2
2,1,9,2,7,10,38,1,N,2
2,6,1,0,1,7,29,3,N,2
2,1,1,1,4,5,63,1,N,2
1,1,1,1,7,9,56,1,N,2
2,1,1,1,2,5,70,1,N,2
2,1,1,1,8,10,28,1,N,2
1,1,1,1,8,9,36,1,N,2
2,6,1,1,1,9,21,1,N,2
2,1,1,1,N,10,32,1,N,2
2,1,1,2,3,9,70,1,N,2
2,1,1,1,4,9,51,1,N,2
1,1,1,1,5,5,72,1,N,2
2,1,1,1,6,9,41,1,N,2
2,6,1,1,0,4,27,1,N,2
1,1,1,1,9,10,48,1,N,2
1,1,1,1,9,11,45,1,N,2
1,6,1,0,2,5,64,1,N,2
1,N,1,1,N,3,11,1,N,2
1,1,1,1,9,9,36,1,N,2
1,N,1,1,N,3,13,1,N,2
2,6,1,1,0,4,18,1,N,2
1,1,1,1,7,9,53,1,N,2
2,1,1,1,8,9,48,1,N,2
2,6,6,2,0,9,19,1,N,2
2,1,6,1,8,10,51,1,N,2
