PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
48-02507,1,1,4,1,1,2,0,2,2,2,2,34,0,6,9,8,N,118,82069.334235,3731.1
48-02510,2,1,1,1,1,1,4,2,2,2,2,48,2,5,2,1,N,483,475470.32357999997,3092.4
48-02507,2,4,0,1,1,1,10,2,2,2,2,39,0,2,10,7,N,501,58109.176376999996,3731.1
48-02515,1,4,0,1,1,1,14,2,2,2,2,77,0,3,4,5,N,114,1100.8494924000006,2134.8
48-02507,1,6,0,1,1,1,4,2,2,2,2,39,0,6,5,8,N,137,34512.597462000005,3731.1
48-02516,2,2,2,7,1,2,0,2,2,2,1,84,6,8,3,3,6,352,637507.787805,1338.4
48-02515,2,6,0,8,1,2,10,1,2,2,2,25,3,4,9,6,N,418,20.595781500000157,2134.8
48-02102,1,1,0,6,1,1,7,2,2,2,2,18,0,2,4,6,N,22,415.2796347000003,450.89999999999975
48-02507,2,3,0,5,1,1,13,1,1,2,1,75,4,8,7,4,N,426,296.1285499200003,3731.1
48-02515,2,4,1,9,1,2,17,2,2,2,2,18,0,4,4,0,N,149,552520.52226,2134.8
48-02102,2,1,0,1,1,1,10,2,1,1,1,72,1,2,9,8,N,501,50905.0349325,450.89999999999975
48-02102,2,6,4,9,1,1,6,2,1,1,1,84,2,3,5,3,2,238,314178.46658099996,450.89999999999975
48-02102,2,1,0,1,1,1,1,2,2,2,2,60,0,2,10,9,N,501,4368.4637241,450.89999999999975
48-02102,1,1,0,1,1,1,6,2,2,2,2,18,0,2,5,9,N,139,17956.4940345,450.89999999999975
48-02507,2,1,0,1,1,2,9,2,2,2,2,18,0,3,5,1,N,449,29146.6255416,3731.1
48-02101,1,6,1,1,1,1,6,2,2,2,2,65,1,6,2,5,N,470,16681.622636699998,357.4
48-02101,2,N,0,1,1,2,N,2,2,2,2,12,2,3,2,N,N,501,N,357.4
48-02507,2,1,0,1,1,1,15,2,2,2,2,27,1,2,7,3,N,257,74.30096394000066,3731.1
48-02102,2,6,0,1,1,1,8,2,2,2,2,47,0,2,5,3,N,375,27789.683355,450.89999999999975
48-02102,2,6,0,1,1,2,17,2,2,2,2,44,2,5,6,0,1,472,-0.5219423999997161,450.89999999999975
48-02510,2,1,0,1,1,1,N,2,2,2,2,62,0,2,7,0,N,501,1793.3429304000001,3092.4
48-02102,1,1,0,1,1,1,7,2,2,2,2,54,0,2,7,7,N,501,49166.451222,450.89999999999975
48-02507,2,6,0,1,1,2,8,2,2,2,2,84,3,13,10,7,N,85,63879.334407,3731.1
48-02102,2,1,0,1,1,1,6,2,2,2,2,32,0,4,7,3,N,355,4049.4179334,450.89999999999975
48-02515,1,6,2,1,1,2,8,2,1,2,2,25,0,N,4,9,N,501,810.8250212999992,2134.8
48-02507,2,4,0,1,1,2,11,2,2,2,2,39,0,3,5,3,N,180,46878.572265,3731.1
48-02102,1,6,0,1,1,1,14,2,2,2,2,22,0,3,6,6,N,436,22914.364861500002,450.89999999999975
48-02516,1,6,1,1,1,2,4,2,2,2,2,87,1,6,5,6,1,460,109791.955707,1338.4
48-02516,1,N,1,1,1,2,N,N,2,2,2,9,2,5,3,N,N,200,N,1338.4
48-02510,1,1,0,1,1,1,6,2,2,2,2,46,1,2,7,4,N,100,89711.44016099999,3092.4
48-02101,2,2,0,6,1,1,3,2,2,1,1,80,4,10,12,7,N,501,87481.219623,357.4
48-02102,2,1,0,1,1,1,7,2,1,2,2,63,0,2,9,8,N,501,16922.2409601,450.89999999999975
48-02515,1,1,0,1,1,1,17,2,2,2,2,28,1,3,7,8,N,501,68195.413629,2134.8
48-02510,1,1,0,1,1,1,10,2,2,2,2,72,0,2,5,4,N,501,9668.8567038,3092.4
48-02102,1,1,0,1,1,1,6,2,2,2,2,23,0,2,3,9,N,341,183.96096347999992,450.89999999999975
48-02507,2,N,0,1,1,1,N,2,2,2,2,9,0,2,5,N,N,114,N,3731.1
48-02515,2,6,0,1,1,1,2,2,2,2,2,71,0,3,7,2,N,501,210354.40797,2134.8
48-02102,1,2,1,2,1,2,17,2,2,2,2,54,1,6,4,1,6,117,36885.2122065,450.89999999999975
48-02102,1,2,4,1,1,1,9,2,2,2,2,15,2,5,6,3,N,501,69682.379655,450.89999999999975
48-02515,1,6,0,1,1,1,7,2,2,2,2,16,0,2,4,0,N,267,10636.3409397,2134.8
48-02102,2,3,0,1,1,1,5,2,2,1,2,43,0,6,4,2,N,150,16572.193507800002,450.89999999999975
48-02515,2,3,0,1,1,1,6,2,2,2,2,91,0,2,4,1,N,501,58081.138458,2134.8
48-02102,1,5,4,3,1,1,2,2,1,1,1,90,N,9,5,3,3,265,380985.363192,450.89999999999975
48-02510,2,1,0,1,1,1,8,2,2,2,2,82,1,3,9,0,N,501,27079.646118000004,3092.4
48-02510,2,4,0,1,1,1,0,2,2,2,2,85,0,2,5,0,N,501,53796.0287382,3092.4
48-02102,1,6,0,1,1,1,0,2,2,2,2,30,0,2,4,2,N,27,11659.596345599999,450.89999999999975
48-02510,1,6,0,1,1,1,11,2,2,2,2,52,0,7,11,6,N,501,36493.125648,3092.4
48-02516,2,1,0,1,1,1,3,2,2,2,1,32,2,4,7,8,N,66,100760.301348,1338.4
48-02516,2,1,0,1,1,1,12,2,2,2,2,68,5,N,10,6,N,485,65069.1348825,1338.4
48-02510,2,1,0,1,1,1,6,2,2,2,2,58,0,3,10,5,N,501,45360.284676,3092.4
48-02510,1,4,0,1,1,1,16,2,2,2,2,54,2,5,2,7,N,60,476307.56817000004,3092.4
48-02516,1,6,1,1,1,1,10,2,2,2,2,22,0,2,4,0,N,1,-0.6556577999999718,1338.4
48-02101,2,N,1,1,1,1,N,2,2,2,2,8,1,5,2,N,N,501,N,357.4
48-02510,1,1,0,1,1,1,2,2,2,2,2,38,0,3,9,5,N,427,27187.003504499997,3092.4
48-02101,1,1,0,1,1,1,16,2,2,2,2,66,0,2,10,9,N,501,137141.240397,357.4
48-02507,1,N,0,1,1,1,N,2,2,2,2,13,0,4,5,N,N,421,N,3731.1
48-02515,2,6,0,1,1,1,14,2,2,2,2,33,0,4,5,4,N,501,16295.167358400002,2134.8
48-02515,1,3,0,1,1,1,1,2,1,2,2,77,2,N,5,1,N,366,490545.55011,2134.8
48-02516,1,1,0,1,1,1,9,2,2,2,2,15,0,2,5,9,N,501,53163.95350349999,1338.4
48-02515,2,4,1,1,1,2,12,2,2,2,2,74,2,5,3,0,N,306,136.4838719999998,2134.8
48-02507,2,1,0,1,1,1,12,2,2,2,2,68,0,2,7,7,N,501,66807.68474099999,3731.1
48-02102,1,6,0,1,1,1,14,2,2,2,2,30,0,3,7,3,N,400,17745.5402187,450.89999999999975
48-02102,2,1,1,1,1,2,3,2,2,2,2,44,0,2,12,8,N,0,190054.54839,450.89999999999975
48-02516,2,1,0,1,1,1,0,2,2,2,2,19,0,4,10,2,N,232,31427.184849900004,1338.4
48-02516,1,N,0,1,1,1,N,2,2,2,2,8,0,3,5,N,N,153,N,1338.4
48-02507,1,5,0,1,1,1,3,2,2,2,2,61,1,3,10,6,N,164,47240.196254999995,3731.1
48-02515,2,3,0,1,1,1,12,2,2,2,1,67,0,2,7,5,N,501,65960.614608,2134.8
48-02515,2,2,3,1,1,1,15,2,2,1,1,86,1,4,2,5,N,186,483264.83121,2134.8
48-02101,1,2,3,1,1,1,1,1,1,1,1,35,10,11,4,0,4,377,10382.780150399998,357.4
48-02516,1,1,0,1,1,1,13,2,2,2,2,81,2,4,8,6,N,52,106416.50508300001,1338.4
48-02516,2,6,2,5,1,2,7,1,2,1,1,20,5,N,7,8,6,382,499217.67084000004,1338.4
48-02516,2,1,0,1,1,1,11,2,2,2,2,58,1,2,1,2,N,212,-85.62671669999963,1338.4
48-02515,2,1,0,1,1,1,15,2,2,2,2,69,0,2,3,2,N,322,180.29631522,2134.8
48-02516,2,1,0,1,1,1,3,2,2,2,2,67,0,2,9,9,N,501,28152.11133,1338.4
48-02102,2,4,0,1,1,1,13,2,2,2,1,27,1,10,8,0,1,471,19463.2262433,450.89999999999975
48-02515,2,6,4,1,1,1,7,2,2,2,2,32,3,5,5,0,N,395,387973.465404,2134.8
48-02510,1,6,2,2,1,2,2,2,2,2,2,16,2,4,4,9,N,293,7886.728319399999,3092.4
48-02516,2,4,1,8,1,1,13,1,2,1,2,23,4,5,12,5,1,361,244077.51648,1338.4
48-02516,2,6,0,1,1,2,0,1,2,2,2,16,0,2,6,7,N,109,3842.9351205000003,1338.4
48-02510,2,5,3,1,1,2,17,1,2,2,2,47,3,7,3,1,4,317,571015.249329,3092.4
48-02510,1,4,0,1,1,2,7,2,2,2,2,70,1,2,4,1,N,348,50.74741937999988,3092.4
48-02102,2,N,0,1,1,1,N,2,2,2,2,13,0,2,5,N,N,501,N,450.89999999999975
48-02102,1,1,0,1,1,1,6,2,2,2,2,45,0,3,7,7,N,338,211485.29327099997,450.89999999999975
48-02101,1,6,0,1,1,1,4,2,2,2,2,30,0,2,5,9,N,41,18222.1281396,357.4
48-02510,1,1,0,1,1,1,9,2,2,2,2,18,0,4,2,2,N,293,805999.5251280001,3092.4
48-02101,1,1,0,1,1,1,8,2,2,2,2,48,0,7,1,9,N,501,121749.16760999999,357.4
48-02101,2,6,1,1,1,1,16,2,2,2,1,87,3,5,9,2,1,46,6599.0058561000005,357.4
48-02515,2,3,1,2,1,1,12,2,1,2,2,46,0,6,4,1,N,386,10236.103665899998,2134.8
48-02102,2,5,0,1,1,2,12,2,2,2,2,44,0,4,5,1,N,501,41695.0922451,450.89999999999975
48-02102,2,1,0,1,1,1,10,2,2,2,2,37,0,N,7,5,N,16,-64.34277947999999,450.89999999999975
48-02516,1,6,0,1,1,1,7,2,2,2,2,66,0,2,9,0,N,368,45744.5700411,1338.4
48-02102,1,1,0,1,1,2,2,2,2,2,2,61,1,6,9,0,N,501,548.1978201000002,450.89999999999975
48-02510,1,4,1,1,1,2,6,2,2,2,2,24,5,6,3,2,N,431,20801.8324941,3092.4
48-02510,2,4,1,1,1,1,12,2,2,2,2,44,0,2,7,6,N,459,37842.4900644,3092.4
48-02516,1,4,1,1,1,2,0,2,2,2,2,22,1,5,3,0,N,134,26662.212028199996,1338.4
48-02507,2,6,0,1,1,1,5,2,2,2,2,18,0,2,4,3,N,173,6845.6870727000005,3731.1
48-02101,2,4,0,1,1,1,15,2,2,2,2,16,0,2,3,2,N,203,6683.6527821,357.4
48-02102,1,2,1,6,1,1,3,2,2,2,2,49,4,5,2,9,N,305,92471.131368,450.89999999999975
48-02507,2,1,0,1,1,1,10,2,2,2,2,68,1,3,6,5,N,111,19065.046324799998,3731.1
48-02516,1,1,0,6,1,1,15,2,2,2,2,59,2,3,7,9,N,501,25471.62534,1338.4
48-02102,1,N,0,1,1,1,N,2,N,2,2,5,0,2,1,N,N,477,N,450.89999999999975
48-02515,2,1,0,1,1,2,11,2,1,2,2,45,0,2,4,1,N,328,47362.647402,2134.8
48-02515,1,1,0,1,1,1,15,2,2,2,2,69,1,4,7,7,N,501,27172.68834,2134.8
48-02515,2,4,0,1,1,2,18,2,2,2,2,33,0,3,7,9,N,501,-94.06542789000014,2134.8
48-02516,1,1,0,3,1,1,7,2,2,2,2,40,0,2,7,9,N,501,19026.769868400002,1338.4
48-02516,2,1,4,1,1,1,14,2,2,2,2,46,2,4,7,4,N,141,21415.8451479,1338.4
48-02515,1,6,1,1,1,2,10,2,2,2,2,32,4,5,4,7,N,21,31.078899600000113,2134.8
48-02101,2,6,0,1,1,1,9,2,2,2,2,47,1,6,4,6,N,501,-5.0950090800006365,357.4
48-02516,2,1,3,5,1,1,0,2,2,1,1,58,5,13,11,4,N,357,10123.420513500001,1338.4
48-02101,2,6,0,1,1,1,11,2,2,2,2,17,0,3,5,0,N,288,-9.45480815999963,357.4
48-02515,2,4,0,1,1,2,6,2,2,2,2,33,2,N,7,5,N,398,288.7961220899997,2134.8
48-02515,1,3,0,1,1,1,N,2,2,2,2,64,4,N,5,5,N,501,30693.535842899997,2134.8
48-02507,1,N,0,1,1,1,N,2,2,2,2,11,2,3,4,N,N,203,N,3731.1
48-02101,2,4,0,1,1,1,4,2,2,2,2,76,0,2,7,7,N,490,69267.235653,357.4
48-02101,1,1,0,1,1,1,7,2,2,2,2,57,2,4,9,7,N,501,31524.373941899998,357.4
48-02102,1,1,0,1,1,1,13,2,2,2,2,29,0,3,4,3,N,15,56.61811785000009,450.89999999999975
48-02515,2,5,0,1,1,2,2,1,2,2,1,91,0,9,7,3,N,176,901.6363965,2134.8
48-02101,1,2,3,5,1,2,14,1,1,2,2,22,3,7,4,4,4,232,14654.288982900001,357.4
48-02102,2,6,0,1,1,1,12,2,2,2,2,57,0,2,5,1,N,345,47590.996068,450.89999999999975
48-02101,2,1,1,1,1,1,8,2,2,2,2,59,0,3,9,7,N,320,29392.880223,357.4
48-02516,1,1,1,2,1,1,2,2,2,2,2,34,0,2,5,8,N,318,19929.9843897,1338.4
48-02507,2,1,0,2,1,1,15,2,2,2,2,63,1,2,12,5,N,286,47407.789044,3731.1
48-02510,1,3,0,1,1,1,1,2,2,2,2,82,3,N,9,0,N,492,408333.742341,3092.4
48-02507,2,6,0,2,1,1,1,2,2,2,2,34,3,9,6,3,N,111,37001.371113,3731.1
48-02101,2,3,1,1,1,1,6,2,2,2,2,48,9,N,3,3,N,328,8436.9418014,357.4
48-02102,1,6,0,6,1,2,13,2,2,2,2,30,3,5,4,6,N,348,47556.58212479999,450.89999999999975
48-02101,2,5,0,1,1,1,7,2,2,2,2,51,1,3,7,3,N,501,-874.3890647099997,357.4
48-02516,2,1,0,1,1,1,2,2,2,2,2,46,0,3,4,1,N,325,24730.203913800004,1338.4
48-02101,2,5,1,4,1,1,8,2,2,2,1,77,1,N,8,2,N,501,297172.330434,357.4
48-02510,1,6,0,1,1,1,6,2,2,2,2,15,0,3,4,3,N,496,11743.872592200001,3092.4
48-02516,2,1,0,1,1,1,7,2,2,2,2,65,0,5,8,0,N,123,77536.551435,1338.4
48-02516,1,1,0,1,1,1,11,2,2,2,2,48,1,4,9,6,N,501,84884.246517,1338.4
48-02102,2,1,0,1,1,1,N,2,2,2,2,45,0,3,7,7,N,501,11263.268977800002,450.89999999999975
48-02102,2,N,0,1,1,1,N,N,N,2,2,3,3,5,3,N,N,500,N,450.89999999999975
48-02102,1,1,0,1,1,1,11,2,2,2,1,53,0,2,9,6,N,494,40477.000806899996,450.89999999999975
48-02510,2,4,0,1,1,2,4,2,2,2,2,26,3,7,7,6,N,87,31605.035641199996,3092.4
48-02507,2,3,0,1,1,1,1,2,2,2,2,37,0,4,1,4,N,442,15808.541473199999,3731.1
48-02510,2,1,0,1,1,2,10,2,2,2,2,74,1,2,10,2,N,500,6602.4299859,3092.4
48-02515,1,6,0,1,1,2,12,2,2,2,2,42,0,N,7,7,N,501,65006.783729999996,2134.8
48-02516,2,6,0,1,1,1,1,2,2,2,2,15,4,N,6,0,N,362,320028.62535,1338.4
48-02516,2,1,0,1,1,1,16,2,2,2,2,15,0,3,4,3,N,358,-0.5693351999998413,1338.4
48-02507,1,1,0,1,1,1,10,2,2,2,2,61,0,4,9,9,N,501,62525.83835399999,3731.1
48-02510,1,1,4,1,1,1,4,1,2,2,2,45,0,2,3,2,2,87,673085.224245,3092.4
48-02101,2,2,0,1,1,1,11,2,1,2,1,90,2,8,7,7,5,304,4.859256149999965,357.4
48-02102,1,3,1,1,1,1,7,2,2,2,2,17,0,2,6,8,N,501,8850.0352185,450.89999999999975
48-02507,1,6,0,1,1,1,4,2,2,2,2,47,0,3,4,6,N,216,3278.4754474500005,3731.1
48-02102,1,6,0,2,1,2,11,1,1,2,1,48,0,3,11,3,4,0,1.6147112099997685,450.89999999999975
48-02102,2,1,0,1,1,1,11,2,2,2,2,28,0,2,10,8,N,63,77402.125143,450.89999999999975
48-02516,2,1,0,1,1,1,12,2,2,2,2,48,0,2,5,3,N,267,11083.2626604,1338.4
48-02510,2,1,0,3,1,1,11,2,2,2,2,56,0,2,9,9,N,501,128815.933407,3092.4
48-02101,1,1,0,1,1,1,5,2,2,1,2,48,0,2,7,3,4,151,29454.3148326,357.4
48-02510,1,4,1,1,1,1,6,2,2,2,2,75,0,3,5,6,N,501,122140.429026,3092.4
48-02102,1,N,0,1,1,2,N,2,N,2,2,5,0,4,6,N,N,0,N,450.89999999999975
48-02101,2,6,0,1,1,1,7,2,2,2,2,59,0,3,6,0,N,501,8142.716297100002,357.4
48-02101,1,1,0,1,1,1,6,2,2,2,2,59,0,2,5,0,N,501,1564.2182073000004,357.4
48-02101,2,1,0,8,1,1,18,1,1,2,2,77,5,N,3,0,N,262,15425.265744,357.4
48-02101,1,N,0,2,1,1,N,2,2,2,2,10,0,5,1,N,N,128,N,357.4
48-02102,1,6,0,1,1,1,11,2,1,2,2,88,0,5,1,9,N,239,8131.581528000001,450.89999999999975
48-02102,1,1,0,1,1,1,11,2,2,2,2,69,0,3,9,9,N,501,70314.650385,450.89999999999975
48-02101,1,1,0,1,1,2,15,2,2,2,2,30,2,4,7,7,N,293,737.3754905999995,357.4
48-02515,1,3,3,2,1,2,11,2,1,2,2,87,0,7,1,7,N,235,532366.64943,2134.8
48-02510,1,6,1,1,1,1,6,1,2,2,2,41,4,6,1,3,N,198,673733.95551,3092.4
48-02515,2,1,0,1,1,1,15,2,2,2,2,69,2,3,5,7,N,114,70049.470743,2134.8
48-02507,2,1,1,1,1,1,7,2,2,2,2,58,0,2,3,5,N,440,26877.782410499996,3731.1
48-02102,2,6,0,9,1,2,10,2,2,1,2,82,2,3,5,3,N,421,36491.554915199995,450.89999999999975
48-02102,2,1,0,1,1,1,3,2,2,2,2,48,0,2,9,8,N,501,-35.18021241000042,450.89999999999975
48-02507,2,N,0,1,1,1,N,2,2,2,2,6,3,5,3,N,N,501,N,3731.1
48-02515,2,N,4,2,1,1,N,N,2,2,2,10,0,2,5,N,N,41,N,2134.8
48-02515,2,3,4,1,1,1,16,2,2,2,2,28,1,6,9,0,N,501,171.45383430000038,2134.8
48-02507,2,6,0,1,1,1,6,2,2,2,2,40,0,N,7,4,N,199,-3.556520310000451,3731.1
48-02515,2,1,0,1,1,1,6,2,2,2,2,59,3,4,5,3,N,152,28103.648806799996,2134.8
48-02102,2,N,0,1,1,1,N,N,N,2,2,2,1,3,N,N,N,501,N,450.89999999999975
48-02102,2,3,0,9,1,1,13,2,2,1,1,48,3,8,3,4,5,355,444020.54613,450.89999999999975
48-02516,1,1,0,1,1,1,4,2,2,2,2,57,0,3,7,6,N,501,28553.786467499995,1338.4
48-02102,1,6,0,1,1,1,11,2,2,2,2,32,3,5,3,7,N,139,13157.2722981,450.89999999999975
48-02510,2,6,0,1,1,2,0,2,2,2,2,81,4,6,9,1,N,317,7.578502680000383,3092.4
48-02101,2,1,1,1,1,1,7,2,2,2,2,36,0,4,8,4,N,336,37301.4589374,357.4
48-02515,2,1,0,1,1,1,17,2,2,2,2,67,0,2,4,0,N,326,611.1870828000001,2134.8
48-02510,1,1,0,1,1,1,7,2,2,2,2,55,1,3,9,4,N,191,37502.11836,3092.4
48-02510,1,6,0,1,1,1,0,2,2,2,2,16,2,4,5,2,N,483,37959.399639,3092.4
48-02101,1,N,1,1,1,1,N,2,2,2,2,7,4,6,3,N,N,310,N,357.4
48-02515,1,4,4,1,1,2,1,2,2,2,2,32,2,6,11,8,5,446,80017.496811,2134.8
48-02102,2,1,0,1,1,1,12,2,2,2,2,29,0,2,5,2,N,110,-6150.476274558,450.89999999999975
48-02507,1,N,0,1,1,1,N,2,2,2,2,14,1,3,3,N,N,239,N,3731.1
48-02101,1,1,0,1,1,1,4,2,2,2,2,31,0,4,7,8,N,501,90404.76635820001,357.4
48-02510,1,6,0,1,1,1,6,2,2,2,2,65,3,4,9,4,N,496,10315.475604,3092.4
48-02102,1,4,0,1,1,1,10,2,2,2,2,91,0,2,9,9,N,463,50630.931057,450.89999999999975
48-02101,2,1,0,1,1,1,10,2,2,2,2,51,0,2,8,7,N,499,4814.3004882000005,357.4
48-02515,1,4,1,1,1,1,14,2,2,2,2,18,2,6,5,9,N,307,31828.465611600004,2134.8
48-02510,1,1,0,6,1,1,15,2,2,2,2,86,0,7,5,4,N,190,489.6296285999997,3092.4
48-02510,1,5,0,1,1,1,6,2,2,2,2,50,2,6,9,9,N,324,77190.25393800001,3092.4
48-02101,2,6,0,1,1,1,12,2,2,2,2,36,1,N,9,0,N,215,8990.4981684,357.4
48-02516,1,N,0,1,1,1,N,2,2,2,2,12,2,3,5,N,N,501,N,1338.4
48-02516,2,6,0,1,1,1,5,2,2,2,2,23,4,6,10,4,N,492,68.4963614999997,1338.4
48-02101,1,1,0,1,1,1,16,2,2,2,2,79,0,2,4,5,N,244,41306.8326552,357.4
48-02510,1,2,0,5,1,2,14,1,1,2,2,85,3,5,4,7,N,55,440390.08839,3092.4
48-02507,2,1,0,1,1,1,15,2,2,2,2,77,0,2,7,5,N,379,36096.549468,3731.1
48-02510,2,N,0,1,1,1,N,2,2,2,2,5,1,6,3,N,N,97,N,3092.4
48-02102,1,1,0,1,1,2,11,2,2,2,2,30,3,5,7,4,N,275,57031.658754,450.89999999999975
48-02515,2,6,0,1,1,2,14,2,2,2,2,44,0,2,8,2,N,418,12671.3539197,2134.8
48-02515,1,1,0,1,1,2,6,2,2,2,2,67,0,6,8,6,6,330,46702.8338385,2134.8
48-02510,1,3,0,1,1,1,3,2,2,2,2,53,0,2,7,9,N,501,90656.351037,3092.4
48-02102,1,6,0,1,1,2,13,2,2,2,2,32,2,4,6,7,N,57,481442.78962500003,450.89999999999975
48-02507,2,1,0,1,1,2,16,1,2,2,2,76,2,N,12,4,N,203,66539.729235,3731.1
48-02101,1,1,0,1,1,1,16,2,2,2,2,38,2,4,10,7,N,501,0.5184141899999304,357.4
48-02515,2,6,0,5,1,1,7,2,2,2,2,63,0,3,4,0,N,426,2981.5464377999997,2134.8
48-02102,2,N,0,1,1,2,N,2,2,2,2,8,2,5,6,N,N,117,N,450.89999999999975
48-02101,1,N,0,2,1,1,N,N,2,2,2,13,5,6,3,N,N,289,N,357.4
48-02102,2,1,1,1,1,2,2,2,1,1,2,78,0,2,5,3,N,111,-5.094247409999298,450.89999999999975
48-02515,1,N,0,1,1,2,N,2,2,2,2,10,0,3,5,N,N,152,N,2134.8
48-02507,2,1,0,1,1,1,4,2,2,2,2,58,0,2,9,6,N,501,78065.488935,3731.1
48-02510,1,1,0,6,1,1,2,2,2,2,2,54,0,2,9,9,N,501,83958.445095,3092.4
48-02516,2,1,0,1,1,1,3,2,1,2,2,58,0,2,9,7,N,501,56798.9059428,1338.4
48-02101,1,6,0,1,1,2,6,2,2,2,2,76,0,2,1,3,N,501,-5170.36121427,357.4
48-02515,1,4,0,1,1,1,N,2,2,2,2,84,0,4,5,4,N,365,31809.432324600006,2134.8
48-02102,1,2,4,8,1,1,15,1,2,2,2,80,0,6,3,3,N,158,11694.457135200002,450.89999999999975
48-02515,2,1,0,1,1,1,4,2,2,2,2,86,0,2,5,8,N,501,77298.5346378,2134.8
48-02507,1,6,1,3,1,2,14,2,2,2,2,16,0,4,6,4,N,421,3808.8360009000007,3731.1
48-02101,1,1,0,1,1,1,7,2,2,2,2,34,0,2,10,6,N,310,30797.890557,357.4
48-02516,2,1,0,1,1,1,11,2,2,2,2,46,1,4,7,9,N,122,10387.8046335,1338.4
48-02507,2,1,1,1,1,2,12,2,1,2,2,28,0,4,4,0,N,120,-3355.73440209,3731.1
48-02101,1,6,1,1,1,2,10,2,2,2,2,23,4,5,8,4,N,331,7404.107972099999,357.4
48-02516,2,1,0,1,1,1,10,2,2,2,2,28,1,4,9,0,N,333,25924.202883600003,1338.4
48-02101,1,1,0,1,1,1,16,2,2,2,2,58,0,2,9,9,N,501,65609.645535,357.4
48-02101,2,N,0,1,1,1,N,N,N,2,2,3,2,4,1,N,N,501,N,357.4
48-02515,1,6,3,1,1,2,8,2,2,2,2,20,1,3,3,7,N,501,65094.854785799995,2134.8
48-02515,1,1,1,1,1,1,5,2,2,2,2,37,1,2,5,7,N,285,63191.98647300001,2134.8
48-02515,1,6,0,1,1,1,14,2,2,2,2,30,0,2,3,4,N,134,33397.2366882,2134.8
48-02515,1,1,0,1,1,1,15,2,2,2,2,68,0,2,5,2,N,318,29394.350246100003,2134.8
48-02507,2,6,0,8,1,1,16,2,1,2,2,83,N,10,5,4,2,107,25509.691914,3731.1
48-02507,2,N,0,1,1,1,N,2,2,2,2,11,0,3,5,N,N,176,N,3731.1
48-02507,1,1,0,1,1,1,18,2,2,2,2,26,0,3,7,7,N,119,150630.483801,3731.1
48-02101,1,1,0,1,1,1,3,2,2,2,2,47,0,5,9,6,N,501,142060.917705,357.4
48-02515,1,1,0,1,1,1,15,2,2,2,2,38,0,2,7,9,N,235,10314.9652851,2134.8
48-02102,1,1,0,1,1,1,5,2,2,2,2,54,0,5,12,5,N,232,49824.80491800001,450.89999999999975
