PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
48-02510,1,1,0,2,1,1,14,2,2,2,2,51,1,3,7,0,N,501,3115.12243186,-4.334016120000342
48-02101,2,1,0,1,1,1,N,2,2,2,2,50,0,2,7,0,N,501,391.58968981339996,-1.3720507500001986
48-02516,1,1,0,1,1,1,6,2,2,2,2,67,2,6,7,4,N,478,1373.837647412,24955.342563899998
48-02102,1,1,0,1,1,2,N,2,2,2,2,27,3,5,7,4,N,206,424.0405375361,17872.6604028
48-02510,1,1,0,1,1,1,16,2,2,2,2,76,2,5,9,9,N,292,3106.573982115,120863.396178
48-02515,2,1,1,1,1,1,4,2,2,2,2,31,1,5,5,0,N,202,2175.261364418,0.4966642800000045
48-02102,1,N,0,1,1,1,N,2,2,2,2,12,4,6,3,N,N,87,416.48943785359995,N
48-02515,1,N,1,1,2,0,N,N,N,1,2,2,N,N,N,N,N,172,2168.57253185,N
48-02515,2,N,0,1,1,1,N,1,2,2,2,9,2,4,3,N,N,501,2175.689891792,N
48-02102,2,6,0,1,1,2,6,2,2,2,2,20,2,3,6,2,N,406,418.834638419,-0.15236318999996
48-02510,1,6,0,1,1,1,N,2,2,2,2,60,0,3,8,0,N,276,3112.394255618,-2.90343060000032
48-02102,2,1,0,1,1,1,N,2,2,2,2,56,0,2,8,2,N,501,463.88389067799994,8010.0638499000015
48-02507,2,1,0,2,1,1,10,2,2,2,2,35,0,2,10,8,N,501,3731.1,97607.173734
48-02515,2,4,0,1,1,1,N,2,2,2,2,57,0,N,9,4,N,261,2127.94846067,23000.1559851
48-02102,2,2,1,8,2,0,15,2,2,2,2,30,N,N,4,3,N,323,439.31008254219995,-2.3943811500002994
48-02516,1,1,0,1,1,1,7,2,1,1,1,80,0,3,4,8,N,501,1551.600835531,68950.931028
48-02510,1,1,0,1,1,1,4,2,2,2,2,57,0,2,9,9,N,501,3097.284499165,414778.18989599997
48-02102,1,1,0,1,1,1,9,2,2,2,1,48,0,4,7,8,N,484,457.55655006499995,65685.025476
48-02101,2,N,1,1,1,1,N,2,2,2,2,9,3,5,3,N,N,230,374.842467581,N
48-02515,1,N,1,1,1,1,N,2,2,2,2,10,1,3,3,N,N,501,2129.5044111099996,N
48-02515,1,4,0,1,1,1,11,2,2,2,2,72,2,N,9,5,N,197,2175.179113612,26051.5566465
48-02516,2,1,1,1,1,1,N,2,2,2,2,56,0,2,9,6,N,400,1353.8519160859998,44418.1479714
48-02101,2,3,0,1,1,2,7,2,2,2,2,24,0,N,5,4,N,501,381.86763442309996,22964.745100499997
48-02510,1,1,0,1,1,1,4,2,2,2,2,69,3,6,9,9,N,501,3127.00021745,104585.91586800001
48-02515,2,2,0,1,1,1,6,2,1,2,2,40,0,2,7,4,N,209,2175.9820542119996,24809.4666792
48-02516,1,N,4,1,1,2,N,2,2,2,2,9,3,5,2,N,N,65,1322.06194583,N
48-02516,1,N,0,1,1,1,N,2,2,2,2,12,2,6,3,N,N,501,1356.334453231,N
48-02102,1,N,3,9,2,0,N,N,N,2,2,3,N,N,N,N,N,210,435.2921576587,N
48-02101,2,6,0,1,1,1,10,2,2,2,2,65,0,4,5,3,N,127,410.805401104,27845.128699500005
48-02102,1,1,0,1,1,1,10,2,2,2,2,43,0,2,7,8,N,501,422.1290362268,82171.10181
48-02101,1,N,0,9,1,2,N,N,N,2,2,0,2,5,N,N,N,353,390.63498669259997,N
48-02102,1,N,0,1,1,1,N,2,2,2,2,9,5,7,3,N,N,240,448.806184375,N
48-02516,1,N,1,1,1,1,N,2,2,2,2,8,4,6,3,N,N,292,1330.317963259,N
48-02515,1,1,0,1,1,1,16,2,2,2,2,66,0,2,5,5,N,399,2147.7494819209996,80346.7329
48-02102,1,1,0,1,1,1,10,2,2,2,1,46,0,4,7,8,1,43,453.3173374511,72003.255849
48-02516,1,1,0,1,1,1,7,1,2,2,2,50,0,2,7,5,N,200,1324.322493515,28900.496958900003
48-02516,2,N,3,1,3,0,N,1,1,2,2,13,N,N,3,N,N,447,1355.677087786,N
48-02101,2,3,0,1,1,1,7,2,2,2,2,86,0,4,7,8,N,501,381.33914701706,3161.1812295
48-02516,1,1,0,1,1,1,3,2,2,2,2,75,0,2,8,5,N,458,1332.957849772,34767.8474661
48-02101,1,1,0,1,1,1,N,2,2,2,2,72,0,2,8,0,N,501,373.51400100881995,-2.953954710000289
48-02510,1,6,0,6,1,1,6,2,2,2,2,38,2,4,4,1,N,501,3106.1750420900003,3046.6184448000004
48-02510,1,1,0,1,1,1,9,2,2,2,2,61,0,2,9,9,N,501,3126.9259960500003,146487.337521
48-02510,2,1,0,1,1,1,6,2,2,2,2,57,0,2,5,7,N,501,3112.7427588279998,50220.86485499999
48-02102,1,1,0,2,1,2,3,2,2,2,2,53,0,2,7,9,5,501,421.6063084014,53894.01843
48-02510,2,1,0,1,1,1,16,2,2,2,2,40,2,4,10,2,N,501,3129.097444318,6362.800140900001
48-02101,1,N,0,1,1,1,N,2,2,2,2,13,2,3,3,N,N,490,375.45055102850995,N
48-02515,1,6,1,1,1,2,15,2,2,2,2,43,0,6,4,4,N,162,2131.025376281,19817.761624500003
48-02507,2,6,0,1,1,1,N,2,2,2,2,16,0,5,4,0,N,17,3731.1,0.16136022000046069
48-02516,1,1,0,1,1,1,10,2,2,2,2,71,1,2,11,9,N,208,1347.158798919,183337.46529
48-02516,1,1,0,6,1,1,N,2,2,2,2,32,0,2,8,8,N,501,1325.179851896,68623.472169
48-02102,1,1,0,1,1,2,6,2,2,2,2,45,0,2,7,8,N,394,436.79803226959996,87976.71981000001
48-02101,2,1,0,1,1,1,14,2,2,2,2,52,1,2,9,4,N,355,424.56678075689996,10397.676723
48-02101,2,N,1,1,1,1,N,2,2,2,2,11,3,5,3,N,N,214,393.31844116739995,N
48-02515,2,6,1,1,1,2,N,2,2,2,2,15,2,3,4,0,N,0,2176.03481888,54.22283496
48-02507,1,6,1,1,1,1,12,2,2,2,2,21,2,8,3,5,N,406,3731.1,30785.0056395
48-02507,2,4,0,1,1,1,6,2,2,2,2,69,0,4,12,7,N,501,3730.7488990409997,31005.961875
48-02101,1,1,0,1,1,1,12,2,2,2,2,51,0,5,8,8,N,327,378.6518370779,126417.92543099998
48-02516,1,1,0,1,1,1,4,2,2,2,2,57,0,2,9,8,N,501,1362.8967383119998,80504.82174
48-02516,2,1,0,1,1,2,14,2,2,2,2,57,0,2,5,4,N,379,1341.05182839,21284.970777
48-02516,1,6,1,1,1,1,N,2,2,2,2,16,2,4,5,1,N,157,1337.948226812,1904.8649592000002
48-02515,2,N,1,1,1,1,N,2,2,2,2,5,2,4,2,N,N,501,2146.9727549699996,N
48-02102,1,6,1,1,1,1,4,2,2,2,2,63,0,2,5,5,N,278,437.6679711779,31007.442899999995
48-02515,2,N,0,1,1,1,N,2,2,2,2,7,2,4,7,N,N,501,2133.86053255,N
48-02101,1,6,0,1,1,1,14,2,2,2,2,16,4,6,4,2,N,337,361.04416649267,5253.3516189
48-02102,2,4,0,1,1,1,10,2,1,2,2,58,0,2,5,1,N,446,431.7896025609,9257.6556135
48-02516,2,6,0,1,1,2,9,2,2,2,2,34,0,N,7,4,N,169,1324.53891637,21604.3711674
48-02515,1,4,0,1,1,2,10,2,2,2,2,56,0,N,5,6,N,496,2130.8164430399997,43377.9758748
48-02102,2,3,0,1,1,1,N,2,2,2,2,72,0,2,5,2,N,461,430.2377241768,9494.639078400001
48-02507,1,N,0,2,1,1,N,2,2,2,2,10,2,4,1,N,N,501,3731.1,N
48-02510,1,1,0,1,1,1,N,2,2,2,2,61,0,2,9,5,N,501,3109.634940125,28357.7224539
48-02515,1,1,4,1,1,2,15,2,2,2,2,52,1,4,5,8,N,77,2132.959653439,73900.685838
48-02515,1,1,0,1,1,1,11,2,2,2,2,68,0,2,9,7,N,501,2178.11605441,58876.3168602
48-02516,1,1,0,1,1,1,N,2,2,2,2,38,1,3,9,9,N,501,1355.297344114,129641.54983500001
48-02507,2,1,4,1,1,1,7,2,2,2,1,48,0,3,10,8,6,305,3464.2072677399997,139332.040281
48-02510,1,1,1,1,1,1,N,2,2,2,2,25,1,2,4,4,N,501,3106.9089905250003,19388.0045604
48-02101,1,6,1,1,1,1,4,2,2,2,2,19,2,4,7,5,N,208,384.3027643357,48792.995958
48-02102,1,N,0,1,1,1,N,N,N,2,2,0,1,6,N,N,N,144,435.6941272663,N
48-02510,2,1,0,1,1,1,11,2,2,2,2,70,0,2,9,8,N,501,3114.94834894,250759.114221
48-02516,2,6,0,1,1,1,N,2,2,2,2,15,2,4,4,0,N,501,1324.909686,-4.1232027899995956
48-02516,1,6,0,1,1,1,4,2,2,2,2,23,0,2,7,5,N,501,1341.78054759,32477.7258141
48-02102,2,1,0,1,1,2,9,2,2,2,2,35,1,4,3,6,N,417,462.952378371,89156.910549
48-02102,1,6,0,1,1,1,14,2,2,2,2,16,0,4,4,2,N,501,412.8174352996,253.41841244999978
48-02515,1,1,1,1,1,1,N,2,2,2,2,46,0,6,6,6,N,248,2175.21129871,46948.899795
48-02516,1,1,0,1,1,1,10,2,2,2,2,69,0,2,9,1,N,312,1326.8775652099998,30414.69438
48-02101,1,1,1,1,1,1,1,2,2,2,2,48,1,4,9,0,N,269,449.5471534797,-1.9826561999998376
48-02510,1,3,0,1,1,1,10,2,2,2,2,79,0,N,5,6,N,40,3134.2061032799998,43436.3553414
48-02101,2,4,0,1,1,2,14,2,2,2,2,36,0,N,7,6,N,295,377.7775359755,40122.364716
48-02510,2,1,0,1,1,1,12,2,2,2,2,53,0,2,9,8,N,501,3106.708289112,92664.223176
48-02102,2,1,0,1,1,1,N,2,2,2,2,67,0,3,9,7,N,501,440.31632230419996,60226.9456488
48-02507,1,1,0,1,1,1,N,2,1,2,2,75,0,2,7,9,N,501,3731.1,93544.155138
48-02102,1,6,0,1,1,1,N,2,2,2,2,15,1,3,4,0,N,253,429.874059559,-1.1321247000005314
48-02515,1,4,0,1,1,1,4,2,2,2,2,76,0,N,7,9,N,501,2145.90531629,106810.711623
48-02515,1,3,1,9,1,1,4,2,2,2,2,58,0,3,7,6,N,328,2178.067338182,40141.533411000004
48-02102,1,N,1,1,1,1,N,2,2,2,2,11,2,4,3,N,N,95,462.902177715,N
48-02507,2,6,0,1,1,2,14,2,2,2,2,52,0,3,9,8,N,501,3731.1,22004.371477200002
48-02101,2,6,1,1,1,1,4,2,2,2,2,19,0,3,5,2,N,97,363.71505326023,7809.425584799999
48-02516,2,1,0,1,1,1,11,2,2,2,1,74,0,2,8,5,N,432,1339.0452865779998,30990.241006200005
48-02515,2,6,0,1,1,1,N,2,2,2,2,18,0,2,5,3,N,110,2133.780710808,15336.2400618
48-02101,2,6,0,1,1,1,N,2,2,2,2,22,0,2,6,3,N,501,375.67730786398,13250.608186200003
48-02510,2,4,0,1,1,1,11,2,2,2,2,61,0,N,9,7,N,452,3136.86930206,64053.020556
48-02101,2,1,1,1,1,1,11,2,2,2,2,40,2,4,10,8,N,501,379.00352000015,99895.58585999999
48-02507,2,3,0,6,1,2,14,2,2,2,2,80,3,6,8,0,N,129,3730.7487978299996,0.6814961999998559
48-02101,1,2,1,1,1,2,5,2,2,2,2,29,5,6,4,3,N,75,399.64274545039996,12935.6864154
48-02507,1,6,1,1,1,2,13,2,2,2,2,15,2,13,3,0,N,221,1355.22777842,-2.9062233900003775
48-02515,2,1,0,1,1,1,10,2,2,2,2,71,0,2,9,8,N,501,2154.372729761,71192.98284
48-02510,1,1,1,8,1,2,10,2,2,2,2,24,0,8,5,4,N,338,3108.29946098,29108.074884
48-02507,2,N,1,1,1,1,N,2,2,2,2,10,0,3,3,N,N,501,2057.001000361,N
48-02507,2,3,0,1,1,2,N,2,2,2,2,79,0,N,7,4,N,230,3731.1,16869.019691999998
48-02510,2,1,0,1,1,1,7,2,2,2,2,62,0,2,5,8,N,501,3125.364850112,81227.891997
48-02102,1,6,1,1,1,2,12,2,2,2,2,35,1,5,8,8,N,209,416.65334232069995,82947.83595
48-02102,2,4,0,1,1,1,12,2,2,2,2,41,0,3,10,7,N,501,421.869180358,63783.2505828
48-02510,2,5,0,1,1,1,N,1,1,2,2,73,0,2,5,4,N,163,3106.9081471,31097.269182000004
48-02507,2,1,0,1,1,1,12,2,2,2,2,34,3,5,6,1,N,301,3731.1,29089.0475211
48-02515,2,4,0,8,1,1,12,2,1,2,2,58,0,3,5,5,N,264,2158.74595586,37112.2050999
48-02510,2,6,0,1,1,1,14,2,2,2,2,18,2,4,5,1,N,501,3125.952852285,1810.031966399999
48-02510,2,6,0,1,1,1,N,2,2,2,2,20,0,2,5,2,N,501,3109.32641526,0.11557538999932149
48-02102,2,2,1,8,1,1,17,2,2,2,2,29,1,5,5,5,N,465,459.0581232084,31619.954217599996
48-02102,1,6,0,2,2,0,15,1,2,2,2,32,N,N,4,3,N,476,426.990693117,-48.76053461999982
48-02510,1,6,0,1,1,1,7,2,2,2,2,35,0,2,9,2,N,495,3109.01569749,8572.7348679
48-02102,2,N,0,1,1,1,N,2,2,2,2,10,0,2,6,N,N,338,463.413630635,N
48-02515,2,4,0,1,1,1,11,2,2,2,2,53,0,N,10,8,N,62,2124.69857546,90336.15766350001
48-02510,2,1,4,1,1,1,N,2,2,2,2,24,0,2,9,4,N,501,3135.0549262,20380.1948322
48-02515,2,4,0,1,1,2,N,2,2,2,2,54,0,N,7,7,N,501,2166.5970955519997,63615.27188100001
48-02101,2,1,1,1,1,1,10,2,2,2,2,68,0,2,9,9,N,501,394.5304968716,43383.429432
48-02516,1,N,0,1,1,1,N,N,N,2,2,4,3,6,1,N,N,412,1340.39901744,N
48-02101,2,6,0,1,1,1,6,2,2,2,2,50,0,2,5,2,N,501,403.8107527521,9681.986201999998
48-02516,2,N,1,1,1,1,N,2,2,2,2,5,2,4,2,N,N,366,1345.32563155,N
48-02507,2,6,0,1,1,1,6,2,2,2,2,30,1,6,7,1,N,493,3731.1,-1.041824490000181
48-02510,2,N,0,1,1,1,N,N,N,2,2,4,1,3,2,N,N,501,3095.2585248409996,N
48-02515,2,6,1,1,1,1,16,2,2,2,2,29,2,4,7,0,N,161,2168.7135525099998,4076.71407045
48-02101,2,N,0,1,1,2,N,2,2,2,2,14,2,4,3,N,N,480,379.46422403789995,N
48-02515,1,N,0,1,1,2,N,N,N,2,2,4,3,6,2,N,N,129,2142.6662269199996,N
48-02515,2,N,1,1,1,1,N,2,2,2,2,9,3,5,3,N,N,501,2127.83038117,N
48-02102,2,1,1,1,1,1,12,2,2,2,2,49,1,3,7,5,N,363,411.31673931819995,33581.4338832
48-02507,1,1,0,1,1,1,3,2,2,2,2,41,2,4,4,7,N,317,3731.1,56782.6823718
48-02102,2,N,0,1,1,1,N,2,2,2,2,10,3,5,3,N,N,441,448.79480825859997,N
48-02102,1,N,4,1,3,0,N,N,N,1,2,9,N,N,N,N,N,359,1549.1270362690002,N
48-02516,1,N,0,1,1,1,N,1,2,2,2,9,3,5,3,N,N,259,1348.7330685499999,N
48-02507,2,6,1,1,1,1,14,2,2,2,2,17,1,6,4,1,N,416,3731.1,10422.828759
48-02101,1,1,1,1,1,1,3,2,2,2,2,37,2,4,6,4,N,131,445.83884991369996,26161.342914
48-02507,2,1,0,1,1,2,N,1,2,1,2,78,0,2,11,2,N,191,1338.41258288,8869.0084182
48-02101,1,1,0,1,1,1,10,2,2,2,2,71,2,4,9,9,N,501,387.2584224213,101317.589898
48-02516,1,1,0,1,1,1,1,2,2,2,2,72,0,2,10,9,N,501,1325.2555577239998,123445.296681
48-02102,1,1,0,1,1,1,3,2,2,2,2,72,0,2,9,9,N,501,463.09194834,49975.404003
48-02101,2,1,1,1,1,1,15,2,2,2,2,40,0,4,7,6,N,304,378.4072472016,71283.596181
48-02515,2,3,0,1,1,1,11,2,2,2,2,92,0,N,9,7,N,501,2134.4445200200003,50440.158111
48-02507,1,1,4,4,3,0,0,2,1,1,1,57,N,N,9,9,5,501,2691.1699974820003,94706.979801
48-02102,2,1,0,1,1,1,11,2,2,2,2,63,0,2,5,6,N,274,431.77244729639995,40417.833435
48-02516,2,1,0,6,1,1,N,2,2,2,2,22,0,2,8,2,N,501,1339.189748412,4765.56926475
48-02516,2,N,0,9,1,1,N,2,2,2,2,11,3,5,3,N,N,213,1338.7148664000001,N
48-02101,2,6,0,1,1,1,N,2,2,2,2,33,1,4,7,0,N,501,396.01697608119997,-2.9787513000001127
48-02516,2,6,0,1,3,0,17,2,2,1,1,28,N,N,6,1,N,363,1331.56127292,554.0669106000005
48-02102,2,3,0,1,3,0,3,2,1,2,1,86,N,N,6,9,N,351,440.99581584749995,35110.8943248
48-02507,1,N,0,1,1,1,N,2,2,2,2,9,5,7,3,N,N,377,3731.1,N
48-02102,2,N,2,4,2,0,N,N,1,1,2,9,N,N,N,N,N,474,803.2869160349999,N
48-02516,2,3,1,1,1,1,N,2,2,2,2,78,1,3,3,0,N,501,1323.493204318,-3.1158519000000524
48-02515,2,1,2,1,1,2,18,2,2,2,2,38,0,6,4,0,N,162,2167.6042799499996,-4.159085909999703
48-02507,1,N,0,1,1,1,N,2,2,2,2,9,3,7,3,N,N,359,3731.1,N
48-02101,1,1,0,1,1,1,16,2,2,2,2,49,0,2,8,7,N,393,364.15865668742,101257.9596
48-02507,2,N,0,1,1,1,N,2,2,2,2,5,0,2,7,N,N,501,3731.1,N
48-02102,2,1,0,1,1,1,6,2,2,2,2,47,2,4,7,3,N,366,440.3229887354,13502.671024500003
48-02102,2,1,0,1,1,1,N,1,2,2,2,41,2,4,4,0,N,116,449.50191553639996,0.8736063000005743
48-02510,2,1,0,1,1,1,14,2,1,2,2,62,0,2,6,6,N,413,3126.5366710699996,35095.7108565
48-02510,2,1,0,1,1,1,12,2,2,1,2,52,0,2,9,2,N,234,3095.506289369,27465.00036
48-02516,2,1,1,1,1,1,6,2,2,2,2,62,0,2,5,6,N,135,1323.2100159399997,30790.231542
48-02510,2,6,0,2,1,1,14,2,2,2,2,21,0,6,8,3,N,501,3113.33909404,11815.1632116
48-02510,2,1,0,1,1,1,4,2,2,2,2,86,0,3,10,2,N,501,3134.117813551,5180.204217300001
48-02507,1,6,0,2,1,1,N,2,2,2,2,21,0,4,5,0,N,501,3731.1,-0.5312517000002117
48-02102,2,6,0,1,1,1,18,2,2,2,2,18,0,5,9,1,N,340,424.27187889249996,3466.3307741999997
48-02510,1,1,0,1,1,1,N,2,2,2,2,42,1,3,9,7,N,501,3129.43029356,59898.500004
48-02102,2,6,1,1,1,1,14,2,2,2,2,44,0,3,5,0,N,501,411.56507737519996,25604.545218
48-02102,1,4,0,1,2,0,N,1,1,1,1,88,N,N,7,1,N,105,2700.5829578519997,12432.462894600001
48-02516,2,1,0,1,1,1,7,2,2,2,2,58,0,2,7,8,N,501,1355.283849314,100422.73766700001
48-02102,1,2,0,1,1,1,8,2,2,2,2,30,3,5,5,7,N,492,414.2451041708,63153.0101265
48-02101,2,6,1,8,1,1,11,2,2,2,2,34,0,3,8,5,N,477,368.44588278761,30773.897952
48-02510,1,1,0,1,1,1,10,2,2,2,1,77,0,3,10,9,N,501,3107.8512986719998,160911.13308899998
48-02510,2,N,0,1,1,1,N,N,N,2,2,2,2,4,N,N,N,501,3139.4474836,N
48-02101,1,6,0,1,1,2,4,1,2,2,2,21,0,3,5,2,N,378,378.74151778340996,7877.928492000001
48-02102,2,6,0,1,1,1,N,2,2,2,2,22,0,N,7,1,N,262,457.6214364371,25451.9294001
48-02102,1,6,0,1,1,1,14,2,2,2,2,18,0,3,5,3,N,397,434.36822605559996,14066.8298379
48-02101,1,1,0,1,1,1,7,2,2,2,2,64,0,2,5,9,N,501,368.05636854304,52701.0790278
